original,tokenized,token_count,word_count
"ᱱᱚᱶᱟ ᱫᱟᱹᱵᱤ ᱦᱩᱭᱩᱜ ᱟ ᱜᱩᱡᱽᱨᱟᱴ ᱯᱚᱱᱚᱛᱨᱮ ᱪᱟᱪᱞᱟᱣ ᱠᱚᱣᱟᱜ ᱠᱟᱛᱷᱟ ᱨᱟᱯᱟᱪᱟᱜ ᱞᱮᱠᱟᱱ ᱧᱮᱞᱦᱚᱨᱟ ᱟᱹᱰᱤ ᱢᱟᱨᱟᱝ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ, ᱡᱟᱸᱦᱟ ᱫᱚ ᱫᱟᱹᱠᱷᱤᱞ ᱟᱠᱟᱱ ᱫᱚᱲᱦᱟ ᱮᱯᱤᱰᱮᱵᱤᱴ ᱠᱷᱟᱹᱞᱤ ᱯᱟᱲᱦᱟᱣ ᱠᱷᱚᱱ ᱯᱩᱥᱴᱟᱹᱼᱟ ᱾","ᱱ ᱚ ᱶ ᱟ   ᱫ ᱟ ᱹ ᱵ ᱤ   ᱦ ᱩ ᱭ ᱩ ᱜ   ᱟ   ᱜ ᱩ ᱡ ᱽ ᱨ ᱟ ᱴ   ᱯ ᱚ ᱱ ᱚ ᱛ ᱨ ᱮ   ᱪ ᱟ ᱪ ᱞ ᱟ ᱣ   ᱠ ᱚ ᱣ ᱟ ᱜ   ᱠ ᱟ ᱛ ᱷ ᱟ   ᱨ ᱟ ᱯ ᱟ ᱪ ᱟ ᱜ   ᱞ ᱮ ᱠ ᱟ ᱱ   ᱧ ᱮ ᱞ ᱦ ᱚ ᱨ ᱟ   ᱟ ᱹ ᱰ ᱤ   ᱢ ᱟ ᱨ ᱟ ᱝ   ᱛ ᱟ ᱸ ᱦ ᱮ   ᱠ ᱟ ᱱ ᱟ ,   ᱡ ᱟ ᱸ ᱦ ᱟ   ᱫ ᱚ   ᱫ ᱟ ᱹ ᱠ ᱷ ᱤ ᱞ   ᱟ ᱠ ᱟ ᱱ   ᱫ ᱚ ᱲ ᱦ ᱟ   ᱮ ᱯ ᱤ ᱰ ᱮ ᱵ ᱤ ᱴ   ᱠ ᱷ ᱟ ᱹ ᱞ ᱤ   ᱯ ᱟ ᱲ ᱦ ᱟ ᱣ   ᱠ ᱷ ᱚ ᱱ   ᱯ ᱩ ᱥ ᱴ ᱟ ᱹ ᱼ ᱟ   ᱾",139,27
ᱡᱤᱯᱤᱮᱞ ᱫᱚ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱠᱟᱛᱮ ᱢᱤᱫᱴᱟᱝ ᱥᱚᱯᱷᱴᱳᱭᱮᱨ ᱯᱟᱵᱞᱤᱠ ᱞᱟᱭᱥᱮᱱᱥ ᱮᱢᱟᱭ ᱞᱟᱹᱜᱤᱫᱛᱮ ᱰᱤᱡᱟᱭᱤᱱ ᱟᱠᱟᱱᱟ ᱾,ᱡ ᱤ ᱯ ᱤ ᱮ ᱞ   ᱫ ᱚ   ᱮ ᱛ ᱚ ᱦ ᱚ ᱵ   ᱞ ᱮ ᱠ ᱟ ᱛ ᱮ   ᱢ ᱤ ᱫ ᱴ ᱟ ᱝ   ᱥ ᱚ ᱯ ᱷ ᱴ ᱳ ᱭ ᱮ ᱨ   ᱯ ᱟ ᱵ ᱞ ᱤ ᱠ   ᱞ ᱟ ᱭ ᱥ ᱮ ᱱ ᱥ   ᱮ ᱢ ᱟ ᱭ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ ᱛ ᱮ   ᱰ ᱤ ᱡ ᱟ ᱭ ᱤ ᱱ   ᱟ ᱠ ᱟ ᱱ ᱟ   ᱾,73,13
"ᱱᱚᱶᱟ ᱫᱚ ᱥᱟᱱᱟᱢ ᱟᱨᱡᱟᱣᱟᱜ ᱟᱹᱠᱷᱨᱤᱧ ᱞᱟᱹᱜᱤᱫ ᱵᱤᱵᱤᱮᱞᱟᱭᱮᱞ ᱴᱷᱮᱱ ᱢᱤᱫ ᱪᱩᱠᱛᱤᱨᱮᱭ ᱵᱚᱞᱚᱭᱮᱱᱟ, ᱡᱟᱸᱦᱟᱫᱚ ᱛᱟᱭᱚᱢᱛᱮ ᱟᱹᱠᱦᱨᱤᱧ ᱞᱟᱹᱜᱤᱫ ᱮᱭᱤᱪᱮᱞᱮᱞ ᱥᱟᱶᱛᱮᱭ ᱢᱮᱥᱟᱞᱮᱱᱟ ᱾","ᱱ ᱚ ᱶ ᱟ   ᱫ ᱚ   ᱥ ᱟ ᱱ ᱟ ᱢ   ᱟ ᱨ ᱡ ᱟ ᱣ ᱟ ᱜ   ᱟ ᱹ ᱠ ᱷ ᱨ ᱤ ᱧ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱵ ᱤ ᱵ ᱤ ᱮ ᱞ ᱟ ᱭ ᱮ ᱞ   ᱴ ᱷ ᱮ ᱱ   ᱢ ᱤ ᱫ   ᱪ ᱩ ᱠ ᱛ ᱤ ᱨ ᱮ ᱭ   ᱵ ᱚ ᱞ ᱚ ᱭ ᱮ ᱱ ᱟ ,   ᱡ ᱟ ᱸ ᱦ ᱟ ᱫ ᱚ   ᱛ ᱟ ᱭ ᱚ ᱢ ᱛ ᱮ   ᱟ ᱹ ᱠ ᱦ ᱨ ᱤ ᱧ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱮ ᱭ ᱤ ᱪ ᱮ ᱞ ᱮ ᱞ   ᱥ ᱟ ᱶ ᱛ ᱮ ᱭ   ᱢ ᱮ ᱥ ᱟ ᱞ ᱮ ᱱ ᱟ   ᱾",115,19
"ᱠᱣᱟᱞᱤᱴᱤ ᱟᱭᱤᱥ ᱠᱨᱤᱢ (ᱨᱚᱲᱼᱨᱩᱣᱟᱹᱲ ᱮᱢᱼᱵᱤᱰᱟᱹᱣᱠᱩ) ᱫᱚ ᱟᱭᱤᱥ ᱠᱨᱤᱢ ᱵᱮᱱᱟᱣ ᱨᱮ ᱡᱚᱯᱚᱲᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ ᱡᱟᱦᱟᱸ ᱫᱚ ᱥᱮᱱᱴᱨᱟᱞ ᱮᱠᱥᱥᱟᱭᱤᱡ ᱴᱟᱨᱤᱯᱷ ᱮᱠᱴ ᱑᱙᱘᱕ (ᱠᱷᱟᱴᱚᱛᱮ, ᱟᱹᱱ) ᱛᱚᱯᱚᱥᱤᱞ ᱜᱚᱵᱚᱞ ᱨᱮ ᱯᱟᱨᱟᱜ ᱠᱟᱱᱟ ᱾","ᱠ ᱣ ᱟ ᱞ ᱤ ᱴ ᱤ   ᱟ ᱭ ᱤ ᱥ   ᱠ ᱨ ᱤ ᱢ   ( ᱨ ᱚ ᱲ ᱼ ᱨ ᱩ ᱣ ᱟ ᱹ ᱲ   ᱮ ᱢ ᱼ ᱵ ᱤ ᱰ ᱟ ᱹ ᱣ ᱠ ᱩ )   ᱫ ᱚ   ᱟ ᱭ ᱤ ᱥ   ᱠ ᱨ ᱤ ᱢ   ᱵ ᱮ ᱱ ᱟ ᱣ   ᱨ ᱮ   ᱡ ᱚ ᱯ ᱚ ᱲ ᱟ ᱣ   ᱢ ᱮ ᱱ ᱟ ᱜ ᱼ ᱟ   ᱡ ᱟ ᱦ ᱟ ᱸ   ᱫ ᱚ   ᱥ ᱮ ᱱ ᱴ ᱨ ᱟ ᱞ   ᱮ ᱠ ᱥ ᱥ ᱟ ᱭ ᱤ ᱡ   ᱴ ᱟ ᱨ ᱤ ᱯ ᱷ   ᱮ ᱠ ᱴ   ᱑ ᱙ ᱘ ᱕   ( ᱠ ᱷ ᱟ ᱴ ᱚ ᱛ ᱮ ,   ᱟ ᱹ ᱱ )   ᱛ ᱚ ᱯ ᱚ ᱥ ᱤ ᱞ   ᱜ ᱚ ᱵ ᱚ ᱞ   ᱨ ᱮ   ᱯ ᱟ ᱨ ᱟ ᱜ   ᱠ ᱟ ᱱ ᱟ   ᱾",141,27
ᱱᱚᱶᱟ ᱠᱷᱟᱴᱚ ᱫᱩᱯᱲᱩᱵ ᱨᱮ ᱵᱟᱪᱷᱟᱣᱞᱮᱱ ᱞᱟᱹᱠᱛᱤᱭᱟᱱᱟᱜ ᱠᱩᱠᱞᱤᱫᱚ ᱛᱟᱸᱦᱮᱠᱟᱱᱟ ᱯᱷᱮᱰᱟᱨᱮᱞ ᱟᱹᱱᱥᱚᱵᱷᱟ ᱵᱮᱱᱟᱣ ᱾,ᱱ ᱚ ᱶ ᱟ   ᱠ ᱷ ᱟ ᱴ ᱚ   ᱫ ᱩ ᱯ ᱲ ᱩ ᱵ   ᱨ ᱮ   ᱵ ᱟ ᱪ ᱷ ᱟ ᱣ ᱞ ᱮ ᱱ   ᱞ ᱟ ᱹ ᱠ ᱛ ᱤ ᱭ ᱟ ᱱ ᱟ ᱜ   ᱠ ᱩ ᱠ ᱞ ᱤ ᱫ ᱚ   ᱛ ᱟ ᱸ ᱦ ᱮ ᱠ ᱟ ᱱ ᱟ   ᱯ ᱷ ᱮ ᱰ ᱟ ᱨ ᱮ ᱞ   ᱟ ᱹ ᱱ ᱥ ᱚ ᱵ ᱷ ᱟ   ᱵ ᱮ ᱱ ᱟ ᱣ   ᱾,75,12
"ᱡᱟᱹᱥᱛᱤ ᱠᱟᱭᱛᱮ, ᱥᱤᱠᱷᱱᱟᱹᱛᱟᱱ ᱞᱟᱯᱷᱟᱝ ᱥᱟᱞᱦᱟ ᱮᱢᱚᱜ ᱠᱩ ᱡᱤᱢᱟᱹᱣᱟᱠᱟᱫᱟ ᱡᱮᱥᱤᱮᱞᱟᱭ ᱨᱮ ᱢᱮᱡᱟᱡᱟᱱᱛᱮ (ᱢᱩᱠᱷᱟᱹᱥ) ᱢᱤᱫᱴᱟᱝ ᱠᱚᱞ ᱵᱚᱱᱫᱚᱭ ᱫᱚ ᱵᱤᱮᱥᱮᱱᱮᱞ ᱞᱟᱹᱜᱤᱫ ᱞᱟᱜᱟᱱᱠᱟᱹᱨᱤ ᱞᱮᱠᱟᱛᱮ ᱵᱟᱝ ᱦᱩᱭ ᱫᱟᱲᱤᱭᱟᱜᱼᱟ ᱾","ᱡ ᱟ ᱹ ᱥ ᱛ ᱤ   ᱠ ᱟ ᱭ ᱛ ᱮ ,   ᱥ ᱤ ᱠ ᱷ ᱱ ᱟ ᱹ ᱛ ᱟ ᱱ   ᱞ ᱟ ᱯ ᱷ ᱟ ᱝ   ᱥ ᱟ ᱞ ᱦ ᱟ   ᱮ ᱢ ᱚ ᱜ   ᱠ ᱩ   ᱡ ᱤ ᱢ ᱟ ᱹ ᱣ ᱟ ᱠ ᱟ ᱫ ᱟ   ᱡ ᱮ ᱥ ᱤ ᱮ ᱞ ᱟ ᱭ   ᱨ ᱮ   ᱢ ᱮ ᱡ ᱟ ᱡ ᱟ ᱱ ᱛ ᱮ   ( ᱢ ᱩ ᱠ ᱷ ᱟ ᱹ ᱥ )   ᱢ ᱤ ᱫ ᱴ ᱟ ᱝ   ᱠ ᱚ ᱞ   ᱵ ᱚ ᱱ ᱫ ᱚ ᱭ   ᱫ ᱚ   ᱵ ᱤ ᱮ ᱥ ᱮ ᱱ ᱮ ᱞ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱞ ᱟ ᱜ ᱟ ᱱ ᱠ ᱟ ᱹ ᱨ ᱤ   ᱞ ᱮ ᱠ ᱟ ᱛ ᱮ   ᱵ ᱟ ᱝ   ᱦ ᱩ ᱭ   ᱫ ᱟ ᱲ ᱤ ᱭ ᱟ ᱜ ᱼ ᱟ   ᱾",141,24
"ᱡᱮ,ᱢᱤᱫ ᱴᱷᱟᱹᱣᱠᱟᱹ ᱫᱤᱱᱨᱮ, ᱢᱤᱫᱴᱟᱝ ᱮᱠᱚᱠ ᱯᱤᱚᱟᱭ ᱞᱟᱠ ᱞᱟᱠ ᱢᱤᱱᱤᱴ ᱨᱮᱭᱟᱜ ᱠᱚᱞ ᱠᱚᱭ ᱪᱟᱞᱟᱣ ᱟ ᱡᱟᱸᱦᱟ ᱵᱤᱮᱥᱮᱱᱮᱞ ᱴᱷᱮᱱ ᱮᱢ ᱦᱩᱭ ᱞᱮᱱᱟ ᱟᱨ ᱱᱚᱝᱠᱟ ᱦᱟᱞᱚᱛ, ᱚᱠᱟᱴᱟᱜ ᱟᱥᱚᱞ ᱟᱨ ᱚᱠᱟᱴᱟᱜ ᱫᱚ ᱥᱤᱮᱞᱟᱭ ᱥᱮ ᱴᱮᱢᱯᱟᱨ ᱪᱷᱟᱰᱟ ᱥᱤᱮᱞᱟᱭ ᱠᱟᱱᱟ ᱵᱟᱹᱱᱤᱡᱽ ᱞᱮᱠᱟᱛᱮ ᱵᱟᱝ ᱦᱩᱭ ᱫᱟᱲᱮᱭᱟᱜᱼᱟ ᱾","ᱡ ᱮ , ᱢ ᱤ ᱫ   ᱴ ᱷ ᱟ ᱹ ᱣ ᱠ ᱟ ᱹ   ᱫ ᱤ ᱱ ᱨ ᱮ ,   ᱢ ᱤ ᱫ ᱴ ᱟ ᱝ   ᱮ ᱠ ᱚ ᱠ   ᱯ ᱤ ᱚ ᱟ ᱭ   ᱞ ᱟ ᱠ   ᱞ ᱟ ᱠ   ᱢ ᱤ ᱱ ᱤ ᱴ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱠ ᱚ ᱞ   ᱠ ᱚ ᱭ   ᱪ ᱟ ᱞ ᱟ ᱣ   ᱟ   ᱡ ᱟ ᱸ ᱦ ᱟ   ᱵ ᱤ ᱮ ᱥ ᱮ ᱱ ᱮ ᱞ   ᱴ ᱷ ᱮ ᱱ   ᱮ ᱢ   ᱦ ᱩ ᱭ   ᱞ ᱮ ᱱ ᱟ   ᱟ ᱨ   ᱱ ᱚ ᱝ ᱠ ᱟ   ᱦ ᱟ ᱞ ᱚ ᱛ ,   ᱚ ᱠ ᱟ ᱴ ᱟ ᱜ   ᱟ ᱥ ᱚ ᱞ   ᱟ ᱨ   ᱚ ᱠ ᱟ ᱴ ᱟ ᱜ   ᱫ ᱚ   ᱥ ᱤ ᱮ ᱞ ᱟ ᱭ   ᱥ ᱮ   ᱴ ᱮ ᱢ ᱯ ᱟ ᱨ   ᱪ ᱷ ᱟ ᱰ ᱟ   ᱥ ᱤ ᱮ ᱞ ᱟ ᱭ   ᱠ ᱟ ᱱ ᱟ   ᱵ ᱟ ᱹ ᱱ ᱤ ᱡ ᱽ   ᱞ ᱮ ᱠ ᱟ ᱛ ᱮ   ᱵ ᱟ ᱝ   ᱦ ᱩ ᱭ   ᱫ ᱟ ᱲ ᱮ ᱭ ᱟ ᱜ ᱼ ᱟ   ᱾",180,40
"ᱜᱟᱱᱟᱝ ᱖ᱹ᱔ᱹ᱖ ᱨᱮᱭᱟᱜ ᱯᱷᱤᱫᱞᱤᱨᱮ, ᱜᱟᱹᱠᱷᱩᱲᱟᱱ ᱟᱹᱱᱡᱤᱵᱤᱠᱟᱹᱨᱤᱭᱟᱹ ᱫᱟᱹᱠᱷᱤᱞ ᱟᱠᱫᱟᱭ ᱡᱮ ᱚᱞ ᱟᱠᱟᱱ ᱜᱟᱱᱟᱝ ᱫᱚ ᱢᱤᱫ ᱦᱟᱢᱟᱞ ᱥᱟᱹᱡᱟᱹᱭᱮ ᱞᱟᱫᱮᱭᱟ ; ᱚᱞᱟᱠᱟᱱ ᱜᱟᱱᱟᱝ ᱫᱚ ᱚᱯᱟᱨᱮᱴᱚᱨ ᱟᱜ ᱠᱤᱪᱷᱤ ᱦᱤᱲᱤᱡ ᱠᱷᱟᱹᱛᱤᱨᱛᱮ ᱠᱚᱞ ᱨᱮᱭᱟᱜ ᱴᱮᱢᱯᱟᱨᱤᱝ ᱥᱮ ᱦᱤᱲᱤᱡ ᱨᱟᱣᱩᱴᱤᱝ ᱨᱮᱭ ᱨᱤᱡᱷᱟᱹᱣ ᱞᱮᱱᱟ ᱟᱨ ᱟᱨ ᱵᱟᱝᱠᱷᱟᱱ ᱵᱟᱝ ᱺ ᱟᱨ ᱪᱮᱫᱟᱜ ᱡᱮ ᱱᱟᱦᱟᱜᱽᱨᱮ ᱞᱟᱹᱞᱤᱥ ᱟᱠᱟᱱ ᱯᱟᱹᱣᱲᱤᱠᱚ ᱢᱤᱫ ᱵᱟᱭᱢᱟᱱ ᱠᱤᱨᱤᱧᱤᱭᱟᱹ ᱠᱷᱟᱹᱛᱤᱨᱛᱮ ᱫᱟᱹᱭᱤ ᱞᱮᱱᱟᱭ ᱟᱨ ᱨᱤᱞᱟᱭᱮᱱᱥ ᱞᱟᱹᱜᱤᱫ ᱫᱚ ᱵᱟᱝ, ᱜᱟᱱᱟᱝ ᱖ᱹ᱔ᱹ᱖ᱹ ᱫᱚ ᱞᱟᱹᱭ ᱵᱟᱝ ᱜᱟᱱᱚᱜᱼᱟ ᱾","ᱜ ᱟ ᱱ ᱟ ᱝ   ᱖ ᱹ ᱔ ᱹ ᱖   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱯ ᱷ ᱤ ᱫ ᱞ ᱤ ᱨ ᱮ ,   ᱜ ᱟ ᱹ ᱠ ᱷ ᱩ ᱲ ᱟ ᱱ   ᱟ ᱹ ᱱ ᱡ ᱤ ᱵ ᱤ ᱠ ᱟ ᱹ ᱨ ᱤ ᱭ ᱟ ᱹ   ᱫ ᱟ ᱹ ᱠ ᱷ ᱤ ᱞ   ᱟ ᱠ ᱫ ᱟ ᱭ   ᱡ ᱮ   ᱚ ᱞ   ᱟ ᱠ ᱟ ᱱ   ᱜ ᱟ ᱱ ᱟ ᱝ   ᱫ ᱚ   ᱢ ᱤ ᱫ   ᱦ ᱟ ᱢ ᱟ ᱞ   ᱥ ᱟ ᱹ ᱡ ᱟ ᱹ ᱭ ᱮ   ᱞ ᱟ ᱫ ᱮ ᱭ ᱟ   ;   ᱚ ᱞ ᱟ ᱠ ᱟ ᱱ   ᱜ ᱟ ᱱ ᱟ ᱝ   ᱫ ᱚ   ᱚ ᱯ ᱟ ᱨ ᱮ ᱴ ᱚ ᱨ   ᱟ ᱜ   ᱠ ᱤ ᱪ ᱷ ᱤ   ᱦ ᱤ ᱲ ᱤ ᱡ   ᱠ ᱷ ᱟ ᱹ ᱛ ᱤ ᱨ ᱛ ᱮ   ᱠ ᱚ ᱞ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱴ ᱮ ᱢ ᱯ ᱟ ᱨ ᱤ ᱝ   ᱥ ᱮ   ᱦ ᱤ ᱲ ᱤ ᱡ   ᱨ ᱟ ᱣ ᱩ ᱴ ᱤ ᱝ   ᱨ ᱮ ᱭ   ᱨ ᱤ ᱡ ᱷ ᱟ ᱹ ᱣ   ᱞ ᱮ ᱱ ᱟ   ᱟ ᱨ   ᱟ ᱨ   ᱵ ᱟ ᱝ ᱠ ᱷ ᱟ ᱱ   ᱵ ᱟ ᱝ   ᱺ   ᱟ ᱨ   ᱪ ᱮ ᱫ ᱟ ᱜ   ᱡ ᱮ   ᱱ ᱟ ᱦ ᱟ ᱜ ᱽ ᱨ ᱮ   ᱞ ᱟ ᱹ ᱞ ᱤ ᱥ   ᱟ ᱠ ᱟ ᱱ   ᱯ ᱟ ᱹ ᱣ ᱲ ᱤ ᱠ ᱚ   ᱢ ᱤ ᱫ   ᱵ ᱟ ᱭ ᱢ ᱟ ᱱ   ᱠ ᱤ ᱨ ᱤ ᱧ ᱤ ᱭ ᱟ ᱹ   ᱠ ᱷ ᱟ ᱹ ᱛ ᱤ ᱨ ᱛ ᱮ   ᱫ ᱟ ᱹ ᱭ ᱤ   ᱞ ᱮ ᱱ ᱟ ᱭ   ᱟ ᱨ   ᱨ ᱤ ᱞ ᱟ ᱭ ᱮ ᱱ ᱥ   ᱞ ᱟ ᱹ ᱜ ᱤ ᱫ   ᱫ ᱚ   ᱵ ᱟ ᱝ ,   ᱜ ᱟ ᱱ ᱟ ᱝ   ᱖ ᱹ ᱔ ᱹ ᱖ ᱹ   ᱫ ᱚ   ᱞ ᱟ ᱹ ᱭ   ᱵ ᱟ ᱝ   ᱜ ᱟ ᱱ ᱚ ᱜ ᱼ ᱟ   ᱾",321,65
ᱠᱤᱪᱷᱤ ᱨᱮᱱᱥᱚᱢᱳᱭᱮᱨ ᱥᱯᱮᱢ ᱢᱮᱞ ᱫᱚ ᱤᱢᱮᱞ ᱢᱮᱥᱟ ᱠᱟᱛᱮᱜ ᱠᱳᱞ ᱦᱩᱭᱩᱜᱼᱟ ᱾,ᱠ ᱤ ᱪ ᱷ ᱤ   ᱨ ᱮ ᱱ ᱥ ᱚ ᱢ ᱳ ᱭ ᱮ ᱨ   ᱥ ᱯ ᱮ ᱢ   ᱢ ᱮ ᱞ   ᱫ ᱚ   ᱤ ᱢ ᱮ ᱞ   ᱢ ᱮ ᱥ ᱟ   ᱠ ᱟ ᱛ ᱮ ᱜ   ᱠ ᱳ ᱞ   ᱦ ᱩ ᱭ ᱩ ᱜ ᱼ ᱟ   ᱾,48,11
ᱱᱚᱶᱟ ᱠᱷᱟᱹᱛᱤᱨᱛᱮ ᱪᱩᱠᱛᱤ ᱟᱹᱱ ᱫᱚ ᱢᱤᱫ ᱪᱩᱠᱛᱤᱭᱟᱱ ᱯᱟᱦᱟᱴᱟ (ᱵᱤᱮᱥᱮᱱᱮᱞ) ᱮᱴᱟᱜ ᱪᱩᱠᱛᱤᱭᱟᱱᱟᱜ ᱯᱟᱦᱟᱴᱟ ᱨᱮᱭᱟᱜ (ᱨᱤᱞᱟᱭᱮᱱᱥ) ᱴᱷᱮᱱ ᱠᱷᱚᱱ ᱧᱟᱢ ᱟᱠᱟᱫ ᱮᱴᱟᱜ ᱡᱟᱦᱟᱱ ᱠᱟᱹᱣᱰᱤ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟ ᱵᱟᱭ ᱪᱤᱱᱛᱟᱹᱭᱟ ᱾,ᱱ ᱚ ᱶ ᱟ   ᱠ ᱷ ᱟ ᱹ ᱛ ᱤ ᱨ ᱛ ᱮ   ᱪ ᱩ ᱠ ᱛ ᱤ   ᱟ ᱹ ᱱ   ᱫ ᱚ   ᱢ ᱤ ᱫ   ᱪ ᱩ ᱠ ᱛ ᱤ ᱭ ᱟ ᱱ   ᱯ ᱟ ᱦ ᱟ ᱴ ᱟ   ( ᱵ ᱤ ᱮ ᱥ ᱮ ᱱ ᱮ ᱞ )   ᱮ ᱴ ᱟ ᱜ   ᱪ ᱩ ᱠ ᱛ ᱤ ᱭ ᱟ ᱱ ᱟ ᱜ   ᱯ ᱟ ᱦ ᱟ ᱴ ᱟ   ᱨ ᱮ ᱭ ᱟ ᱜ   ( ᱨ ᱤ ᱞ ᱟ ᱭ ᱮ ᱱ ᱥ )   ᱴ ᱷ ᱮ ᱱ   ᱠ ᱷ ᱚ ᱱ   ᱧ ᱟ ᱢ   ᱟ ᱠ ᱟ ᱫ   ᱮ ᱴ ᱟ ᱜ   ᱡ ᱟ ᱦ ᱟ ᱱ   ᱠ ᱟ ᱹ ᱣ ᱰ ᱤ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱠ ᱟ ᱛ ᱷ ᱟ   ᱵ ᱟ ᱭ   ᱪ ᱤ ᱱ ᱛ ᱟ ᱹ ᱭ ᱟ   ᱾,137,26
ᱟᱨᱫᱟᱥᱟᱹᱱᱤᱡᱼᱟᱜ ᱢᱚᱛᱞᱚᱵ ᱫᱚ ᱩᱱᱤ ᱢᱩᱢᱵᱟᱭ ᱯᱩᱞᱤᱥ ᱩᱝᱠᱩᱣᱟᱜ ᱥᱮᱱᱫᱨᱟ ᱠᱟᱹᱢᱤᱨᱮ ᱯᱩᱨᱟᱹᱜᱮᱭ ᱜᱚᱲᱚᱣᱟᱠᱟᱫ ᱠᱩᱣᱟ ᱢᱮᱱᱠᱷᱟᱱ ᱫᱤᱜᱫᱷᱟᱹ ᱵᱟᱝ ᱛᱟᱦᱮᱸᱠᱚᱜᱼᱟ ᱡᱩᱫᱤ ᱛᱚᱞᱟᱥ ᱫᱚ ᱥᱤᱵᱤᱟᱭ ᱦᱚᱛᱮᱛᱮ ᱦᱩᱭ ᱠᱚᱜᱼᱟ ᱾,ᱟ ᱨ ᱫ ᱟ ᱥ ᱟ ᱹ ᱱ ᱤ ᱡ ᱼ ᱟ ᱜ   ᱢ ᱚ ᱛ ᱞ ᱚ ᱵ   ᱫ ᱚ   ᱩ ᱱ ᱤ   ᱢ ᱩ ᱢ ᱵ ᱟ ᱭ   ᱯ ᱩ ᱞ ᱤ ᱥ   ᱩ ᱝ ᱠ ᱩ ᱣ ᱟ ᱜ   ᱥ ᱮ ᱱ ᱫ ᱨ ᱟ   ᱠ ᱟ ᱹ ᱢ ᱤ ᱨ ᱮ   ᱯ ᱩ ᱨ ᱟ ᱹ ᱜ ᱮ ᱭ   ᱜ ᱚ ᱲ ᱚ ᱣ ᱟ ᱠ ᱟ ᱫ   ᱠ ᱩ ᱣ ᱟ   ᱢ ᱮ ᱱ ᱠ ᱷ ᱟ ᱱ   ᱫ ᱤ ᱜ ᱫ ᱷ ᱟ ᱹ   ᱵ ᱟ ᱝ   ᱛ ᱟ ᱦ ᱮ ᱸ ᱠ ᱚ ᱜ ᱼ ᱟ   ᱡ ᱩ ᱫ ᱤ   ᱛ ᱚ ᱞ ᱟ ᱥ   ᱫ ᱚ   ᱥ ᱤ ᱵ ᱤ ᱟ ᱭ   ᱦ ᱚ ᱛ ᱮ ᱛ ᱮ   ᱦ ᱩ ᱭ   ᱠ ᱚ ᱜ ᱼ ᱟ   ᱾,135,24
ᱡᱤᱮᱱᱤᱭᱩ ᱡᱮᱱᱟᱨᱮᱞ ᱯᱟᱵᱞᱤᱠ ᱞᱟᱭᱥᱮᱱᱥ (ᱜᱤᱯᱤᱮᱞ) ᱟᱨ ᱠᱨᱤᱭᱮᱴᱤᱵᱷ ᱠᱚᱢᱚᱱᱥ (ᱥᱤᱥᱤ᱐ ᱫᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱯᱟᱵᱞᱤᱠ ᱞᱟᱭᱥᱮᱱᱥ ᱨᱮᱭᱟᱜ ᱵᱟᱨᱭᱟ ᱦᱚᱲ ᱠᱩᱥᱤᱭᱟᱜ ᱛᱷᱚᱱᱚᱛ ᱾,ᱡ ᱤ ᱮ ᱱ ᱤ ᱭ ᱩ   ᱡ ᱮ ᱱ ᱟ ᱨ ᱮ ᱞ   ᱯ ᱟ ᱵ ᱞ ᱤ ᱠ   ᱞ ᱟ ᱭ ᱥ ᱮ ᱱ ᱥ   ( ᱜ ᱤ ᱯ ᱤ ᱮ ᱞ )   ᱟ ᱨ   ᱠ ᱨ ᱤ ᱭ ᱮ ᱴ ᱤ ᱵ ᱷ   ᱠ ᱚ ᱢ ᱚ ᱱ ᱥ   ( ᱥ ᱤ ᱥ ᱤ ᱐   ᱫ ᱚ   ᱦ ᱩ ᱭ ᱩ ᱜ   ᱠ ᱟ ᱱ ᱟ   ᱯ ᱟ ᱵ ᱞ ᱤ ᱠ   ᱞ ᱟ ᱭ ᱥ ᱮ ᱱ ᱥ   ᱨ ᱮ ᱭ ᱟ ᱜ   ᱵ ᱟ ᱨ ᱭ ᱟ   ᱦ ᱚ ᱲ   ᱠ ᱩ ᱥ ᱤ ᱭ ᱟ ᱜ   ᱛ ᱷ ᱚ ᱱ ᱚ ᱛ   ᱾,109,20
