original,tokenized,token_count,word_count
तर मङ्गल पाण्डेको साहसी कार्य उच्च अनि उदात्त सिद्धान्तबाट गरिएको थियो,त र   म ङ्ग ल   पा ण्डे को   सा ह सी   का र्य   उ च्च   अ नि   उ दा त्त   सि द्धा न्त बा ट   ग रि ए को   थि यो,31,11
"जब प्याजहरू अर्धपारदर्शक हुन्छन्, मसाला मोलिएको बेसारको धुलो सहितको खसीको मासु हाल्नुहोस् अनि लगभग ५-६ मिनटसम्म सबै मसालाहरू खसीको मासुमा अवशोषित नभएसम्म केही समयका लागि चलाउनुहोस्","ज ब   प्या ज ह रू   अ र्ध पा र द र्श क   हु न्छ न् ,   म सा ला   मो लि ए को   बे सा र को   धु लो   स हि त को   ख सी को   मा सु   हा ल्नु हो स्   अ नि   ल ग भ ग   ५ - ६   मि न ट स म्म   स बै   म सा ला ह रू   ख सी को   मा सु मा   अ व शो षि त   न भ ए स म्म   के ही   स म य का   ला गि   च ला उ नु हो स्",94,26
"हितोपदेश चरा, पशु अनि मान्छेहरूको चरित्रद्वारा प्रस्तुत गरिएको एउटा सांसारिक ज्ञानको पुस्तक हो","हि तो प दे श   च रा ,   प शु   अ नि   मा न्छे ह रू को   च रि त्र द्वा रा   प्र स्तु त   ग रि ए को   ए उ टा   सां सा रि क   ज्ञा न को   पु स्त क   हो",43,13
पुस्तकको उद्देश्य संस्कृत अभिव्यक्तिमा निपुणता र बुद्धिमानी आनीबानीको ज्ञानलाई प्रोत्साहित गर्नु देखिन्छ,पु स्त क को   उ द्दे श्य   सं स्कृ त   अ भि व्य क्ति मा   नि पु ण ता   र   बु द्धि मा नी   आ नी बा नी को   ज्ञा न ला ई   प्रो त्सा हि त   ग र्नु   दे खि न्छ,42,12
सन् १९९४ अनि १९९५ मा हावडा सहरेर इत्तिवृत्तो शिर्षक राखिएको आफ्नो गृहनगर हावडाको पूर्ण इतिहास सङ्कलन गर्नमा प्राध्यापक असितकुमार बोन्ध्योपाध्यायले अग्रणी भूमिका खेले,स न्   १ ९ ९ ४   अ नि   १ ९ ९ ५   मा   हा व डा   स ह रे र   इ त्ति वृ त्तो   शि र्ष क   रा खि ए को   आ फ्नो   गृ ह न ग र   हा व डा को   पू र्ण   इ ति हा स   स ङ्क ल न   ग र्न मा   प्रा ध्या प क   अ सि त कु मा र   बो न्ध्यो पा ध्या य ले   अ ग्र णी   भू मि का   खे ले,79,23
चैत्य हलको अगाडिको भागमा काठको बार्दली सहितको सामुन्ने खुल्ला रहेको अर्ध-गोलाकार चैत्य गुम्बजको नमुनाले प्रभुत्व जमाएको छ अनि केही मामिलाहरूमा प्रभुत्व जमाउने किसिमको चैत्य वृत्तखण्डको खिड्की छैन,चै त्य   ह ल को   अ गा डि को   भा ग मा   का ठ को   बा र्द ली   स हि त को   सा मु न्ने   खु ल्ला   र हे को   अ र्ध - गो ला का र   चै त्य   गु म्ब ज को   न मु ना ले   प्र भु त्व   ज मा ए को   छ   अ नि   के ही   मा मि ला ह रू मा   प्र भु त्व   ज मा उ ने   कि सि म को   चै त्य   वृ त्त ख ण्ड को   खि ड्की   छै न,87,27
'महाराज' अनि 'खानसामा'( जसरी पोख्त भान्सेहरूलाई पारिम्परिक रूपमा भनिने गरिन्छ)- हरूका पिँढीहरूले शताब्दीहरूमा ती व्यञ्जनहरूमा सिद्धता हासिल गरेका छन् अनि अनिश्रुतिमार्फत यसलाई हजारौँ वर्षसम्म हस्तान्तरण गरेका छन्,' म हा रा ज '   अ नि   ' खा न सा मा ' (   ज स री   पो ख्त   भा न्से ह रू ला ई   पा रि म्प रि क   रू प मा   भ नि ने   ग रि न्छ ) -   ह रू का   पिँ ढी ह रू ले   श ता ब्दी ह रू मा   ती   व्य ञ्ज न ह रू मा   सि द्ध ता   हा सि ल   ग रे का   छ न्   अ नि   अ नि श्रु ति मा र्फ त   य स ला ई   ह जा रौँ   व र्ष स म्म   ह स्ता न्त र ण   ग रे का   छ न्,104,27
यसको तयारी पारम्परिक रूपमा दरबारी वाजाहरू अर्थात भान्सेहरूको सहयोगमा एकजना वास्ता वाजा अर्थात प्रमुख भान्सेद्वारा गरिन्छ,य स को   त या री   पा र म्प रि क   रू प मा   द र बा री   वा जा ह रू   अ र्था त   भा न्से ह रू को   स ह यो ग मा   ए क ज ना   वा स्ता   वा जा   अ र्था त   प्र मु ख   भा न्से द्वा रा   ग रि न्छ,56,16
पाव भाजी: यो महाराष्ट्रको एउटा फास्ट फुड भोजन हो जसमा प्रायजसो नौनीमा बनाइएको बाक्लो सब्जी तरकारी(भाजी) समावेश हुन्छ अनि नरम ब्रेड रोल(पाव)सँग पस्किने गरिन्छ,पा व   भा जी :   यो   म हा रा ष्ट्र को   ए उ टा   फा स्ट   फु ड   भो ज न   हो   ज स मा   प्रा य ज सो   नौ नी मा   ब ना इ ए को   बा क्लो   स ब्जी   त र का री ( भा जी )   स मा वे श   हु न्छ   अ नि   न र म   ब्रे ड   रो ल ( पा व ) सँ ग   प स्कि ने   ग रि न्छ,76,24
"आल डेड अनि हब्बा खातुनका काश्मीरी रचनाहरूलाई उनीहरूको रहस्यपूर्ण रस अनि वेदनाका उत्कट अभिव्यक्तिका लागि जानिन्छ, राजस्थानीमा मिराबाईका रचनाहरूलाई अद्वितीय अनुरागमय गुणका लागि जानिन्छ, तमिलमा अन्डालको रहस्यवाद अनि कनडामा अक्का महादेवीका वाचनहरू त्यस समयको साहित्यमा नारीहरूको महान योगदानका साक्षीहरू हुन्","आ ल   डे ड   अ नि   ह ब्बा   खा तु न का   का श्मी री   र च ना ह रू ला ई   उ नी ह रू को   र ह स्य पू र्ण   र स   अ नि   वे द ना का   उ त्क ट   अ भि व्य क्ति का   ला गि   जा नि न्छ ,   रा ज स्था नी मा   मि रा बा ई का   र च ना ह रू ला ई   अ द्वि ती य   अ नु रा ग म य   गु ण का   ला गि   जा नि न्छ ,   त मि ल मा   अ न्डा ल को   र ह स्य वा द   अ नि   क न डा मा   अ क्का   म हा दे वी का   वा च न ह रू   त्य स   स म य को   सा हि त्य मा   ना री ह रू को   म हा न   यो ग दा न का   सा क्षी ह रू   हु न्",150,40
बौद्ध भित्तिचित्र भएका बाघ गुफाहरू मध्य प्रदेशको धार जिल्लाबाट ९७ की,बौ द्ध   भि त्ति चि त्र   भ ए का   बा घ   गु फा ह रू   म ध्य   प्र दे श को   धा र   जि ल्ला बा ट   ९ ७   की,30,11
मी,मी,1,1
मा अवस्थित छन्,मा   अ व स्थि त   छ न्,7,3
संस्कृत साहित्यमा मूल शब्दको साधारण अर्थ बोट अथवा रुखको जरा हो तर लाक्षणिक रूपमा खुट्टा अथवा सबभन्दा मुन्निलो भाग अथवा कुनै पनि कुराको फेद हो,सं स्कृ त   सा हि त्य मा   मू ल   श ब्द को   सा धा र ण   अ र्थ   बो ट   अ थ वा   रु ख को   ज रा   हो   त र   ला क्ष णि क   रू प मा   खु ट्टा   अ थ वा   स ब भ न्दा   मु न्नि लो   भा ग   अ थ वा   कु नै   प नि   कु रा को   फे द   हो,65,25
सिन्धु घाटी सभ्यतालाई विविध क्षेत्रहरूमा यसको प्राविधिक ज्ञानका लागि चिनिन्छ,सि न्धु   घा टी   स भ्य ता ला ई   वि वि ध   क्षे त्र ह रू मा   य स को   प्रा वि धि क   ज्ञा न का   ला गि   चि नि न्छ,32,10
सबै कौरवहरू मर्छन्; केवल पाँच पाण्डव भाइहरू अनि कृष्ण बाँच्छन्,स बै   कौ र व ह रू   म र्छ न् ;   के व ल   पाँ च   पा ण्ड व   भा इ ह रू   अ नि   कृ ष्ण   बाँ च्छ न्,30,10
युद्ध अठार दिनसम्म उग्र रूपमा चल्छ अनि कौरवहरूको पराजयसँगै अन्त्य हुन्छ,यु द्ध   अ ठा र   दि न स म्म   उ ग्र   रू प मा   च ल्छ   अ नि   कौ र व ह रू को   प रा ज य सँ गै   अ न्त्य   हु न्छ,34,11
"महाभारतको केन्द्रीय कथा सामान्य रूपमा भारत भनेर जानिने वंशको पुर्ख्यौली थलो, आधुनिक दिल्लीको ठिक उत्तरमा रहेको एउटा राज्य हस्तिनापुरको सिंहासनको उत्तराधिकारका निम्ति भएको द्वन्द हो","म हा भा र त को   के न्द्री य   क था   सा मा न्य   रू प मा   भा र त   भ ने र   जा नि ने   वं श को   पु र्ख्यौ ली   थ लो ,   आ धु नि क   दि ल्ली को   ठि क   उ त्त र मा   र हे को   ए उ टा   रा ज्य   ह स्ति ना पु र को   सिं हा स न को   उ त्त रा धि का र का   नि म्ति   भ ए को   द्व न्द   हो",82,25
कर्नाटकमा शाकाहारीहरू भन्दा मांसाहारीहरूको सङ्ख्या ज्यादा छ; त्यसकारण उनीहरूको भोजनमा मुख्य रूपमा शाकाहारी व्यञ्जनहरू सामेल छन्,क र्ना ट क मा   शा का हा री ह रू   भ न्दा   मां सा हा री ह रू को   स ङ्ख्या   ज्या दा   छ ;   त्य स का र ण   उ नी ह रू को   भो ज न मा   मु ख्य   रू प मा   शा का हा री   व्य ञ्ज न ह रू   सा मे ल   छ न्,59,16
उनलाई सञ्जयद्वारा उत्तर दिइन्छ जसले युद्धभूमिका के भइरहेछ भन्ने बताउँछन्,उ न ला ई   स ञ्ज य द्वा रा   उ त्त र   दि इ न्छ   ज स ले   यु द्ध भू मि का   के   भ इ र हे छ   भ न्ने   ब ता उ ँ छ न्,37,10
तमिलमा पाइने दुईवटा महाकाव्यहरू सिलापथिकरम् अनि मनिमेकलाई हुन्,त मि ल मा   पा इ ने   दु ई व टा   म हा का व्य ह रू   सि ला प थि क र म्   अ नि   म नि मे क ला ई   हु न्,34,8
खोर्सानीको धुलोको प्रयोग यस क्षेत्रमा सतर्कतापूर्वक गरिन्छ,खो र्सा नी को   धु लो को   प्र यो ग   य स   क्षे त्र मा   स त र्क ता पू र्व क   ग रि न्छ,25,7
योगा शब्द संस्कृत मूलको युजबाट लिइएको हो जसको अर्थ जोड्नु अथवा सम्मिलित गर्नु अथवा एक गर्नु हुन्छ,यो गा   श ब्द   सं स्कृ त   मू ल को   यु ज बा ट   लि इ ए को   हो   ज स को   अ र्थ   जो ड्नु   अ थ वा   स म्मि लि त   ग र्नु   अ थ वा   ए क   ग र्नु   हु न्छ,44,17
आजको ओडिसी ओडिसाका मन्दिरका भित्ताहरूमा विभिन्न आकृतिमा कुँदिएका असङ्ख्य मूर्तिहरूबाट विकसित भएको हो,आ ज को   ओ डि सी   ओ डि सा का   म न्दि र का   भि त्ता ह रू मा   वि भि न्न   आ कृ ति मा   कुँ दि ए का   अ स ङ्ख्य   मू र्ति ह रू बा ट   वि क सि त   भ ए को   हो,47,13
"वसिष्ठ अब राजातिर फर्किए अनि बिस्तारै बोले: "" राजा, एकचोटि प्रतिज्ञा गरिसकेपछि यसलाई अस्वीकार गर्नाले अनिष्ठ हुन्छ","व सि ष्ठ   अ ब   रा जा ति र   फ र्कि ए   अ नि   बि स्ता रै   बो ले :   ""   रा जा ,   ए क चो टि   प्र ति ज्ञा   ग रि स के प छि   य स ला ई   अ स्वी का र   ग र्ना ले   अ नि ष्ठ   हु न्छ",53,17
"""","""",1,1
जब कृष्णलाई अर्जुनको विषादको आयतनका बारेमा आभास हुन्छ तब मात्र उनी आफ्नो प्रवृत्ति परिवर्तन गर्छन् अनि यस संसारमा धार्मिक कार्यका रहस्यहरू सिकाउन सुरु गर्छन्,ज ब   कृ ष्ण ला ई   अ र्जु न को   वि षा द को   आ य त न का   बा रे मा   आ भा स   हु न्छ   त ब   मा त्र   उ नी   आ फ्नो   प्र वृ त्ति   प रि व र्त न   ग र्छ न्   अ नि   य स   सं सा र मा   धा र्मि क   का र्य का   र ह स्य ह रू   सि का उ न   सु रु   ग र्छ न्,74,24
"बिचमा जब तपाईँ चामलको पिठो भाँडामा हाल्नुहुन्छ, तपाईँले कम्ति मात्रामा कोरेर मसिनो बनाइएको नारिवल पनि हाल्न सक्नुहुन्छ","बि च मा   ज ब   त पा ई ँ   चा म ल को   पि ठो   भाँ डा मा   हा ल्नु हु न्छ ,   त पा ई ँ ले   क म्ति   मा त्रा मा   को रे र   म सि नो   ब ना इ ए को   ना रि व ल   प नि   हा ल्न   स क्नु हु न्छ",56,17
तपाईँले डोलो भाँडामा एक चम्चाभरि कोरेको नरिवल र त्यसपछि राम्ररी मिसिएको चामलको पिठो राखेर थाल्न सक्नुहुन्छ,त पा ई ँ ले   डो लो   भाँ डा मा   ए क   च म्चा भ रि   को रे को   न रि व ल   र   त्य स प छि   रा म्र री   मि सि ए को   चा म ल को   पि ठो   रा खे र   था ल्न   स क्नु हु न्छ,50,16
महाराजा रञ्‍जित सिंहको बन्दोबस्तमा नान्देडमा लगभग १८३५ इस्वीमा जटिल नक्कासीसितको भव्य स्वर्ण गुम्बज जस्तो विशेषता रहेको एक सुन्दर अनि विस्मयकारी गुरुद्वाराको निर्माणलाई देख्यो,म हा रा जा   र ञ् जि त   सिं ह को   ब न्दो ब स्त मा   ना न्दे ड मा   ल ग भ ग   १ ८ ३ ५   इ स्वी मा   ज टि ल   न क्का सी सि त को   भ व्य   स्व र्ण   गु म्ब ज   ज स्तो   वि शे ष ता   र हे को   ए क   सु न्द र   अ नि   वि स्म य का री   गु रु द्वा रा को   नि र्मा ण ला ई   दे ख्यो,80,23
सामवेद प्रस्तावित छन्द अथवा लयबद्ध ताल राखिएको स्वरहरूमा व्यवस्थित यी चयनित ऋचाहरूको सङ्ग्रह हो,सा म वे द   प्र स्ता वि त   छ न्द   अ थ वा   ल य ब द्ध   ता ल   रा खि ए को   स्व र ह रू मा   व्य व स्थि त   यी   च य नि त   ऋ चा ह रू को   स ङ्ग्र ह   हो,46,14
"कोसालाको राजधानीबारे वाल्मिकीको विवरण अनुसार, यो स्पष्ट हुन्छ कि प्राचिन अयोध्या हाम्रो आधुनिक सहर भन्दा हीन थिएन","को सा ला को   रा ज धा नी बा रे   वा ल्मि की को   वि व र ण   अ नु सा र ,   यो   स्प ष्ट   हु न्छ   कि   प्रा चि न   अ यो ध्या   हा म्रो   आ धु नि क   स ह र   भ न्दा   ही न   थि ए न",51,17
"एकचोटी 'म गर्नेछु' भनिसकेपछि, तिमीसित कुनै विकल्प रहँदैन तर यसलाई गर्नु नै पर्छ","ए क चो टी   ' म   ग र्ने छु '   भ नि स के प छि ,   ति मी सि त   कु नै   वि क ल्प   र हँ दै न   त र   य स ला ई   ग र्नु   नै   प र्छ",41,13
हालका दिनहरूमा रुपियाँको विनियमय दर अनि हाम्रो विदेशी मुद्रा आरक्षहरूको परिपूर्णतामाथि पृथक विचारहरू देखा परेका छन्,हा ल का   दि न ह रू मा   रु पि याँ को   वि नि य म य   द र   अ नि   हा म्रो   वि दे शी   मु द्रा   आ र क्ष ह रू को   प रि पू र्ण ता मा थि   पृ थ क   वि चा र ह रू   दे खा   प रे का   छ न्,56,16
"ब्याङकले क्रेडिट सूचना कम्पनीहरूलाई क्रेडिट कार्ड खातालाई विगत देय भनी रिपोर्ट गर्नुपर्छ अथवा दण्ड शुल्क अर्थात् विलम्बित शुल्क आदि लिनुपर्छ, यदि यस्तोमध्ये कुनै हो भने तब मात्र एउटा क्रेडिट कार्ड खाता तिन दिनभन्दा अधिकका लागि विगत देयमा रहन्छ","ब्या ङ क ले   क्रे डि ट   सू च ना   क म्प नी ह रू ला ई   क्रे डि ट   का र्ड   खा ता ला ई   वि ग त   दे य   भ नी   रि पो र्ट   ग र्नु प र्छ   अ थ वा   द ण्ड   शु ल्क   अ र्था त्   वि ल म्बि त   शु ल्क   आ दि   लि नु प र्छ ,   य दि   य स्तो म ध्ये   कु नै   हो   भ ने   त ब   मा त्र   ए उ टा   क्रे डि ट   का र्ड   खा ता   ति न   दि न भ न्दा   अ धि क का   ला गि   वि ग त   दे य मा   र ह न्छ",109,38
आफ्नो वित्तीय स्थिति सुधार्न देशहरूले अन्तर्मुखी प्रत्यक्ष लगानीलाई प्रोत्साहन दिन सक्छन्,आ फ्नो   वि त्ती य   स्थि ति   सु धा र्न   दे श ह रू ले   अ न्त र्मु खी   प्र त्य क्ष   ल गा नी ला ई   प्रो त्सा ह न   दि न   स क्छ न्,36,11
"तर पनि, यदि ब्याङ्कले आवेदन प्राप्त गरेको मितिबाट ९० दिनभित्र ब्याङ्कद्वारा अनुमोदित प्याकेज कार्यान्वयन गरिन्छ भने, प्याकेजको त्वरित कार्यान्वयनको प्रोत्साहनका रूपमा, सम्पत्ति वर्गीकरण स्थितिलाई त्यस स्थितिमा पुनर्स्थापित गर्न सकिन्छ जुन ब्याङ्कद्वारा पुनर्गठन आवेदन प्राप्त गर्दा अस्तित्वमा थियो","त र   प नि ,   य दि   ब्या ङ्क ले   आ वे द न   प्रा प्त   ग रे को   मि ति बा ट   ९ ०   दि न भि त्र   ब्या ङ्क द्वा रा   अ नु मो दि त   प्या के ज   का र्या न्व य न   ग रि न्छ   भ ने ,   प्या के ज को   त्व रि त   का र्या न्व य न को   प्रो त्सा ह न का   रू प मा ,   स म्प त्ति   व र्गी क र ण   स्थि ति ला ई   त्य स   स्थि ति मा   पु न र्स्था पि त   ग र्न   स कि न्छ   जु न   ब्या ङ्क द्वा रा   पु न र्ग ठ न   आ वे द न   प्रा प्त   ग र्दा   अ स्ति त्व मा   थि यो",126,37
"के निजी पुँजी सञ्जयको गतिशिलताले अनिवार्य रूपमा थोरै मानिसहरूको हातमा धन एकत्रित गराउनतिर लिएर जान्छ अथवा के वृद्धी, प्रतिद्वन्दिता अथवा प्राद्यौगिक उन्नतिका सन्तुलक बलहरूले असमानतालाई घटाउँछन्","के   नि जी   पुँ जी   स ञ्ज य को   ग ति शि ल ता ले   अ नि वा र्य   रू प मा   थो रै   मा नि स ह रू को   हा त मा   ध न   ए क त्रि त   ग रा उ न ति र   लि ए र   जा न्छ   अ थ वा   के   वृ द्धी ,   प्र ति द्व न्दि ता   अ थ वा   प्रा द्यौ गि क   उ न्न ति का   स न्तु ल क   ब ल ह रू ले   अ स मा न ता ला ई   घ टा उ ँ छ न्",95,26
यसले अत्यधिक अस्थिरतालाई नियन्त्रण गर्न र अपेक्षाहरूलाई रोक्नाका लागि बजारमा हस्तक्षेप गर्छ,य स ले   अ त्य धि क   अ स्थि र ता ला ई   नि य न्त्र ण   ग र्न   र   अ पे क्षा ह रू ला ई   रो क्ना का   ला गि   ब जा र मा   ह स्त क्षे प   ग र्छ,42,12
Q2 का लागि उच्च-आवृत्ति डेटाले आर्थिक गतिविधि सबल छ भन्ने देखाउँछ,Q 2   का   ला गि   उ च्च - आ वृ त्ति   डे टा ले   आ र्थि क   ग ति वि धि   स ब ल   छ   भ न्ने   दे खा उ ँ छ,32,11
समष्टि अर्थशास्त्रमा विषय सामान्य रूपमा एउटा राष्ट्र अनि कसरी सम्पूर्ण बजारहरू अर्थशास्त्रीहरूले एकत्रित चलहरू भन्ने ठुला घटनाहरू निर्माण गर्नाका निम्ति अन्तरक्रिया गर्छन् भन्ने हो,स म ष्टि   अ र्थ शा स्त्र मा   वि ष य   सा मा न्य   रू प मा   ए उ टा   रा ष्ट्र   अ नि   क स री   स म्पू र्ण   ब जा र ह रू   अ र्थ शा स्त्री ह रू ले   ए क त्रि त   च ल ह रू   भ न्ने   ठु ला   घ ट ना ह रू   नि र्मा ण   ग र्ना का   नि म्ति   अ न्त र क्रि या   ग र्छ न्   भ न्ने   हो,78,24
चल निधिले अल्प अवधि सूचनामा आफ्ना आर्थिक सम्पत्तिहरूलाई पूर्ण बजार मूल्य नजिकको दाममा बेच्न सकिने सीमालाई बुझाउँछ,च ल   नि धि ले   अ ल्प   अ व धि   सू च ना मा   आ फ्ना   आ र्थि क   स म्प त्ति ह रू ला ई   पू र्ण   ब जा र   मू ल्य   न जि क को   दा म मा   बे च्न   स कि ने   सी मा ला ई   बु झा उ ँ छ,54,17
"विस्तृत रूपमा, आय अभिज्ञान वस्तुगत हुनुपर्छ अनि कुनै विषयगत चिन्तनहरूमा नभएर पुनःप्राप्तीको अभिलेखमा आधारित हुनपर्छ","वि स्तृ त   रू प मा ,   आ य   अ भि ज्ञा न   व स्तु ग त   हु नु प र्छ   अ नि   कु नै   वि ष य ग त   चि न्त न ह रू मा   न भ ए र   पु नः प्रा प्ती को   अ भि ले ख मा   आ धा रि त   हु न प र्छ",58,15
"त्यसकारण, ब्याजको त्यस्ता परिमाणहरू अतिदेय हुँदैन अनि यही कारणले ब्याजको विकलनको दिनाङ्कको सन्दर्भमा एनपिए बन्छ","त्य स का र ण ,   ब्या ज को   त्य स्ता   प रि मा ण ह रू   अ ति दे य   हुँ दै न   अ नि   य ही   का र ण ले   ब्या ज को   वि क ल न को   दि ना ङ्क को   स न्द र्भ मा   ए न पि ए   ब न्छ",54,15
हाल चलिरहेको भारतको द्रुत भुक्तानी प्रणाली - युपिआईलाई- अन्य अधिकार-क्षेत्रहरूका समान प्रणालीहरूसँग जोड्ने पहलसहित भारतको भुक्तानी प्रणालीलाई अन्य अधिकार-क्षेत्रहरूसँग जोड्ने सम्भावनाले रेमिट्यान्सहरू सहित अन्तरदेशीय भुक्तानी प्रबन्धहरूको वृद्धी गर्ने छ,हा ल   च लि र हे को   भा र त को   द्रु त   भु क्ता नी   प्र णा ली   -   यु पि आ ई ला ई -   अ न्य   अ धि का र - क्षे त्र ह रू का   स मा न   प्र णा ली ह रू सँ ग   जो ड्ने   प ह ल स हि त   भा र त को   भु क्ता नी   प्र णा ली ला ई   अ न्य   अ धि का र - क्षे त्र ह रू सँ ग   जो ड्ने   स म्भा व ना ले   रे मि ट्या न्स ह रू   स हि त   अ न्त र दे शी य   भु क्ता नी   प्र ब न्ध ह रू को   वृ द्धी   ग र्ने   छ,118,29
तरलीकृत प्राकृतिक ग्यास(एलएनजी)ले उर्जा क्षेत्रमा ज्यादा महत्त्व लिइरहेको छ किनकि यसलाई शक्ति संयन्त्र अनि औद्योगिक(खाद) संयन्त्रहरू चलाउन प्रयोग गरिन्छ,त र ली कृ त   प्रा कृ ति क   ग्या स ( ए ल ए न जी ) ले   उ र्जा   क्षे त्र मा   ज्या दा   म ह त्त्व   लि इ र हे को   छ   कि न कि   य स ला ई   श क्ति   सं य न्त्र   अ नि   औ द्यो गि क ( खा द )   सं य न्त्र ह रू   च ला उ न   प्र यो ग   ग रि न्छ,72,19
"तथापि, जबकि बजारक्षेत्रहरूले तपाईँलाई विक्रय बढाउने अवसर दिन्छन् तर तिनीहरूले तपाईँलाई दिगो व्यापार बढाउन अनि आफ्नै व्यापारयोग्य ब्रान्ड निर्माण गर्न समर्थ बनाउँदैनन्","त था पि ,   ज ब कि   ब जा र क्षे त्र ह रू ले   त पा ई ँ ला ई   वि क्र य   ब ढा उ ने   अ व स र   दि न्छ न्   त र   ति नी ह रू ले   त पा ई ँ ला ई   दि गो   व्या पा र   ब ढा उ न   अ नि   आ फ्नै   व्या पा र यो ग्य   ब्रा न्ड   नि र्मा ण   ग र्न   स म र्थ   ब ना उ ँ दै न न्",83,22
