original,tokenized,token_count,word_count
ਮੰਗਲ ਪਾਂਡੇ ਦੀ ਦਲੇਰੀ ਓਨ੍ਹਾਂ ਦੇ ਉੱਚ ਤੇ ਸ਼੍ਰੇਸ਼ਠ ਅਸੂਲਾ ਦਾ ਨਤੀਜਾ ਸੀ I,ਮ ੰ ਗ ਲ   ਪਾਂ ਡੇ   ਦੀ   ਦ ਲੇ ਰੀ   ਓ ਨ੍ਹਾਂ   ਦੇ   ਉ ੱ ਚ   ਤੇ   ਸ ਼ ੍ ਰੇ ਸ ਼ ਠ   ਅ ਸੂ ਲਾ   ਦਾ   ਨ ਤੀ ਜਾ   ਸੀ   I,33,14
ਜਦੋਂ ਪਿਆਜ਼ ਅਧੇ ਪੱਕ ਜਾਣ ਓਦੋਂ ਓਨ੍ਹਾਂ ਵਿੱਚ ਹਲਦੀ ਵਾਲਾ ਮੱਟਨ ਪਾਓ ਅਤੇ ਓਦੋਂ ਤੱਕ ਭੁਨੋ ਜਦੋਂ ਤੱਕ ਸਾਰੇ ਮਸਾਲੇ ਮੱਟਨ ਵਿੱਚ 5-6 ਮਿੰਟਾਂ ਤੱਕ ਜਜ਼ਬ ਨਾ ਹੋ ਜਾਣ I,ਜ ਦੋਂ   ਪਿ ਆ ਜ਼   ਅ ਧੇ   ਪ ੱ ਕ   ਜਾ ਣ   ਓ ਦੋਂ   ਓ ਨ੍ਹਾਂ   ਵਿ ੱ ਚ   ਹ ਲ ਦੀ   ਵਾ ਲਾ   ਮ ੱ ਟ ਨ   ਪਾ ਓ   ਅ ਤੇ   ਓ ਦੋਂ   ਤ ੱ ਕ   ਭੁ ਨੋ   ਜ ਦੋਂ   ਤ ੱ ਕ   ਸਾ ਰੇ   ਮ ਸਾ ਲੇ   ਮ ੱ ਟ ਨ   ਵਿ ੱ ਚ   5 - 6   ਮਿ ੰ ਟਾਂ   ਤ ੱ ਕ   ਜ ਜ਼ ਬ   ਨਾ   ਹੋ   ਜਾ ਣ   I,73,30
"ਹਿਟੋਪਾਦੇਸਾ ਦੂਨੀਆਂ ਭਰ ਦੇ ਗਿਆਨ ਦੀ ਇੱਕ ਕਿਤਾਬ ਹੈ ਜੋ ਕਿ ਪਕਸ਼ੀਆਂ, ਜਾਂਵਰਾ ਅਤੇ ਇਨਸਾਨਾ ਦੇ ਕਿਰਦਾਰਾ ਦੇ ਰਾਹੀ ਵਿੱਦਿਆ ਦਿੰਦੀ ਹੈ I","ਹਿ ਟੋ ਪਾ ਦੇ ਸਾ   ਦੂ ਨੀ ਆ ਂ   ਭ ਰ   ਦੇ   ਗਿ ਆ ਨ   ਦੀ   ਇ ੱ ਕ   ਕਿ ਤਾ ਬ   ਹੈ   ਜੋ   ਕਿ   ਪ ਕ ਸ ਼ ੀ ਆ ਂ ,   ਜਾਂ ਵ ਰਾ   ਅ ਤੇ   ਇ ਨ ਸਾ ਨਾ   ਦੇ   ਕਿ ਰ ਦਾ ਰਾ   ਦੇ   ਰਾ ਹੀ   ਵਿ ੱ ਦਿ ਆ   ਦਿ ੰ ਦੀ   ਹੈ   I",59,23
ਇਸ ਕਿਤਾਬ ਦਾ ਮਕਸਦ ਸੰਸਕ੍ਰਿਤ ਵਿੱਚ ਕੁਸ਼ਲਤਾ ਵੱਧਾਉਣਾ ਅਤੇ ਸਮਝਦਾਰ ਵਿਹਾਰ ਉਕਾਸਾਉਣਾ ਜਾਪਦਾ ਹੈ I,ਇ ਸ   ਕਿ ਤਾ ਬ   ਦਾ   ਮ ਕ ਸ ਦ   ਸ ੰ ਸ ਕ੍ਰਿ ਤ   ਵਿ ੱ ਚ   ਕੁ ਸ ਼ ਲ ਤਾ   ਵ ੱ ਧਾ ਉ ਣਾ   ਅ ਤੇ   ਸ ਮ ਝ ਦਾ ਰ   ਵਿ ਹਾ ਰ   ਉ ਕਾ ਸਾ ਉ ਣਾ   ਜਾ ਪ ਦਾ   ਹੈ   I,48,15
"ਪ੍ਰੋਫ਼ੈਸਰ ਅਸਿਤਕੁਮਾਰ ਬੰਦਯੋਪਧਏ ਨੇ ਆਪਣੇ ਕਿਤਾਬ ""ਹਾਵੜਾ ਸਾਹਾਰੇਰ ਇਤਿਬਰ੍ਰਿਟੋ"" (ਪਿਹਲਾਂ ਅਤੇ ਦੂਜਾ ਭਾਗ) ਆਪਣੇ ਸ਼ਹਿਰ ਹਾਵੜਾ ਦਾ ਇਤਹਾਸ ਸਾਲ 1994 ਅਤੇ 1995 ਵਿੱਚ ਦਰਜ਼ ਕਰ ਕੇ ਇੱਕ ਮੱਹਤਵਪੂਰਨ ਭੂਮਿਕਾ ਨਿਭਾਈ ਹੈ I","ਪ੍ਰੋ ਫ਼ ੈ ਸ ਰ   ਅ ਸਿ ਤ ਕੁ ਮਾ ਰ   ਬ ੰ ਦ ਯੋ ਪ ਧ ਏ   ਨੇ   ਆ ਪ ਣੇ   ਕਿ ਤਾ ਬ   "" ਹਾ ਵ ੜ ਾ   ਸਾ ਹਾ ਰੇ ਰ   ਇ ਤਿ ਬ ਰ੍ਰਿ ਟੋ ""   ( ਪਿ ਹ ਲਾਂ   ਅ ਤੇ   ਦੂ ਜਾ   ਭਾ ਗ )   ਆ ਪ ਣੇ   ਸ਼ ਹਿ ਰ   ਹਾ ਵ ੜ ਾ   ਦਾ   ਇ ਤ ਹਾ ਸ   ਸਾ ਲ   1 9 9 4   ਅ ਤੇ   1 9 9 5   ਵਿ ੱ ਚ   ਦ ਰ ਜ਼   ਕ ਰ   ਕੇ   ਇ ੱ ਕ   ਮ ੱ ਹ ਤ ਵ ਪੂ ਰ ਨ   ਭੂ ਮਿ ਕਾ   ਨਿ ਭਾ ਈ   ਹੈ   I",106,32
ਕੇਟਿਆ ਹਾਲ ਦਾ ਮੂਰ੍ਹਲਾ ਭਾਗ ਇੱਕ ਅਰਧ ਚਕੱਰ ਦੇ ਦੀ ਚਿੱਤਰਕਾਰੀ ਨਾਲ ਭਰੀਆ ਹੋਈਆ ਹੈ ਜੋ ਲਕੜੀ ਦਾ ਬਣੀਆ ਹੋਈਆ ਹੈ ਅਤੇ ਕਈ ਸਥਿਤੀਆ ਵਿੱਚ ਇਹ ਪਰਭਾਵਸ਼ਾਲੀ ਕੇਟਿਆ ਆਰਚ ਖਿੜਕੀ ਨਹੀਂ ਹੁੰਦੀ ਹੈI,ਕੇ ਟਿ ਆ   ਹਾ ਲ   ਦਾ   ਮੂ ਰ੍ਹ ਲਾ   ਭਾ ਗ   ਇ ੱ ਕ   ਅ ਰ ਧ   ਚ ਕ ੱ ਰ   ਦੇ   ਦੀ   ਚਿ ੱ ਤ ਰ ਕਾ ਰੀ   ਨਾ ਲ   ਭ ਰੀ ਆ   ਹੋ ਈ ਆ   ਹੈ   ਜੋ   ਲ ਕ ੜ ੀ   ਦਾ   ਬ ਣੀ ਆ   ਹੋ ਈ ਆ   ਹੈ   ਅ ਤੇ   ਕ ਈ   ਸ ਥਿ ਤੀ ਆ   ਵਿ ੱ ਚ   ਇ ਹ   ਪ ਰ ਭਾ ਵ ਸ਼ਾ ਲੀ   ਕੇ ਟਿ ਆ   ਆ ਰ ਚ   ਖਿ ੜ ਕੀ   ਨ ਹੀਂ   ਹੁ ੰ ਦੀ   ਹੈ I,86,33
ਸਦੀਆਂ ਭਾਰ ਤੋ 'ਮਹਾਰਾਜ' ਅਤੇ 'ਖਾਨਸਾਮਿਆਂ' (ਭਾਰਤ ਵਿੱਚ ਮੁੱਖ ਰਸੋਇਆਂ ਨੂੰ ਰਵਾਇਤੀ ਤੋਰ ਤੇ ਇਸ ਨਾਂ ਨਾਲ ਜਾਨਿਆ ਜਾਂਦਾ ਹੈ) ਨੇ ਪਕਵਾਨਾਂ ਬਨਾਣ ਦੀ ਵਿਧੀ ਨੂੰ ਪੂਰਨ ਕਿਤਾ ਅਤੇ ਇਹ ਵਿਧੀਆਂ ਮੁਹ-ਜ਼ੁਬਾਨੀ ਅਗਲੀ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਪਹੁੰਚੀਆਂ ਹਨ I,ਸ ਦੀ ਆ ਂ   ਭਾ ਰ   ਤੋ   ' ਮ ਹਾ ਰਾ ਜ '   ਅ ਤੇ   ' ਖਾ ਨ ਸਾ ਮਿ ਆ ਂ '   ( ਭਾ ਰ ਤ   ਵਿ ੱ ਚ   ਮੁ ੱ ਖ   ਰ ਸੋ ਇ ਆ ਂ   ਨੂ ੰ   ਰ ਵਾ ਇ ਤੀ   ਤੋ ਰ   ਤੇ   ਇ ਸ   ਨਾਂ   ਨਾ ਲ   ਜਾ ਨਿ ਆ   ਜਾਂ ਦਾ   ਹੈ )   ਨੇ   ਪ ਕ ਵਾ ਨਾਂ   ਬ ਨਾ ਣ   ਦੀ   ਵਿ ਧੀ   ਨੂ ੰ   ਪੂ ਰ ਨ   ਕਿ ਤਾ   ਅ ਤੇ   ਇ ਹ   ਵਿ ਧੀ ਆ ਂ   ਮੁ ਹ - ਜ਼ ੁ ਬਾ ਨੀ   ਅ ਗ ਲੀ   ਪੀ ੜ ੍ ਹੀ ਆ ਂ   ਤ ੱ ਕ   ਪ ਹੁ ੰ ਚੀ ਆ ਂ   ਹ ਨ   I,113,38
"ਖਾਣੇ ਦੀ ਤਿਆਰੀ ਆਮ ਤੌਰ ਤੇ ""ਵਸਤਾ ਵਜ਼ਾ"" ਜ਼ਾ ਖ਼ਾਨਸਾਮਾ, ਮੁੱਖ ਰਸੋਈਆ ਅਤੇ ਹੋਰ ਵਾਜ਼ਾ ਦੀ ਸਹਾਇਤਾ ਨਾਲ ਕਰਦਾ ਹੈ I","ਖਾ ਣੇ   ਦੀ   ਤਿ ਆ ਰੀ   ਆ ਮ   ਤੌ ਰ   ਤੇ   "" ਵ ਸ ਤਾ   ਵ ਜ ਼ ਾ ""   ਜ ਼ ਾ   ਖ ਼ ਾ ਨ ਸਾ ਮਾ ,   ਮੁ ੱ ਖ   ਰ ਸੋ ਈ ਆ   ਅ ਤੇ   ਹੋ ਰ   ਵਾ ਜ ਼ ਾ   ਦੀ   ਸ ਹਾ ਇ ਤਾ   ਨਾ ਲ   ਕ ਰ ਦਾ   ਹੈ   I",57,21
ਪਾਉ ਭਾਜੀ : ਇਹ ਫਟਾਫਟ ਪਰੋਸਿਆ ਜਾਣ ਵਾਲਾ ਇੱਕ ਪਕਵਾਨ ਹੈ ਜੋਂ ਕਿ ਗਾੜ੍ਹੀ ਸਬਜ਼ੀਆਂ ਦੇ ਘੋਲ (ਭਾਜੀ) ਵਿੱਚ ਮੱਖਣ ਪਾ ਕੇ ਤਿਆਰ ਕਿਤਾ ਜਾਂਦਾ ਹੈ ਅਤੇ ਇੱਕ ਨਰਮ ਬ੍ਰੈਡ ਰੋਲ (ਪਾਵ) ਨਾਲ ਪਰੋਸਿਆ ਜਾਂਦਾ ਹੈ I,ਪਾ ਉ   ਭਾ ਜੀ   :   ਇ ਹ   ਫ ਟਾ ਫ ਟ   ਪ ਰੋ ਸਿ ਆ   ਜਾ ਣ   ਵਾ ਲਾ   ਇ ੱ ਕ   ਪ ਕ ਵਾ ਨ   ਹੈ   ਜੋਂ   ਕਿ   ਗਾ ੜ ੍ ਹੀ   ਸ ਬ ਜ਼ ੀ ਆ ਂ   ਦੇ   ਘੋ ਲ   ( ਭਾ ਜੀ )   ਵਿ ੱ ਚ   ਮ ੱ ਖ ਣ   ਪਾ   ਕੇ   ਤਿ ਆ ਰ   ਕਿ ਤਾ   ਜਾਂ ਦਾ   ਹੈ   ਅ ਤੇ   ਇ ੱ ਕ   ਨ ਰ ਮ   ਬ੍ਰੈ ਡ   ਰੋ ਲ   ( ਪਾ ਵ )   ਨਾ ਲ   ਪ ਰੋ ਸਿ ਆ   ਜਾਂ ਦਾ   ਹੈ   I,89,37
"ਲਾਲ ਡੇਡ ਤੇ ਹੱਬਾ ਖ਼ਾਤੂਨ ਦਿਆ ਕਸ਼ਮੇਰੀ ਰਚਨਾਵਾਂ ਆਪਣੀ ਰਹਸਮਈ ਰੰਗ ਤੇ ਅੰਦਰ ਦੀ ਪੀੜ੍ਹਾ ਬਿਆਨ ਕਰਨ ਲਈ ਜਾਣੇ ਜਾਂਦੇ ਹਨ, ਮੀਰਾਬਾਈ ਦੀ ਰਾਜਸਥਾਨੀ ਰਚਨਾਵਾਂ ਆਪਣੀ ਅਨੋਖੀ ਧਾਰਮਿਕ ਗੁਣ, ਅੰਢਲ ਦਾ ਤਾਮਿਲ ਰਹੱਸਵਾਦ ਅਤੇ ਅੱਕਕਾ ਮਹਾਦੇਵੀ ਦੀ ਕੱਨੜਾ ਵਿੱਚ ਵਚਨਾਸ , ਇਹ ਸੱਬ ਮਹਿਲਾਵਾਂ ਦੇ ਸਾਹਿਤ ਵਿੱਚ ਮਹਾਨ ਯੋਗਦਾਨ ਦੇ ਗਵਾਹ ਹਨ I","ਲਾ ਲ   ਡੇ ਡ   ਤੇ   ਹ ੱ ਬਾ   ਖ਼ ਾ ਤੂ ਨ   ਦਿ ਆ   ਕ ਸ਼ ਮੇ ਰੀ   ਰ ਚ ਨਾ ਵਾਂ   ਆ ਪ ਣੀ   ਰ ਹ ਸ ਮ ਈ   ਰ ੰ ਗ   ਤੇ   ਅ ੰ ਦ ਰ   ਦੀ   ਪੀ ੜ ੍ ਹਾ   ਬਿ ਆ ਨ   ਕ ਰ ਨ   ਲ ਈ   ਜਾ ਣੇ   ਜਾਂ ਦੇ   ਹ ਨ ,   ਮੀ ਰਾ ਬਾ ਈ   ਦੀ   ਰਾ ਜ ਸ ਥਾ ਨੀ   ਰ ਚ ਨਾ ਵਾਂ   ਆ ਪ ਣੀ   ਅ ਨੋ ਖੀ   ਧਾ ਰ ਮਿ ਕ   ਗੁ ਣ ,   ਅ ੰ ਢ ਲ   ਦਾ   ਤਾ ਮਿ ਲ   ਰ ਹ ੱ ਸ ਵਾ ਦ   ਅ ਤੇ   ਅ ੱ ਕ ਕਾ   ਮ ਹਾ ਦੇ ਵੀ   ਦੀ   ਕ ੱ ਨ ੜ ਾ   ਵਿ ੱ ਚ   ਵ ਚ ਨਾ ਸ   ,   ਇ ਹ   ਸ ੱ ਬ   ਮ ਹਿ ਲਾ ਵਾਂ   ਦੇ   ਸਾ ਹਿ ਤ   ਵਿ ੱ ਚ   ਮ ਹਾ ਨ   ਯੋ ਗ ਦਾ ਨ   ਦੇ   ਗ ਵਾ ਹ   ਹ ਨ   I",153,53
ਬੋਧੀ ਚਿੱਤਰਕਰੀ ਵਾਲਿਆ ਬਾਗ ਗੁਫ਼ਾ ਮੱਧਿਆ ਪ੍ਰਦੇਸ਼ ਦੇ ਧਾਰ ਜਿਲ੍ਹੇ ਤੋ 97 ਕਿਲੋਮੀਟਰ ਦੀ ਦੂਰੀ ਤੇ ਸਥਿਤ ਹਨ I,ਬੋ ਧੀ   ਚਿ ੱ ਤ ਰ ਕ ਰੀ   ਵਾ ਲਿ ਆ   ਬਾ ਗ   ਗੁ ਫ ਼ ਾ   ਮ ੱ ਧਿ ਆ   ਪ੍ਰ ਦੇ ਸ ਼   ਦੇ   ਧਾ ਰ   ਜਿ ਲ੍ਹੇ   ਤੋ   9 7   ਕਿ ਲੋ ਮੀ ਟ ਰ   ਦੀ   ਦੂ ਰੀ   ਤੇ   ਸ ਥਿ ਤ   ਹ ਨ   I,48,19
"ਸੰਸਕ੍ਰਿਤ ਸਾਹਿਤ ਵਿੱਚ ""ਮੁਲਾ"" ਸ਼ਬਦ ਦਾ ਮਤਲਬ ਹੈ ਪੌਦੇ ਜਾਂ ਰੁੱਖ ਦੀਆਂ ਜੜ੍ਹਾਂ ਪਰ ਅਲੰਕਾਰਕ ਤੋਰ ਤੇ ਇਹ ਕਿਸੇ ਚੀਜ਼ ਦਾ ਵੀ ਹੇਠਲਾਂ ਹਿੱਸਾ ਹੋ ਸਕਦਾ ਹੈ I","ਸ ੰ ਸ ਕ੍ਰਿ ਤ   ਸਾ ਹਿ ਤ   ਵਿ ੱ ਚ   "" ਮੁ ਲਾ ""   ਸ਼ ਬ ਦ   ਦਾ   ਮ ਤ ਲ ਬ   ਹੈ   ਪੌ ਦੇ   ਜਾਂ   ਰੁ ੱ ਖ   ਦੀ ਆ ਂ   ਜ ੜ ੍ ਹਾਂ   ਪ ਰ   ਅ ਲ ੰ ਕਾ ਰ ਕ   ਤੋ ਰ   ਤੇ   ਇ ਹ   ਕਿ ਸੇ   ਚੀ ਜ਼   ਦਾ   ਵੀ   ਹੇ ਠ ਲਾਂ   ਹਿ ੱ ਸਾ   ਹੋ   ਸ ਕ ਦਾ   ਹੈ   I",68,28
