sentence_index,original_sentence,tokenized_sentence,token_count
18,"जड॒हिं बसरि शफ़ाफि थी वञे, त हैड सां मेरिनेट कयलि तीवण विझो ऐं जेसताईं सभई मसाला तीवण में जुज़बि न थी वञनि, तेसताईं थोड़ी देरि, लग॒भग॒ 5-6 मिंटनु जे लाए भुञो","जड॒हिं   बस रि   श फ़ा फि   थी   वञे ,   त   है ड   सां   मेरि नेट   क यलि   ती वण   वि झो   ऐं   जे स ताईं   सभई   म सा ला   ती वण   में   जु ज़ बि   न   थी   वञ नि,   ते स ताईं   थो ड़ी   दे रि ,   ल ग॒ भ ग॒   5 - 6   मिं ट नु   जे   लाए   भु ञो",61
19,"हितोपदेश दिन्यवी स्याणप जो हिक किताबु आहे, जेको पखियुनु, जानवरनु ऐं माण्हुनु जे पात्रनि मारफ़त पेश कयो वियो आहे","हि तो प देश   दि न्य वी   स्या णप   जो   हिक   किता बु   आहे,   जेको   पखि यु नु ,   जान वर नु   ऐं   माण्हु नु   जे   पा त्र नि   मार फ़ त   पेश   कयो   वियो   आहे",36
20,इएं लगे॒ थो त संस्कृत जे इज़िहार ऐं सियाणे वहिंवार जी ॼाण में काबिलियत खे हिमथाइण इन किताब जो मक्सद आहे,इएं   ल गे ॒   थो   त   संस्कृ त   जे   इ ज़ि हा र   ऐं   सिया णे   वहिं वार   जी   ॼाण   में   काबि लियत   खे   हिमथा इण   इन   किताब   जो   म क्स द   आहे,33
21,"प्रोफेसर असितकुमार बंद्योपाध्याय, 1994 ऐं 1995 में हावड़ा शहरेर इतिवृत्त (पहिरियों ऐं बि॒यों अध्याउ) नाले नावल में पहिंजे अबाणे शहिर हावड़ा जी समूरी तवारीख खे गडि॒ करण में हिकि बुनियादी किरदार अदा कयो","प्रो फे सर   अ सित कुमार   बं द्यो पा ध्या य ,   199 4   ऐं   199 5   में   हा व ड़ा   शह रे र   इति वृ त्त   ( पहिरियों   ऐं   बि॒ यों   अ ध्या उ )   नाले   ना वल   में   प हिं जे   अ बा णे   श हि र   हा व ड़ा   जी   समू री   तवारी ख   खे   ग डि॒   करण   में   हि कि   बुनियादी   किरदार   अदा   कयो",68
22,"चैत्य जे हाल में साम्हूं जे तरफ़ अध-गोल चैत्य महिराब ठहियल आहे, जहिं जे साम्हूं वारो हिस्सो खुलियल आहे जिते काठ जी मुहाड़ी आहे ऐं कहिं-कहिं में मुख्य चैत्य महिराब वारियूं दरियूं न आहिन","चै त्य   जे   हाल   में   साम्हूं   जे   तर फ़   अ ध - गोल   चै त्य   महि राब   ठहियल   आहे,   ज हिं   जे   साम्हूं   वारो   हिस्सो   खु लियल   आहे   जिते   का ठ   जी   मु हा ड़ी   आहे   ऐं   क हिं - क हिं   में   मुख्य   चै त्य   महि राब   वारियूं   द रियूं   न   आहि न",54
23,‘महाराज’ ऐं ‘खानसामाउनु’ सदियुनु खां रध-पचाउ जी तरकीबूं सिद्ध कयूं आहिन ऐं इहे तरकीबूं हज़ारें सालनु खां ज़िबानी रिवायत खां गुज़रियूं आहिन,‘ महा राज ’   ऐं   ‘ खा न सा माउ नु ’   स दि यु नु   खां   र ध - प चा उ   जी   तर की बूं   सि द्ध   कयूं   आहि न   ऐं   इहे   तर की बूं   हज़ा रें   साल नु   खां   ज़ि बानी   रिवा यत   खां   गु ज़रि यूं   आहि न,52
24,रिवायती तोर वाज़ाउनु या वड॒नि बावर्चियुनु जी हिक टोलीअ जी मदद सां वास्ता वाज़ा या मुख्य बावर्चीअ पारां इन जी तियारी कई वेंदी आहे,रि वायती   तो र   वा ज़ा उ नु   या   व ड॒ नि   बा व र्चि यु नु   जी   हिक   टो ली अ   जी   मदद   सां   वा स्ता   वा ज़ा   या   मुख्य   बा व र्ची अ   पारां   इन   जी   तिया री   कई   वेंदी   आहे,43
25,"पाव भाजी॒: इहो महाराष्ट्र जो हिकि फास्ट फूड आहे, जहिं में आम तोर ते मखण में तैयारि कयल भाजि॒युनु जी घाटी कढ़ी (भा॒जी) हूंदी आहे ऐं इन खे नरम रोटी रोल (पाव) सां गडि॒ डि॒नो वेंदो आहे","पा व   भा जी ॒ :   इहो   महाराष्ट्र   जो   हि कि   फा स्ट   फू ड   आहे,   ज हिं   में   आम   तो र   ते   म खण   में   तै या रि   कयल   भा जि ॒ यु नु   जी   घाटी   क ढ़ ी   ( भा ॒ जी )   हूंदी   आहे   ऐं   इन   खे   न रम   रो टी   रो ल   ( पा व )   सां   ग डि॒   डि॒नो   वेंदो   आहे",66
26,"लल्ल-द्यद ऐं हब्बा ख़ातून जी कश्मीरी रचनाउनु खे उन्हनि जे जादूई ऐं गहिरे जज़्बाती अंदाज़ लाइ सुञातो वेंदो आहे, राजस्थान में मीराबाईअ जी रचनाउनु खे निराली भगि॒तीअ जे लाइ सुञातो वेंदो आहे, तमिल में आण्डाल जो गहिरो ज्ञान ऐं कन्नड में अक्का महादेवीअ जा वचन उन वक्त जे साहित्य में औरतुनु जी वॾी हिस्सेदारीअ जा शाहिद आहिन","ल ल्ल - द्य द   ऐं   ह ब्बा   ख़ा तू न   जी   कश्मी री   रचना उ नु   खे   उन्हनि   जे   जा दू ई   ऐं   ग हि रे   ज ज़् बा ती   अंदाज़   लाइ   सुञातो   वेंदो   आहे,   राजस्था न   में   मी रा बा ईअ   जी   रचना उ नु   खे   नि रा ली   भ गि॒ ती अ   जे   लाइ   सुञातो   वेंदो   आहे,   तमिल   में   आ ण्डा ल   जो   ग हि रो   ज्ञा न   ऐं   क न्न ड   में   अ क्का   महा देवी अ   जा   व च न   उन   व क्त   जे   साहि त्य   में   औरतु नु   जी   वॾी   हिस्से दारी अ   जा   शा हि द   आहि न",105
27,"बु॒ध धर्म जी भित नकाशीअ वारियूं बाघ गुफ़ाउं, मध्य प्रदेश जे धार इलाइके खां 97 किलो मीटर मुफ़ासले ते आयल आहिन","बु ॒ ध   धर्म   जी   भि त   न का शी अ   वारियूं   बा घ   गुफ़ा उं ,   मध्य   प्रदेश   जे   धार   इलाइ के   खां   9 7   किलो   मीटर   मु फ़ा स ले   ते   आयल   आहि न",36
28,"संस्कृत साहित्य में मूल लफ़्ज़ जो आम मतलब आहे बू॒टे या वण जी पाड़, पर इलामती तोर ते इन जो मतलब आहे कहिं बि शै जो तरो या इंतेहाई हेठयों हिस्सो या बुनियाद","संस्कृ त   साहि त्य   में   मूल   लफ़्ज़   जो   आम   मतल ब   आहे   बू ॒ टे   या   वण   जी   पा ड़ ,   पर   इला मती   तो र   ते   इन   जो   मतल ब   आहे   क हिं   बि   शै   जो   त रो   या   इं ते हाई   हे ठ यों   हिस्सो   या   बुनियाद",49
29,"सिंधु माथरीअ जी सभ्यता, किस्में-किस्में फील्डुनि में पहिंजे हुनरी इल्म जे लाइ सुञाती वेंदी आहे","सिं धु   मा थ रीअ   जी   स भ्य ता ,   कि स्में - कि स्में   फी ल्डु नि   में   प हिं जे   हुन री   इ ल्म   जे   लाइ   सुञा ती   वेंदी   आहे",32
30,"सभई कौरव मरी था वञन, फकत पंज पांडव ऐं कृष्ण बचिया आहिन","सभई   कौ र व   मरी   था   वञ न,   फ क त   पंज   पां ड व   ऐं   कृष्ण   ब चि या   आहि न",22
31,लड़ाई अरड़॒हनु डीं॒हंनु ताईं हली ऐं कौरवनु जी हार सां खतम थी,ल ड़ा ई   अर ड़ ॒ ह नु   डीं ॒ हं नु   ताईं   हली   ऐं   कौ र व नु   जी   हा र   सां   ख तम   थी,26
32,"महाभारत जी मरकज़ी आखाणी हस्तिनापुर जी राजगद्दीअ जी वंशवालीअ ते झेड़े जी आखाणी आहे, आधुनिक दिल्लीअ जे बराबर उत्तर में आयल हिक अहिड़ो राॼु जेको आम तोर भारत नाले सां मशहूर हिक कौम जो अबाणो राॼु हो","महा भारत   जी   मर क ज़ी   आ खा णी   ह स्ति ना पुर   जी   राज ग द्दी अ   जी   वंश वा ली अ   ते   झे ड़े   जी   आ खा णी   आहे,   आ धु निक   दिल्ली अ   जे   बराबर   उत्तर   में   आयल   हिक   अहिड़ो   राॼु   जेको   आम   तो र   भारत   नाले   सां   मशहूर   हिक   कौ म   जो   अ बा णो   राॼु   हो",61
33,"कर्नाटक में मांस आहारियुनु जी भेट में वैष्नू माण्हुनु जी तादाद वधीक आहे, तहिंजे करे उन्हनि जे खाधे में मुख्य तोर वैष्नू ताम हूंदा आहिन","कर्नाटक   में   मां स   आ हा रि यु नु   जी   भे ट   में   वै ष्नू   माण्हु नु   जी   ता दाद   वधीक   आहे,   त हिं जे   करे   उन्हनि   जे   खाधे   में   मुख्य   तो र   वै ष्नू   ता म   हूं दा   आहि न",41
34,"हिन खे संजय पारां जवाबि डि॒नो वञे थो, जेको बु॒धाए थो त लड़ाईअ जे मैदान में छा थी रहियो आहे","हिन   खे   सं जय   पारां   जवा बि   डि॒नो   वञे   थो,   जेको   बु ॒ धा ए   थो   त   ल ड़ा ईअ   जे   मैदान   में   छा   थी   रहियो   आहे",27
35,"सिलप्पदिकारम ऐं मणिमेखलाई, तमिल में मिलंदड़ ब॒ कथा काव्य आहिनि","सिल प्प दि कार म   ऐं   मणि मे ख लाई ,   तमिल   में   मिलं दड़   ब॒   कथा   का व्य   आहिनि",20
36,हिन परग॒णे में मिरच पाउडर जो इस्तेमाल एहतियात सां कयो वेंदो आहे,हिन   परग॒ णे   में   मि र च   पा उ डर   जो   इस्तेमाल   ए ह तिया त   सां   कयो   वेंदो   आहे,20
37,"योग अखरु संस्कृत जी बुनियाद युज मां निकतो आहे, जहिं जी माना जोड़ण या ब॒धण या गं॒डण आहे","योग   अख रु   संस्कृ त   जी   बुनियाद   यु ज   मां   निक तो   आहे,   ज हिं   जी   माना   जोड़ ण   या   ब॒ ध ण   या   गं ॒ ड ण   आहे",29
38,"अॼु जी ओड़िसी, ओडिशा जे मंदरन जी भितुन ते तरहें-तरहें शिकिलुनु में तराशियल अपार मूर्तीकलाउनु मां पैदा थी आहे","अॼु   जी   ओ ड़ि सी ,   ओडिशा   जे   मंदर न   जी   भि तु न   ते   तर हें - तर हें   शिकि लु नु   में   त रा शि यल   अ पा र   मू र्ती कला उ नु   मां   पैदा   थी   आहे",40
39,"वशिष्ठ हाणे राजा ॾांहुं घुमियो ऐं आहिस्ते सां चयाईं: ""राजा, तव्हीं हिकु भेरे अंजामु ॾेई करे उन मां अली वञो, ही तव्हांखे ख़राब करे थो","व शि ष्ठ   हाणे   राजा   ॾांहुं   घु मि यो   ऐं   आहि स्ते   सां   च या ईं :   "" राजा ,   तव्हीं   हिकु   भे रे   अं जा मु   ॾेई   करे   उन   मां   अली   वञो ,   ही   तव्हांखे   ख़ राब   करे   थो",40
40,"""","""</w>",1
41,"जड॒हिं हू अर्जुन जी निराशा जी हद महसूस करे थो, फ़कति तड॒हिं ई कृष्णा पहिंजो रुखू बदले थो ऐं हिन दुनिया में धार्मिक कार्रवायूनु जा गु॒झ सेखारण शुरू करे थो","जड॒हिं   हू   अ र्जु न   जी   नि रा शा   जी   हद   महसू स   करे   थो,   फ़ क ति   त ड॒हिं   ई   कृ ष्णा   प हिं जो   रु खू   बद ले   थो   ऐं   हिन   दुनिया   में   धा र्मि क   का र्र वा यू नु   जा   गु ॒ झ   से खा रण   शुरू   करे   थो",53
42,"जीअं-जीअं तव्हां बरणीअ में चांवरनु जो अटो विझो था, तव्हां विच-विच में कदूकस कयल नारेल जो थोड़ो मकदार विझी सगं॒दा आहियो","जीअं - जीअं   तव्हां   बर णी अ   में   चां वर नु   जो   अ टो   वि झो   था,   तव्हां   विच - विच   में   क दू क स   कयल   ना रेल   जो   थो ड़ो   म क दार   वि झी   स गं ॒ दा   आहि यो",43
43,"तव्हां वेलण शिकल जी बरणीअ में, हिक चुमचो कदूकस कयल नारेल विझण खां शुरू करे सघं॒दा आहियो, इन खां पोइ चगीं॒अ तरह मिलायल चांवरन जो अटो विझी सघं॒दा अहियो","तव्हां   वे ल ण   शि कल   जी   बर णी अ   में,   हिक   चु म चो   क दू क स   कयल   ना रेल   वि झ ण   खां   शुरू   करे   सघं ॒ दा   आहि यो,   इन   खां   पोइ   च गीं ॒ अ   तरह   मि ला यल   चां वर न   जो   अ टो   वि झी   सघं ॒ दा   अहि यो",57
44,महाराज रणजीत सिंह जी डा॒तु ई,महा राज   र णजी त   सिंह   जी   डा ॒ तु   ई,11
45,स,स,1
46,1835 जे आसेपासे नांदेड़ में हिक सुहिणे ऐं भभ्केदारि गुरुद्वारे जी बनावत डि॒ठी जंहिंजी ख़ासियत पेचीदी नकाशी सां गडि॒ हिकि शानदारि सुनहरी गुंबज़ि आहे,18 35   जे   आ से पासे   नां दे ड़   में   हिक   सु हि णे   ऐं   भ भ्के दा रि   गुरु द्वा रे   जी   ब ना वत   डि॒ ठी   जंहिं जी   ख़ा सि यत   पे ची दी   न का शी   सां   ग डि॒   हि कि   शान दा रि   सु न हरी   गुं ब ज़ि   आहे,54
47,सामवेद इन्हनि चूंडियल ऋचाउनि जी रचना आहे जहिं जे रिथयल छंद या ताल मीटर जे नमूने खे काइम रखी करे उन्हनि खे सुर में ठहिकायो वेंदो आहे,सा म वे द   इन्हनि   चूंडि यल   ऋ चा उ नि   जी   रचना   आहे   ज हिं   जे   रि थ यल   छं द   या   ताल   मीटर   जे   नमूने   खे   का इ म   रखी   करे   उन्हनि   खे   सु र   में   ठहि का यो   वेंदो   आहे,43
48,"कोसल जी राज॒धानी बाबत वाल्मीकिअ जे वर्णन तां, इहो साफ आहे त पिराचीन अयोध्या असांजे हाणोकन शहरनु खां घट न हो","को सल   जी   राज॒ धानी   बाब त   वा ल्मी कि अ   जे   व र्ण न   तां ,   इहो   सा फ   आहे   त   पि रा चीन   अ यो ध्या   असांजे   हा णो कन   शहर नु   खां   घ ट   न   हो",39
49,"हिकु दफ़े चई छॾणु कि, 'मां कंदसु', पोइ तव्हांखे करणु खां सवाइ ॿियो को रस्तो न आहे","हिकु   द फ़े   च ई   छ ॾ णु   कि ,   ' मां   कंद सु ' ,   पोइ   तव्हांखे   करणु   खां   स वाइ   ॿियो   को   र स्तो   न   आहे",28
50,"हाणोकनु डीं॒हनु में, रुपए जे मटा सटा जे अघ ऐं असां जे फोरेक्स ज़खीरनु जी मुनासिबत ते मुखतलफ़ नज़रिया आहिन","हा णो क नु   डीं ॒ ह नु   में,   रु प ए   जे   म टा   स टा   जे   अघ   ऐं   असां   जे   फो रे क्स   ज़ खी र नु   जी   मुनासिब त   ते   मुख तल फ़   नज़ रिया   आहि न",40
51,"जड॒हिं कहिं क्रेडिट कार्ड खाते जी पोईं लहिणी रक़म टिनि ॾींहंनु खां वधीक बाकी हुजे, त बैंक फ़क़त तड॒हिं ई, साख सूचना कंपनीअ (सी","जड॒हिं   क हिं   क्रेडिट   कार्ड   खाते   जी   पो ईं   ल हि णी   रक़म   टिनि   ॾींहं नु   खां   वधीक   बा की   हुजे ,   त   बैंक   फ़ क़त   त ड॒हिं   ई,   सा ख   सू चना   कंपनी अ   ( सी",37
52,आई,आई,1
53,सी,सी,1
54,) खे इन बाबतु ॼाण करे सघंदी आहे त इन खाते जी पोईं लहिणी रक़म बाक़ी आहे या देर सां अदाइगी करण जे लाइ डं॒डु वसूल करे सघंदी आहे,)   खे   इन   बाब तु   ॼाण   करे   सघं दी   आहे   त   इन   खाते   जी   पो ईं   ल हि णी   रक़म   बाक़ी   आहे   या   दे र   सां   अदाइगी   करण   जे   लाइ   डं ॒ डु   व सू ल   करे   सघं दी   आहे,40
55,देश पहिंजी मालियात खे सुधारण जे लाए इंदड़ सिधी सीड़प खे हिमथाए सघन था,देश   प हिं जी   मा लिया त   खे   सुधा रण   जे   लाए   इं दड़   सि धी   सीड़प   खे   हिमथा ए   स घ न   था,24
56,"जेतोणिक, पैकेज जे तकिड़े पालन जे लाए हिक उत्साह तोर, जेकड॒हिं बैंक पारां अरिज़ी हासिलि करण जी तारीख खां 90 डीं॒हंनु जे अंदरि मंज़ूरि कयलि पैकेज लागू॒ कयो वञे थो, त मिल्कियत जे दरजेबंदी पद खे वापसि उन हालत ते आणे सघिबो आहे, जेका हालत बैंक पारां बहाली अरिज़ी हासिल करण वक्त मौजूद हुई","जेतो णि क,   पै के ज   जे   त कि ड़े   पाल न   जे   लाए   हिक   उत्सा ह   तो र,   जेकड॒हिं   बैंक   पारां   अरि ज़ी   हासि लि   करण   जी   तारी ख   खां   90   डीं ॒ हं नु   जे   अंदरि   मंज़ू रि   क यलि   पै के ज   ला गू ॒   कयो   वञे   थो,   त   मि ल्कि यत   जे   दर जे बंदी   पद   खे   वापसि   उन   हालत   ते   आ णे   सघि बो   आहे,   जेका   हालत   बैंक   पारां   बहा ली   अरि ज़ी   हासिल   करण   व क्त   मौजूद   हुई",84
57,"छा खानगी मूड़ी जमा थियण जा डाइनामिकस, लाज़मी तोर ते मिल्कियत जी अगवाणी कुझ हथनु में डियन था या छा वाधारे, चटाभेटी ऐं टेकनालाजीकल तरकी जहिड़ा बेलेंसिंग असर नाबराबरीअ खे घटाइन था","छा   खा न गी   मू ड़ी   जमा   थियण   जा   डा इ ना मि क स,   ला ज़मी   तो र   ते   मि ल्कि यत   जी   अ ग वा णी   कुझ   हथ नु   में   डियन   था   या   छा   वाधा रे ,   चटाभे टी   ऐं   टे कना ला जी कल   तर की   जहिड़ा   बे लें सिंग   असर   ना ब राब रीअ   खे   घटा इन   था",62
58,तमाम घणी वधि-घटि ऐं ज़ामिननि जी उम्मेदुनु खे रोकण जे लाए इहा बाज़ार जे विच में पवे थी,तमाम   घणी   वधि - घटि   ऐं   ज़ा मि न नि   जी   उ म्मे दु नु   खे   रोक ण   जे   लाए   इहा   बाज़ा र   जे   विच   में   पवे   थी,28
59,Q2 जे लाए आला झझाई इशारो करे थी त माअशी चुरपुर लिचकेदार रही,Q 2   जे   लाए   आला   झ झा ई   इशा रो   करे   थी   त   मा अ शी   चु र पुर   लि च के दार   रही,24
60,"महा अर्थ शास्त्र में, हीउ विषय आम तौर ते हिकु क़ौम हूंदो आहे ऐं कीएं सभ बाज़ार हिकु ॿिये ते असरु कंदा आहिनि वॾा असूल पैदा करणु लाइ जंहिंखे अर्थ शास्त्र जा माहिर कुलु फिरणा सॾींदा आहिनि","महा   अ र्थ   शा स्त्र   में,   हीउ   वि ष य   आम   तौ र   ते   हिकु   क़ौ म   हूंदो   आहे   ऐं   की एं   सभ   बा ज़ा र   हिकु   ॿि ये   ते   असरु   कंदा   आहिनि   वॾा   अ सू ल   पैदा   करणु   लाइ   जंहिंखे   अ र्थ   शा स्त्र   जा   माहि र   कु लु   फि र णा   स ॾीं दा   आहिनि",57
61,नकदीअ जो मतलब आहे त कहिड़ियूं माली मिल्कियतूं केतरी हद ताईं उन्हनि जी पूरी बाज़ारी कीमत जे वेझो जी कीमत ते घटि वक्त में विकणे सघिजन थियूं,न क दीअ   जो   मतल ब   आहे   त   कहिड़ ियूं   माली   मि ल्कि यतूं   के तरी   हद   ताईं   उन्हनि   जी   पूरी   बाज़ा री   की मत   जे   वेझो   जी   की मत   ते   घटि   व क्त   में   विक णे   सघि जन   थियूं,40
62,"वसीह तोर ते, आमदनी मञोती जी पालिसी हकीकी हुजण घुरजे ऐं कहिं बि जज़बाती वीचार जे अलबत, वसूलीअ जे रिकार्ड ते बुनियाद रखंदड़ हुजण घुरजे","वसी ह   तो र   ते,   आमदनी   म ञो ती   जी   पा लि सी   ह की की   हुज ण   घु रजे   ऐं   क हिं   बि   ज ज़ बा ती   वी चार   जे   अल ब त,   व सू ली अ   जे   रि कार्ड   ते   बुनियाद   रखं दड़   हुज ण   घु रजे",49
63,"इन करे, व्याज जी कटोती तारीख जे हवाले सां, व्याज जी अहिड़ी रकम वाधू मुदत जी न थींदी आहे ऐं तहिं करे एनपीए न थींदी आहे","इन   करे,   व्याज   जी   क टो ती   तारी ख   जे   हवाले   सां ,   व्याज   जी   अहिड़ी   र कम   वा धू   मु द त   जी   न   थींदी   आहे   ऐं   त हिं   करे   एन पी ए   न   थींदी   आहे",37
64,"भारत जे अदाइगी सिरिश्ते खे बि॒यनु इख्तियारी दाइरनु सां गं॒ढण जो इमकान, जहिं में भारत जे तकिड़े अदाइगी सिरिश्ते – यू","भारत   जे   अदाइगी   सिरिश्ते   खे   बि॒ य नु   इ ख्ति या री   दाइ र नु   सां   गं ॒ ढ ण   जो   इ मका न,   ज हिं   में   भारत   जे   त कि ड़े   अदाइगी   सिरिश्ते   –   यू",36
65,पी,पी,1
66,आई,आई,1
67,"खे बि॒यनु इख्तियारी दाइरनु में सागि॒ये ई सिरिश्ते सां गं॒ढण जी हलंदड़ अवाइली कार्रवाईअ शामिल आहे, रकम मोकलण समेत, सरहद पार अदाइगी बंदोबस्त में वाधि कंदो","खे   बि॒ य नु   इ ख्ति या री   दाइ र नु   में   सा गि॒ ये   ई   सिरिश्ते   सां   गं ॒ ढ ण   जी   हलं दड़   अ वाइ ली   का र्र वा ईअ   शामिल   आहे,   र कम   मोकल ण   समे त,   सरहद   पा र   अदाइगी   बं दो ब स्त   में   वा धि   कंदो",52
68,"एनर्जी भाङे में, माए कुदिरती गैस (एल","एन र्जी   भाङे   में,   मा ए   कु दि रती   गै स   ( एल",13
69,एन,एन,1
70,जी,जी,1
71,") वडी॒ अहिमियत हासिलि करे रही आहे, छाकाणि त इन जो इस्तैमालि बिजलीअ जे कारिखाननि ऐं हुनिरी कारखाननि खे हलाइण जे लाए कयो वेंदो आहे",")   व डी ॒   अहि मियत   हासि लि   करे   रही   आहे,   छाकाणि   त   इन   जो   इस्तै मालि   बिजली अ   जे   कारि खा न नि   ऐं   हु नि री   कार खा न नि   खे   हलाइ ण   जे   लाए   कयो   वेंदो   आहे",40
72,"जेतोणिक, बाज़ार तव्हां जो विकरो वधाइन था, पर उहे तव्हां खे पायेदार वापार वधाइण ऐं तव्हां जी पहिंजी मार्केट लायक छाप ठाहिण नथा डि॒यन","जेतो णि क,   बाज़ा र   तव्हां   जो   विक रो   वधा इन   था,   पर   उहे   तव्हां   खे   पा ये दार   वापा र   वधा इण   ऐं   तव्हां   जी   प हिं जी   मा र्के ट   ला यक   छा प   ठाहि ण   नथा   डि॒ यन",41
73,"अदाइगीअ जे ईको-सिरिश्ते में, अदाइगी जमा कंदड़ (पी","अदाइगी अ   जे   ई को - सिरिश्ते   में,   अदाइगी   जमा   कंदड़   ( पी",13
74,ए,ए,1
75,) हिकि अहिम किरदार अदा कंदा आहिन ऐं इन करे मार्च 2020 में उन्हनि ते क़ायदा लाॻू कया विया ऐं उन्हनि खे अदाइगी सिरिश्ते जे ऑपरेटर तोर मुक़रर कयो वियो,)   हि कि   अहि म   किरदार   अदा   कंदा   आहि न   ऐं   इन   करे   मार्च   2020   में   उन्हनि   ते   क़ा य दा   लाॻू   कया   विया   ऐं   उन्हनि   खे   अदाइगी   सिरिश्ते   जे   ऑपरे टर   तो र   मुक़रर   कयो   वियो,37
