sentence_index,original_sentence,tokenized_sentence,token_count
11,எனினும் மங்கள் பாண்டேயின் வீரச் செயல் ஓர் உயரிய உன்னதமான இலட்சியத்தை நோக்கி அமைந்திருந்தது,எனினும்   ம ங்கள்   பா ண்டே யின்   வீர ச்   செயல்   ஓர்   உய ரிய   உ ன்ன தமான   இல ட்சி ய த்தை   நோக்கி   அமை ந்தி ருந்த து,24
12,"வெங்காயத்தின் நிறம் மாறியதும் ஊறவைக்கப்பட்ட இறைச்சியுடன் மஞ்சள் பொடி சேர்த்து சிறிது நேரம் வதக்கவும், மசாலா பொருட்கள் அனைத்தும் இறைச்சியில் நன்கு பிடிக்கும் வரை, அதாவது சுமார் 5-6 நிமிடங்கள் இவ்வாறு வதக்கவும்","வெ ங்கா ய த்தின்   நிற ம்   மா றிய தும்   ஊ ற வை க்கப்பட்ட   இ றை ச்சி யுடன்   ம ஞ்ச ள்   பொ டி   சேர்த்து   சிறிது   நேரம்   வ த க்க வும்,   ம சா லா   பொருட்கள்   அனைத்து ம்   இ றை ச்சி யில்   நன்கு   பிடி க்கும்   வரை,   அதாவது   சுமார்   5 - 6   நிமிட ங்கள்   இவ் வாறு   வ த க்கவும்",55
13,"ஹிதோபதேசம் என்பது பறவைகள், விலங்குகள் மற்றும் மனிதர்களைக் கதாபாத்திரங்களாகக் கொண்டு உலகியல் ஞானத்தைப் போதிக்கும் புத்தகம்","ஹி தோ ப தேச ம்   என்பது   பறவை கள்,   விலங்கு கள்   மற்றும்   மனி தர் களை க்   கதாபாத்திர ங்களாக க்   கொண்டு   உல கி யல்   ஞா ன த்தை ப்   போதி க்கும்   புத்த கம்",30
14,"சம்ஸ்கிருத மொழிப் புலமை, விவேகமான நடைமுறை அறிவு ஆகியவற்றை ஊக்குவிப்பதே இந்தப் புத்தகத்தின் நோக்கமாகத் தெரிகிறது","சம் ஸ் கிரு த   மொழி ப்   பு ல மை ,   வி வேக மான   நடைமுறை   அறிவு   ஆகியவற்றை   ஊக்குவி ப்ப தே   இந்த ப்   புத்தக த்தின்   நோக்க மாக த்   தெரி கிறது",28
15,"பேராசிரியர் அசித்குமார் பந்தோபாத்யாய் 1994 & 1995இல் தனது சொந்த ஊராகிய ஹவுராவின் முழுமையான வரலாற்றைத் தொகுப்பதில் ஒரு முன்னோடியாகப் பங்கு வகித்தார், அதற்கு ஹவுரா சாஹரேர் இதிப்ரிதோ (முதல் மற்றும் இரண்டாம் தொகுப்பு) எனப் பெயரிடப்பட்டது","பே ரா சிரிய ர்   அ சி த் குமார்   ப ந்தோ பாத் யா ய்   199 4   &   199 5இல்   தனது   சொந்த   ஊ ரா கிய   ஹ வு ரா வின்   முழு மையான   வரலா ற்றை த்   தொகு ப்பதில்   ஒரு   முன் னோ டியாக ப்   பங்கு   வகி த்தார்,   அதற்கு   ஹ வு ரா   சா ஹ ரே ர்   இ தி ப் ரி தோ   ( முதல்   மற்றும்   இரண்டாம்   தொகு ப்பு )   என ப்   பெய ரிட ப்பட்ட து",68
16,"சைத்திய மண்டபத்தின் முகப்பில் அரைவட்ட சைத்திய முன்வளைவின் பாங்கு பிரதானமாகத் தோற்றமளிக்கிறது, அதில் வெளிப்புற மர வேலைப்பாட்டுடன் ஒரு திறந்தநிலை முன்பக்கம் உள்ளது, சில இடங்களில் அந்தப் பிரதானமாகத் தோன்றும் சைத்திய முன்வளைவு ஜன்னல் இருப்பதில்லை","சை த்திய   மண்ட ப த்தின்   முக ப்பில்   அ ரை வட்ட   சை த்திய   முன் வளை வின்   பா ங்கு   பிரதான மாக த்   தோ ற்ற மளி க்கிற து,   அதில்   வெளி ப்புற   மர   வேலை ப்பா ட்டு டன்   ஒரு   திற ந்த நிலை   மு ன்ப க்கம்   உள்ளது,   சில   இடங்களில்   அந்த ப்   பிரதான மாக த்   தோன்று ம்   சை த்திய   முன் வளை வு   ஜ ன்ன ல்   இருப்ப தில் லை",61
17,"தலைமுறை தலைமுறைகளாக 'மஹராஜ்' மற்றும் 'கான்சாமாக்கள்' (இந்தியாவில் சமையல் நிபுணர்களுக்கு வழங்கும் பாரம்பரியப் பெயர்) நூற்றாண்டுகளின் காலவோட்டத்தில் சமையல் பக்குவங்களைப் பரிபூரணப் படுத்தியுள்ளனர், இந்தச் சமையல் பக்குவங்கள் ஆயிரக்கணக்கான ஆண்டுகளாக சொல்வழி மரபு மூலம் தொடர்ந்து வந்துள்ளன","தலை முறை   தலை முறை களாக   ' ம ஹ ராஜ் '   மற்றும்   ' கான் சா மா க்கள் '   ( இந்தியாவில்   ச மை யல்   நி பு ண ர் களுக்கு   வழங்கு ம்   பாரம்பரிய ப்   பெயர் )   நூற்றாண்டு களின்   கால வோ ட்ட த்தில்   ச மை யல்   ப க்கு வ ங்களை ப்   பரி பூ ரண ப்   படுத்தி யுள்ள னர்,   இந்த ச்   ச மை யல்   ப க்கு வ ங்கள்   ஆயி ர க்கணக்கான   ஆண்டு களாக   சொல் வழி   மர பு   மூலம்   தொடர்ந்து   வந்து ள்ள ன",77
18,"பாரம்பரியமாக, இந்த உணவுகளை வாஸ்தா வஸா எனும் தலைமைச் சமையல்காரரும் அவருக்கு உதவும் வஸாக்கள் எனும் சமையல்காரர்களின் குழுவும் தான் சமைப்பார்கள்","பாரம்பரிய மாக ,   இந்த   உணவு களை   வா ஸ்தா   வ ஸா   எனும்   தலைமை ச்   ச மை யல் கார ரும்   அவருக்கு   உத வும்   வ ஸா க்கள்   எனும்   ச மை யல் கார ர்களின்   குழு வும்   தான்   ச மை ப்பா ர்கள்",37
19,"பாவ் பாஜி மகாராஷ்டிரத்தைச் சேர்ந்த ஒரு துரித உணவு, அதில் வழக்கமாக வெண்ணையில் செய்யும் கெட்டியான காய்கறிக் குழம்பும் (பாஜி) அதனுடன் சேர்த்துச் சாப்பிட மிருதுவான ரொட்டித் துண்டும் (பாவ்) இருக்கும்","பா வ்   பா ஜி   மகா ராஷ்டி ர த்தை ச்   சேர்ந்த   ஒரு   து ரி த   உணவு ,   அதில்   வழக்கமாக   வெ ண் ணை யில்   செய்யும்   கெ ட்டி யான   காய் க றி க்   குழ ம்பு ம்   ( பா ஜி )   அத னுடன்   சேர்த்து ச்   சா ப்பிட   மி ரு து வான   ரொ ட்டி த்   து ண்டு ம்   ( பா வ் )   இருக்கும்",58
20,"லல் தத் மற்றும் ஹப்பா காத்தூனின் காஷ்மீரி கவிதைகள் மறைஞானப் போக்கும் தீவிர வேதனை வெளிப்பாடும் கொண்டுள்ளன, ராஜஸ்தானி மொழியில் உள்ள மீராபாய் கவிதைகள் தனித்துவமிக்க இறைபக்தித் தன்மைக்குப் பெயர்போனவை, தமிழில் ஆண்டாளின் மறைஞானக் கவிதைகளும் கன்னடத்தில் அக்கா மகாதேவியின் வசனங்களும் அந்தக் காலகட்டத்தின் இலக்கியத்திற்குப் பெண்கள் அளித்த மாபெரும் பங்களிப்பின் சான்றுகளாக விளங்குகின்றன","ல ல்   த த்   மற்றும்   ஹ ப்பா   கா த்தூ னின்   காஷ்மீ ரி   கவி தை கள்   மறை ஞா ன ப்   போ க்கும்   தீவிர   வே தனை   வெளி ப்பா டும்   கொண்டு ள்ள ன,   ராஜஸ்தா னி   மொழி யில்   உள்ள   மீ ரா பாய்   கவி தை கள்   தனித்துவ மிக்க   இ றை ப க்தி த்   தன் மை க்கு ப்   பெயர் போ ன வை ,   தமி ழி ல்   ஆ ண்டா ளின்   மறை ஞா ன க்   கவி தை களும்   க ன்ன ட த்தில்   அ க்கா   மகா தேவி யின்   வச ன ங்களும்   அந்த க்   காலகட்ட த்தின்   இலக்கிய த்திற்கு ப்   பெண்கள்   அளி த்த   மாபெரும்   பங்களி ப்பின்   சா ன்று களாக   விளங்கு கின்றன",100
21,பௌத்த சுவரோவியங்களைக் கொண்ட பாக் குகைகள் மத்தியப் பிரதேசத்தின் தார் மாவட்டத்திலிருந்து 97 கிலோமீட்டர் தொலைவில் அமைந்துள்ளன,பௌத்த   சு வ ரோ விய ங்களை க்   கொண்ட   பாக்   குகை கள்   மத்திய ப்   பிரதேச த்தின்   தார்   மாவட்ட த்திலிருந்து   9 7   கிலோமீட்டர்   தொலைவில்   அமைந்துள்ள ன,24
22,"சம்ஸ்கிருத இலக்கியத்தில் மூலா என்ற சொல் அதன் வழக்கமான பொருளில் ஒரு செடி அல்லது மரத்தின் வேரைக் குறிக்கிறது, எனினும் குறியீடு ரீதியாக அது ஒன்றின் அடிப்பாகம், கீழ்ப்பகுதி அல்லது அடிப்பகுதி என்பதைக் குறிக்கிறது","சம் ஸ் கிரு த   இலக்கிய த்தில்   மூ லா   என்ற   சொல்   அதன்   வழக்கமான   பொரு ளில்   ஒரு   செ டி   அல்லது   மர த்தின்   வே ரை க்   குறி க்கிற து,   எனினும்   குறி யீ டு   ரீதியாக   அது   ஒன்றி ன்   அடி ப்பாக ம்,   கீழ் ப்பகுதி   அல்லது   அடி ப்பகுதி   என்பதை க்   குறி க்கிற து",47
23,சிந்து சமவெளி நாகரிகம் பல்வேறு துறைகளைச் சார்ந்த தொழில்நுட்ப அறிவுக்குப் பிரசித்தி பெற்றது,சிந்து   சமவெளி   நா கரி கம்   பல்வேறு   துறை களை ச்   சார்ந்த   தொழில்நுட்ப   அறி வுக்கு ப்   பிர சி த்தி   பெற்ற து,19
24,"கௌரவர்கள் அனைவரும் மடிந்து போகிறார்கள், பஞ்ச பாண்டவர்களும் ஸ்ரீகிருஷ்ணரும் மட்டுமே உயிர்தப்புகின்றனர்","கௌ ர வர்கள்   அனை வரும்   ம டி ந்து   போ கிறா ர்கள்,   ப ஞ்ச   பா ண்ட வர் களும்   ஸ்ரீ கிருஷ்ண ரும்   மட்டுமே   உயி ர் த ப்பு கின்ற னர்",27
25,"போர் பதினெட்டு நாட்கள் உக்கிரமாக நடக்கிறது, இறுதியில் கௌரவர்கள் தோல்வியடைகின்றனர்","போர்   பதி னெ ட்டு   நாட் கள்   உ க்கிர மாக   நட க்கிற து,   இறுதியில்   கௌ ர வர்கள்   தோல்விய டை கின்ற னர்",20
26,"அஸ்தினாபுரத்தின் ஆட்சிக்கு வாரிசு யார் என்ற சண்டை தான் மகாபாரதத்தின் மையக் கதை, அந்த ராஜ்யம் இன்றைய தில்லியை அடுத்து வடக்கே இருந்தது, அதுவே பரதர்கள் என்று பொதுவாக அறியப்படும் கோத்திரத்தின் பூர்வீக நாடு","அ ஸ்தி னா புர த்தின்   ஆட்சி க்கு   வாரி சு   யார்   என்ற   சண்டை   தான்   மகா பாரத த்தின்   மைய க்   கதை ,   அந்த   ராஜ் யம்   இன்றைய   தில்லி யை   அ டுத்து   வடக்கே   இருந்த து,   அது வே   பர த ர்கள்   என்று   பொதுவாக   அறிய ப்படும்   கோ த்திர த்தின்   பூர் வீ க   நாடு",47
27,கர்நாடகத்தில் சைவம் உண்பவர்களின் எண்ணிக்கை அசைவம் உண்பவர்களின் எண்ணிக்கையை விட அதிகமாக இருப்பதால் அந்த மாநிலத்தின் உணவுப் பழக்கத்தில் பெரும்பாலும் சைவ உணவுகளே அடங்கியுள்ளன,கர்நா டக த்தில்   சை வம்   உண் பவர் களின்   எண்ணிக்கை   அ சை வம்   உண் பவர் களின்   எண்ணிக்கை யை   விட   அதிகமாக   இருப்ப தால்   அந்த   மாநிலத்தின்   உணவு ப்   பழ க்க த்தில்   பெரும்பாலும்   சை வ   உணவு க ளே   அட ங்கி யுள்ள ன,38
28,"அவருக்கு சஞ்சயன் பதிலளித்து, போர்க்களத்தில் என்ன நடக்கிறது என்பதைக் கூறுகிறார்","அவருக்கு   ச ஞ்ச யன்   பதி ல ளி த்து,   போர் க்க ள த்தில்   என்ன   நட க்கிற து   என்பதை க்   கூறு கிறா ர்",21
29,"தமிழில் சிலப்பதிகாரம், மணிமேகலை என்ற இரு காப்பியங்கள் உள்ளன","தமி ழி ல்   சில ப்பதி கார ம்,   மணி மே கலை   என்ற   இரு   கா ப்பிய ங்கள்   உள்ளன",16
30,இந்தப் பகுதியில் மிளகாய்ப் பொடி எச்சரிக்கையுடன் பயன்படுத்தப்படுகிறது,இந்த ப்   பகுதியில்   மி ள காய் ப்   பொ டி   எ ச்சரி க்கை யுடன்   பயன்படுத்த ப்படு கிறது,16
31,"யோகா என்ற சொல் யுஜ் என்ற சம்ஸ்கிருத வேர்ச்சொல்லிருந்து பிறக்கிறது, அதற்கு இணைத்தல், பிணைத்துக் கட்டுதல் அல்லது ஒன்றுபடுதல் என்று அர்த்தம்","யோகா   என்ற   சொல்   யு ஜ்   என்ற   சம் ஸ் கிரு த   வே ர் ச் சொல் லிருந்து   பிற க்கிற து,   அதற்கு   இணை த்த ல்,   பி ணை த்து க்   கட்டு தல்   அல்லது   ஒன்று படு தல்   என்று   அர் த்தம்",35
32,"இன்றைய ஒடிசி நடனம், ஒரிசாவின் கோவில் சுவர்களில் பல்வேறு படிவப்பாங்கு சார்ந்து செதுக்கப்பட்டுள்ள எண்ணற்ற சிற்பங்களிலிருந்து உருவாகி வளர்ந்துள்ளது","இன்றைய   ஒடி சி   நடன ம்,   ஒ ரி சா வின்   கோவில்   சு வர் களில்   பல்வேறு   படி வ ப்பா ங்கு   சார் ந்து   செது க்கப்பட்டுள்ள   எண் ண ற்ற   சிற்ப ங்களிலிருந்து   உருவா கி   வளர் ந்துள்ள து",32
33,"வசிஸ்தர் இப்போது அரசரை நோக்கி, ""அரசே, நீங்கள் வாக்குறுதி அளித்துவிட்டால் பிறகு அதை மறுப்பது உங்களுக்கு உகந்ததல்ல"" என்று மென்மையாகக் கூறினார்","வசி ஸ் தர்   இப்போது   அரச ரை   நோக்கி ,   "" அர சே ,   நீங்கள்   வாக்கு றுதி   அளி த்து விட்டா ல்   பிறகு   அதை   மறு ப்பது   உங்களுக்கு   உ கந்த த ல்ல ""   என்று   மெ ன்மை யாக க்   கூறி னார்",36
34,அர்ஜுனர் எந்தளவுக்கு நிராசை அடைந்துள்ளார் என்பதை உணரும்போது தான் கிருஷ்ணர் தனது எண்ணத்தை மாற்றிக் கொண்டு இவ்வுலகில் தர்மச் செயல்கள் இயங்கும் இரகசியங்களைக் கற்பிக்கத் தொடங்குகிறார்,அர் ஜு னர்   எந்த ள வுக்கு   நி ரா சை   அடை ந்து ள்ளா ர்   என்பதை   உண ரும் போது   தான்   கிருஷ்ண ர்   தனது   எண் ணத்தை   மாற்றி க்   கொண்டு   இவ் வு ல கில்   தர் ம ச்   செயல் கள்   இய ங்கும்   இர க சிய ங்களை க்   கற் பி க்க த்   தொடங்கு கிறா ர்,49
35,குழாயில் அரிசிமாவைச் சேர்க்கும்போது இடையிடையே சிறிது துருவிய தேங்காயும் சேர்த்துக் கொள்ளலாம்,கு ழா யில்   அரி சி மா வை ச்   சேர் க்கும் போது   இடை யி டையே   சிறிது   துரு விய   தே ங்கா யும்   சேர்த்து க்   கொள்ள லாம்,24
36,முதலில் அந்தக் குழாய்க்குள் ஒரு கரண்டி நிரம்ப துருவிய தேங்காயையும் அதன்பின் நன்றாகக் கலந்த அரிசிமாவையும் சேர்க்க வேண்டும்,முதலில்   அந்த க்   கு ழா ய் க்குள்   ஒரு   கர ண்டி   நி ரம்ப   துரு விய   தே ங்கா யையும்   அதன் பின்   ந ன்றா க க்   கல ந்த   அரி சி மா வையும்   சேர் க்க   வேண்டும்,32
37,"மஹாராஜா ரஞ்சித் சிங் அளித்த கொடையின் பலனாக சுமார் கிபி 1835இல் நான்டடில் நுட்பமாகச் செதுக்குவேலை செய்யப்பட்ட பிரமாண்டமான பொன் மாடம் வீற்றுள்ள ஓர் அழகான, மனதைக் கொள்ளைகொள்கிற குருத்வாரா கட்டப்பட்டது","மஹா ராஜா   ர ஞ்சி த்   சிங்   அளி த்த   கொ டை யின்   பல னாக   சுமார்   கிபி   18 3 5இல்   நான் ட டி ல்   நுட்ப மாக ச்   செது க்கு வேலை   செய்யப்பட்ட   பிர மா ண்ட மான   பொ ன்   மா டம்   வீ ற்று ள்ள   ஓர்   அழ கா ன,   மன தை க்   கொள் ளை கொள் கிற   குரு த் வா ரா   கட்டப்பட்ட து",57
38,திட்டமிடப்பட்ட சந்தம் அல்லது தாள அசையை தக்கவைத்துள்ள ஸ்வரங்களுக்கேற்ப அமைக்கப்பட்ட இந்தக் குறிப்பிட்ட ருச்சாக்களின் தொகுப்பே சாமவேதம்,திட்டமிட ப்பட்ட   ச ந்த ம்   அல்லது   தாள   அ சை யை   த க்க வைத்து ள்ள   ஸ்வர ங்களு க்கே ற்ப   அமை க்கப்பட்ட   இந்த க்   குறிப்பிட்ட   ரு ச்சா க்களின்   தொகு ப்பே   சா ம வே தம்,32
39,பண்டைய அயோத்தியா நமது நவீனகால நகரங்களை விடக் குறைந்ததல்ல என்பது கோசலையின் தலைநகரம் குறித்த வால்மிகியின் வர்ணனையிலிருந்து தெளிவாகிறது,பண்டைய   அ யோ த்தியா   ந மது   நவீன கால   நகர ங்களை   விட க்   குறைந்த த ல்ல   என்பது   கோ ச லை யின்   தலை நகரம்   குறித்த   வால் மி கி யின்   வர் ண னை யிலிருந்து   தெளி வா கிறது,34
40,"நான் செய்வேன்' என்று சொல்லிவிட்டால், பிறகு அதைச் செய்தாக வேண்டும், வேறு வழியில்லை","நான்   செய் வே ன் '   என்று   சொ ல்லி விட்டா ல்,   பிறகு   அதை ச்   செய் தாக   வேண்டும்,   வேறு   வழி யில் லை",20
41,"சமீப காலங்களில், ரூபாயின் மாற்று விகிதம் குறித்தும் நமது அந்நியச் செலாவணி போதியளவில் உள்ளதா என்பது குறித்தும் வேறுபட்ட கருத்துக்கள் நிலவி வருகின்றன","சமீப   கால ங்களில்,   ரூ பா யின்   மாற்று   விகிதம்   குறித்து ம்   ந மது   அ ந் நிய ச்   செ லா வணி   போ திய ளவில்   உள்ள தா   என்பது   குறித்து ம்   வேறு பட்ட   கருத்து க்கள்   நில வி   வரு கின்றன",35
42,"ஒரு கிரெடிட் கார்டு கணக்கு தவணைத் தேதி முடிந்து மூன்று நாட்களுக்குப் பிறகும் தவணை செலுத்தாமல் இருந்தால் மட்டுமே, வங்கிகள் அந்தக் கிரெடிட் கார்டு கணக்கை தவணை செலுத்தாதது என்று கடன் தகவல் நிறுவனங்களுக்கு (சிஐசி) தெரிவிக்கலாம் அல்லது ஏதேனும் அபராதக் கட்டணங்களை - அதாவது, தாமத காலக் கட்டணங்களை - விதிக்கலாம்","ஒரு   கிரெடிட்   கார்டு   கணக்கு   தவ ணை த்   தேதி   முடி ந்து   மூன்று   நாட் களுக்கு ப்   பிறகு ம்   தவ ணை   செலு த்தா மல்   இருந்தால்   மட்டுமே ,   வங்கி கள்   அந்த க்   கிரெடிட்   கார்டு   கண க்கை   தவ ணை   செலு த்தா த து   என்று   கடன்   தகவல்   நிறுவன ங்களுக்கு   ( சி ஐ சி )   தெரிவி க்கலாம்   அல்லது   ஏதேனும்   அ பரா த க்   கட்டண ங்களை   -   அ தா வது,   தா மத   கால க்   கட்டண ங்களை   -   விதி க்கலாம்",71
43,நாடுகள் தமது நிதி நிலையை மேம்படுத்த உள்வரும் நேரடி முதலீடுகளை வரவேற்கலாம்,நாடு கள்   த மது   நிதி   நிலையை   மேம்ப டுத்த   உள் வரும்   நேர டி   முதலீடு களை   வர வே ற்க லாம்,18
44,"எனினும் இந்த பேக்கேஜை விரைவாக நடைமுறைப்படுத்த ஊக்கமளிக்கும் வகையில், அங்கீகாரமளித்த பேக்கேஜை அந்த வங்கி தமக்கு விண்ணப்பம் வந்த தேதியிலிருந்து 90 நாட்களுக்குள் நடைமுறைப்படுத்தி இருந்தால், மறுகட்டமைப்புக்கான விண்ணப்பத்தை அந்த வங்கி பெற்றபோது நிலவிய அதே நிலைக்கு சொத்து வகைப்படுத்தல் நிலை மீட்கப்படலாம்","எனினும்   இந்த   பே க்கே ஜை   விரைவாக   நடைமுறை ப்படுத்த   ஊ க்க மளி க்கும்   வகை யில்,   அங்கீ கார மளி த்த   பே க்கே ஜை   அந்த   வங்கி   த ம க்கு   வி ண்ண ப்ப ம்   வந்த   தேதி யிலிருந்து   90   நாட் களுக்கு ள்   நடைமுறை ப்படுத்தி   இருந்தால்,   மறு கட்ட மைப்பு க்கான   வி ண்ண ப்ப த்தை   அந்த   வங்கி   பெற்ற போது   நில விய   அதே   நிலை க்கு   சொத்து   வகை ப்படுத்த ல்   நிலை   மீட் க ப்பட லாம்",66
45,"தனியார் மூலதனக் குவிப்பின் இயங்குமுறையினால் செல்வம் தவிர்க்கமுடியாத விதத்தில் வெகுசில கரங்களுக்குள் குவிந்துவிடுகிறதா அல்லது வளர்ச்சி, போட்டி, தொழில்நுட்ப முன்னேற்றம் ஆகியவற்றின் சமநிலையாக்கச் சக்திகள் மூலம் அது ஏற்றத்தாழ்வைக் குறைக்கிறதா","தனியார்   மூல தன க்   கு வி ப்பின்   இய ங்கு முறை யி னால்   செல் வம்   தவி ர்க்க முடியாத   வித த்தில்   வெகு சில   கர ங்களுக்கு ள்   கு வி ந்து விடு கிற தா   அல்லது   வளர்ச்சி ,   போட்டி ,   தொழில்நுட்ப   முன்னே ற்றம்   ஆகியவ ற்றின்   சம நிலை யா க்க ச்   சக்தி கள்   மூலம்   அது   ஏற்ற த்தா ழ் வை க்   குறை க்கிற தா",57
46,இது அளவுக்கதிகமான வேகத்தில் மாற்றம் ஏற்படுவதைத் தடுப்பதற்கும் எதிர்பார்ப்புகளை நிலைப்படுத்துவதற்கும் சந்தையில் தலையீடு செய்கிறது,இது   அளவு க்க தி கமான   வேக த்தில்   மாற்ற ம்   ஏற்படு வதை த்   தடு ப்பதற்கு ம்   எதிர்பார் ப்புகளை   நிலை ப்படு த்துவதற்கு ம்   சந்தை யில்   தலை யீ டு   செய் கிறது,28
47,"இரண்டாம் காலாண்டிற்கான தரவு வெகு வேகமான மாறுதல்களைக் கொண்டிருப்பது, பொருளாதாரச் செயல்பாடு தொடர்ந்து பாதிப்புகளைத் தாங்கிவருவதைக் காட்டுகிறது","இரண்டாம்   கா லா ண்டி ற்கா ன   தர வு   வெகு   வேக மான   மாறு தல் களை க்   கொ ண்டிரு ப்ப து,   பொருளாதார ச்   செயல் பாடு   தொடர்ந்து   பாதி ப்புகளை த்   தா ங்கி வரு வதை க்   காட்டு கிறது",34
