sentence_index,original_sentence,tokenized_sentence,token_count
11,"चेट्टिनाड्-पाकक्रमः इत्येषः तमिळुनाडुराज्यस्य चेट्टिनाड्-प्रदेशस्य नाटुकोटै-चेट्टियार्, अथवा यथा ते स्वमाह्वयन्ति नगरथार्, इत्येतस्य समुदायस्य पाकक्रमः वर्तते","चे ट्टि ना ड्- पा क क्र मः   इत्येषः   तमिळुनाडु राज्यस्य   चे ट्टि ना ड्- प्रदेशस्य   ना टु को टै - चे ट्टि या र्,   अथवा   यथा   ते   स्व मा ह्व यन्ति   नगर था र्,   इत्येतस्य   समुदा यस्य   पा क क्र मः   वर्तते",43
12,"गन्धवल्कलः भारतस्य स्थानीयविशेषः वर्तते, तथैव तस्य उपयोगाः स्वादकत्वाद् आरभ्य वैद्यकीयान्तं दृश्यन्ते","ग न्ध व ल्क लः   भारतस्य   स्थानीय विशे षः   वर्तते,   तथैव   तस्य   उपयो गाः   स्वा द क त्वा द्   आरभ्य   वै द्य की या न्तं   दृश्य न्ते",27
13,शुष्कपेषकेन अथवा पाषाणपेषकेन इदं पिष्टं करोतु,शुष्क पे ष केन   अथवा   पा षा ण पे ष केन   इदं   पि ष्टं   करोतु,15
14,"पञ्जाब्-राज्ये प्रत्येकं नगरस्य भिन्नरुचयः सन्ति, यथा अमृतसरस्य जनेभ्यः अमृतसरी-कुल्चे, पूरित-पराठाः तथा क्षीरखाद्यानि विशेषेण रोचन्ते","पञ्जाब् -राज्ये   प्रत्येकं   नगरस्य   भिन्न रु च यः   सन्ति,   यथा   अ मृ त स रस्य   ज नेभ्यः   अ मृ त स री- कु ल्चे ,   पू रि त- परा ठाः   तथा   क्षी र खा द्या नि   विशे षे ण   रोच न्ते",41
15,"रामं ऋषिणा सह प्रेषय, लक्ष्मणञ्च","रा मं   ऋ षि णा   सह   प्रेष य ,   ल क्ष्म ण ञ्च",13
16,परं मङ्गलपाण्डे-वर्यस्य इदं वीरकार्यम् उन्नताय श्रेष्ठाय च तत्त्वाय भक्त्या कृतम्,परं   मङ्ग ल पा ण्डे -वर्यस्य   इदं   वी र कार्य म्   उन्न ता य   श्रे ष्ठा य   च   त त्त्वा य   भ क्त्या   कृतम्,24
17,"यदा पलाण्डुः पारदर्शकत्वं भजते, तदा हरिद्राचूर्णेन सह प्रक्लिन्नम् अवेरजस्य वा मांसं स्थापयित्वा, यावत् उपस्कराः मांसेन उपग्रस्यन्ते तावत् ५-६ निमेषपर्यन्तं भर्जनं कुर्वन्तु","यदा   पला ण्डुः   पार दर्श क त्वं   भ ज ते,   तदा   हरि द्रा चू र्णे न   सह   प्र क्लि न्न म्   अ वे रज स्य   वा   मां सं   स्थाप यित्वा ,   यावत्   उप स्क राः   मां सेन   उप ग्र स्य न्ते   तावत्   ५ - ६   निमे ष पर्यन्तं   भ र्ज नं   कुर्व न्तु",53
18,हितोपदेशः इति लौकिकविवेकं प्राणि-पक्षि-मानव-पात्रैः प्रस्तुवानः ग्रन्थः वर्तते,हि तो प देशः   इति   लौ कि क वि वे कं   प्रा णि -प क्षि - मानव -पा त्रैः   प्रस्तु वा नः   ग्र न्थः   वर्तते,25
19,संस्कृतभाषायाः अभिव्यञ्जने प्रावीण्यं तथा विद्वच्चारित्र्यस्य ज्ञानं चोत्तेजयितुं ग्रन्थस्यास्य उद्देशः आसीदिति भासते,संस्कृ त भाषायाः   अभि व्य ञ्ज ने   प्रा वी ण्यं   तथा   वि द्व च्चा रि त्र्य स्य   ज्ञा नं   चो त्ते ज यितुं   ग्र न्थ स्या स्य   उ द्दे शः   आसी दि ति   भा स ते,36
20,प्राध्यापकः असितकुमार् बन्ध्योपाध्यायः १९९४ तथा १९९५ तमेषु वर्षेषु स्वनगरस्य हौरा इत्यस्य सम्पूर्ण-इतिहासं हौराह् शहरेर् इतिबृत्तो (प्रथम-द्वितीय-खण्डौ) इत्यनया शिर्षकया सङ्गृह्य दिक्प्रवर्तक-कार्यं चकार,प्रा ध्याप कः   अ सि त कुमा र्   ब न्ध्यो पा ध्या यः   १९९ ४   तथा   १९९ ५   तमेषु   वर्षेषु   स्व नगरस्य   हौ रा   इत्यस्य   सम्पूर्ण - इतिहा सं   हौ रा ह्   श ह रे र्   इति बृ त्तो   ( प्रथम - द्वितीय- ख ण्डौ )   इत्यनया   शि र्ष कया   स ङ्गृ ह्य   दि क्प्र वर्त क- कार्यं   च कार,60
21,"चैत्यभवनस्य मुखे अर्धवृत्ताकारं चैत्यद्वारं प्रधानतया वर्तते, यच्च काष्ठनिर्मितः विवृतपुरोभागः, अपि च कुत्रचित् प्रधानतया चैत्यद्वारस्य वातायनं न भवति","चै त्य भव नस्य   मु खे   अर्ध वृत्ता का रं   चै त्य द्वा रं   प्रधान तया   वर्तते,   य च्च   का ष्ठ निर्मि तः   वि वृ त पु रो भागः ,   अपि   च   कु त्र चित्   प्रधान तया   चै त्य द्वा रस्य   वाता यनं   न   भवति",45
22,’महराज्’ तथा ’खन्सामा’ (यथा भारते पाकप्रवीणाः सम्प्रदायम् अनु आहूयन्ते) इत्येतेषां सन्ततयः शतमानेभ्यः पाकक्रमान् परिपक्वान् अकुर्वन् तथा च एते पाकक्रमाः सहस्रेभ्यः वर्षेभ्यः मौखिकपरम्परया अन्ववर्तन्त,’ मह राज् ’   तथा   ’ ख न्सा मा ’   ( यथा   भारते   पा क प्र वी णाः   सम्प्र दा यम्   अनु   आ हू यन्ते )   इत्येतेषां   स न्त तयः   श तमा नेभ्यः   पा क क्र मान्   परि प क्वा न्   अ कुर्वन्   तथा   च   एते   पा क क्र माः   सह स्रे भ्यः   वर्षेभ्यः   मौ खि क परम्प र या   अन्व वर्त न्त,63
23,"साम्प्रदायिकतया अयं पाकः मुख्यपाचकेन वस्ता वाज़ा इत्यनेन क्रियते, अन्येषां पाचकानां अर्थात् वाज़ा इत्येतेषां सहकारेण","सा म्प्र दायि कतया   अयं   पा कः   मुख्य पा च केन   व स्ता   वा ज़ा   इत्यनेन   क्रिय ते,   अन्येषां   पा च कानां   अ र्थात्   वा ज़ा   इत्येतेषां   सह कारेण",29
24,पाव् भाजी - इत्येतत् महाराष्ट्रस्य लघुभक्ष्यमस्ति यस्मिन् सामान्यतया नवनीतेन कृतः सान्द्रः शाकक्वाथः (भाजी) तथा मृदु-ब्रेड् (पाव्) भवतः,पा व्   भा जी   -   इत्येतत्   महाराष्ट्र स्य   लघु भ क्ष्य म स्ति   यस्मिन्   सामान्यतया   नव नी तेन   कृतः   सा न्द्रः   शा क क्वा थः   ( भा जी )   तथा   मृ दु - ब्रे ड्   ( पा व् )   भवतः,40
25,"लाल्-देद् तथा हब्बा खातून् इत्येतयोः काश्मीरी-रचनाः, तासां आनुभाविकस्वादेन अत्युत्कटेन करुणारसेन च प्रसिद्धाः सन्ति, मीराबायी इत्यस्याः राजस्थानी-रचनाः विशिष्टेन भक्तिभावेन प्रसिद्धाः, तथा च तमिळुभाषायाम् आण्डाळ् इत्यस्याः अनुभावः, कन्नडभाषायाम् अक्कमहादेव्याः वचनानि च स्वकालस्य साहित्ये महिलानां महायोगदानस्य प्रमाणनि सन्ति","ला ल्- दे द्   तथा   ह ब्बा   खा तू न्   इत्येतयोः   काश्मी री- रच नाः ,   ता सां   आ नु भा विक स्वा दे न   अ त्यु त्क टे न   क रु णा र सेन   च   प्रसिद्धाः   सन्ति,   मी रा बा यी   इत्यस्याः   राज स्थानी - रच नाः   विशि ष्टे न   भ क्ति भावे न   प्रसिद्धाः ,   तथा   च   तमिळु भाषा या म्   आ ण्डा ळ्   इत्यस्याः   अनु भावः ,   कन्नड भाषा या म्   अ क्क महा दे व्याः   व च नानि   च   स्व कालस्य   साहि त्ये   महिलानां   महा योग दा नस्य   प्रमाण नि   सन्ति",95
26,"बौद्धभित्तिचित्रयुक्ताः बाग्-गुहाः नाम, मध्यप्रदेशस्य धार्-मण्डलात् ९७ कि","बौद्ध भि त्ति चित्र युक्ताः   बा ग्- गुहाः   नाम ,   मध्यप्रदेशस्य   धा र्- मण्ड लात्   ९ ७   कि",18
27,मी,मी,1
28,दूरे सन्ति,दूरे   सन्ति,2
29,"मूल इत्यस्य शब्दस्य संस्कृतसाहित्ये सामान्यार्थः वनस्पतेः उत वृक्षस्य मूलमिति, परं लाक्षणिकार्थे पादम् वा अधोभागः वा यस्य कस्यचित् वस्तुनः तलम् वा भवितुमर्हति","मूल   इत्यस्य   श ब्द स्य   संस्कृ त साहि त्ये   सामान्या र्थः   वनस्प तेः   उत   वृ क्ष स्य   मूल मि ति,   परं   ला क्ष णि का र्थे   पाद म्   वा   अ धो भागः   वा   यस्य   कस्य चित्   वस्तु नः   त लम्   वा   भवितु म र्ह ति",45
30,सिन्धु-उपत्यका-नागरिकता बहुषु क्षेत्रेषु स्वस्याः तान्त्रिकज्ञानार्थं प्रसिद्धा,सि न्धु - उपत्य का- नागरि कता   बहु षु   क्षेत्रेषु   स्वस्याः   ता न्त्रि क ज्ञा नार्थं   प्रसिद्धा,17
31,"सर्वे कौरवाः म्रियन्ते, केवलं पाण्डवाः कृष्णश्च अवशिष्यन्ते","सर्वे   कौ र वाः   म्रि य न्ते,   केवलं   पा ण्ड वाः   कृष्ण श्च   अवशि ष्य न्ते",16
32,"युद्धम् अष्टादशदिनपर्यन्तं संररम्भे, कौरवाणां पराजयेन च समाप","युद्ध म्   अ ष्टा दश दिन पर्यन्तं   सं र र म्भे ,   कौ र वा णां   पराज येन   च   समा प",21
33,"महाभारतस्य केन्द्रकथा हस्तिनापुरस्य सिंहासनस्य उत्तराधिकारसङ्घर्षपरा, यद् राज्यम् आधुनिक-देहलीनगरस्य उत्तरदिशि वर्तमानं, भारताः इति ख्यातस्य कुलस्य पैत्रकस्थानमासीत्","महा भारतस्य   केन्द्र कथा   ह स्ति ना पुरस्य   सिंहास नस्य   उत्तरा धि कार सङ्घ र्ष परा ,   य द्   राज्य म्   आधु निक- देहली नगरस्य   उत्तरदिशि   वर्तमा नं,   भार ताः   इति   ख्या तस्य   कु लस्य   पै त्र क स्थान मा सी त्",42
34,"कार्णाटकराज्ये सस्याहारिणां सङ्ख्या मांसाहारिणां सङ्ख्याम् अतिशेते, अतः, तेषां पाकपद्धतौ मुख्यतया सस्याहाराः दृश्यन्ते","का र्णाट क राज्ये   स स्या हा रि णां   सङ्ख्या   मां साहा रि णां   सङ्ख्या म्   अति शे ते,   अ तः,   तेषां   पा क पद्ध तौ   मुख्यतया   स स्या हा राः   दृश्य न्ते",33
35,"तं सञ्जयः उत्तरति, यश्च युद्धभूमौ किं प्रचलतीति निरूपयति","तं   स ञ्ज यः   उत्तर ति,   य श्च   युद्ध भूमौ   किं   प्रचल ती ति   नि रूप यति",17
36,सिलप्पदिकारम् मणिमेकलै च तमिळुभाषायाः महाकाव्ये द्वे स्तः,सि ल प्प दि कार म्   मणि मे क लै   च   तमिळु भाषायाः   महा का व्ये   द्वे   स्तः,18
37,मरीचपिष्टस्य उपयोगः अस्मिन् प्रदेशे विमृश्य क्रियते,म री च पि ष्ट स्य   उपयोगः   अस्मिन्   प्रदेशे   वि मृ श्य   क्रि यते,14
38,"योगशब्दः संस्कृतस्य युज्-धातुना व्युत्पन्नः, यस्यार्थः सङ्घटनं, संयोगः इत्यादिः","योग श ब्दः   संस्कृ तस्य   यु ज्- धा तु ना   व्यु त्प न्नः ,   य स्या र्थः   सङ्घ ट नं,   सं योगः   इत्या दिः",24
39,"अद्यतनम् ओडिस्सीनृत्यम्, ओरिस्सा-राज्यस्य देवालयभित्तिषु निकृत्तेभ्यः विविधवस्तुयुतेभ्यः अनन्तशिल्पेभ्यः विकसितमस्ति","अद्य त नम्   ओडि स्सी नृत्य म्,   ओ रि स्सा -राज्यस्य   देवा लय भि त्ति षु   नि कृ त्ते भ्यः   विविध वस्तु यु तेभ्यः   अ नन्त शि ल्पे भ्यः   विकसि तम स्ति",32
40,"वसिष्ठः अधुना राजानम् उपसृत्य बभाषे, ""राजन्, एकदा प्रतिज्ञाय यदि तन्निराकरोषि तन्न शोभायै"" इति","व सि ष्ठः   अधुना   राजा नम्   उप सृ त्य   ब भा षे ,   "" राज न्,   एकदा   प्रति ज्ञा य   यदि   त न्नि रा करो षि   त न्न   शो भा यै ""   इति",33
41,यदा कृष्णः अर्जुनस्य विषादस्य गाढताम् अवगच्छति तदा स्वमनोभावं परिवृत्य लोके धार्मिककर्मणः रहस्यानि बोधयितुम् आरभते,यदा   कृ ष्णः   अ र्जु नस्य   वि षा दस्य   गा ढ ताम्   अव गच्छति   तदा   स्व मनो भा वं   परि वृ त्य   लो के   धार्मि क कर्म णः   र ह स्या नि   बो ध यितु म्   आरभ ते,38
42,"तण्डुलपिष्टं कूप्यां स्थापयमानेन भवता, मध्ये मध्ये, किञ्चित्प्रमाणं घर्षितनारिकेलं च स्थीयेत","तण्डु ल पि ष्टं   कू प्यां   स्थाप यमा नेन   भवता ,   मध्ये   मध्ये ,   किञ्चि त्प्र मा णं   घ र्षि त ना रि के लं   च   स्थी ये त",29
43,भवता प्रथमं कम्बिपूर्तं घर्षितनारिकेलं कूप्यां स्थापयित्वा सुमिश्रितं तण्डुलपिष्टं स्थीयेत,भवता   प्रथमं   क म्बि पू र्तं   घ र्षि त ना रि के लं   कू प्यां   स्थाप यित्वा   सु मि श्रि तं   तण्डु ल पि ष्टं   स्थी ये त,28
44,१८३५ सा,१८ ३५   सा,3
45,श,श,1
46,"काले, नान्देड् इत्यत्र महाराज्ञः रञ्जित् सिङ्घस्य दत्त्या सुन्दरस्य विस्मेरकारिणः गुरुद्वारस्य निर्माणः समभावि, यच्च निशितशिल्पयुजा मनोहारिणा स्वर्णगोपुरेण प्रशस्तम् आस्ते","काले ,   ना न्दे ड्   इत्यत्र   महारा ज्ञः   र ञ्जि त्   सि ङ्घ स्य   द त्त्या   सुन्द रस्य   वि स्मे र कारि णः   गुरु द्वा रस्य   निर्मा णः   सम भा वि ,   य च्च   नि शि त शि ल्प यु जा   मनो हा रि णा   स्वर्ण गो पु रेण   प्र श स्त म्   आ स्ते",55
47,"निर्दिष्टानां ऋचाम् एतासां समाहारः सामवेदः, यश्च स्वरैः अभिवेशितः छन्दोभिः च नियतः च","निर्दि ष्टा नां   ऋ चा म्   एता सां   समा हा रः   साम वे दः ,   य श्च   स्व रैः   अभि वे शि तः   छ न्दो भिः   च   निय तः   च",30
48,"वाल्मीकेः कोसलराजधान्याः अनुवर्णनेन, सा प्रत्ना आयोद्ध्या अस्मदीयेभ्यः आधुनिकेभ्यः नगरेभ्यः न कनीयसी आस इति ज्ञायते","वा ल्मी केः   को स ल राजधा न्याः   अनु वर्ण नेन ,   सा   प्र त्ना   आयो द्ध्या   अ स्म दी येभ्यः   आधु नि केभ्यः   नगरे भ्यः   न   क नीय सी   आस   इति   ज्ञायते",33
49,’अहं करिष्ये’ इति सकृदुक्त्वा अन्यथा कर्तुं नेष्यसे,’ अ हं   करि ष्ये ’   इति   स कृ दु क्त्वा   अन्य था   कर्तुं   ने ष्य से,17
50,"आधुनिके दिवसे, रूप्यकस्य विनिमय-मूल्यविषये तथा अस्माकं फ़ारेक्स्-आरक्षितनिधेः पर्याप्तताविषये च विभिन्नविचाराः दृश्यन्ते","आधु नि के   दिवसे ,   रूप्य कस्य   वि निम य- मूल्य विषये   तथा   अ स्मा कं   फ़ा रे क्स् - आर क्षि त नि धेः   पर्या प्त ता विषये   च   विभिन्न विचा राः   दृश्य न्ते",35
51,यदा क्रेडिट्-कार्ड्-लेखे दिनत्रयपर्यन्तं देयवित्तं न पूर्यते तदा केवलं ब्याङ्क्-विशेषाः तं क्रेडिट्-कार्ड्-लेखं ऋण-सूच्यंश-संस्थाभ्यः (सि,यदा   क्रे डि ट्- कार्ड् - ले खे   दिन त्र य पर्यन्तं   दे य वि त्तं   न   पू र्य ते   तदा   केवलं   ब्या ङ्क् -विशे षाः   तं   क्रे डि ट्- कार्ड् - ले खं   ऋ ण- सू च्यं श - संस्था भ्यः   ( सि,44
52,ऐ,ऐ,1
53,सि,सि,1
54,) दानच्युतमिति सूचयन्ति अथवा विलम्बदानदण्डम् इत्यादिरिव यत्किमपि च्युतिदण्डं स्थापयन्ति,)   दा न च्यु तमि ति   सूच यन्ति   अथवा   विल म्ब दा न दण्ड म्   इत्यादि रि व   य त्कि मपि   च्यु ति द ण्डं   स्थाप यन्ति,27
55,देशाः स्वेषां वित्तीयस्थितीनां संवर्धनार्थम् आन्तरिक-साक्षात्-निवेशनम् प्रेरयेयुः,दे शाः   स्वेषां   वित्ती य स्थि ती नां   सं वर्ध नार्थ म्   आ न्तरि क- साक्षा त्- निवेश नम्   प्रे र ये युः,23
56,"तथापि, यदि ब्याङ्क्-विशेषात् आवेदनपत्रस्य प्राप्तेः ९० दिनेषु अनुमोदितः प्याकेज्-विशेषः अनुष्ठीयते, तदा प्याकेज्-विशेषस्य शीघ्रानुष्ठानस्य प्रोत्साहकरूपेण, सम्पत्ति-वर्गीकरण-स्थितिं यदा ब्याङ्क्-तः पुनर्वर्गीकरण-आवेदनं प्राप्तं तत्कालीनस्थितिं प्रति पुनःस्थापयेत्","तथापि ,   यदि   ब्या ङ्क् -विशे षा त्   आ वेद न प त्रस्य   प्रा प्तेः   ९०   दि नेषु   अनु मो दि तः   प्या के ज् -विशे षः   अनु ष्ठी यते,   तदा   प्या के ज् -विशे षस्य   शी घ्रा नु ष्ठा नस्य   प्रोत्सा ह करूपेण ,   सम्प त्ति -व र्गी कर ण- स्थि तिं   यदा   ब्या ङ्क् - तः   पुन र्व र्गी करण -आ वेद नं   प्रा प्तं   त त्काली न स्थि तिं   प्रति   पुनः स्थाप ये त्",77
57,"स्वतन्त्र-मूलधन-सङ्ग्रहस्य गतिविधयः किं नितरां केषुचित् हस्तेषु केवलं धनसङ्ग्रहं प्रेरयन्ति आहोस्वित् अभिवृद्धिः, स्पर्धा, तान्त्रिकप्रगतिः इत्याद्यः समतोलनशक्तयः असमानतां निवारयन्ति","स्वतन्त्र - मूल धन -स ङ्ग्र हस्य   गति विध यः   किं   नि त रां   केषुचित्   ह स्ते षु   केवलं   धन सङ्ग्र हं   प्रे र यन्ति   आ हो स्वि त्   अभि वृद्धिः ,   स्पर्धा ,   ता न्त्रि क प्र ग तिः   इत्या द्यः   सम तो ल न श क्त यः   अ समा न तां   निवा र यन्ति",56
58,तच्च चाञ्चल्याधिक्यं निवारयितुं तथा प्रत्याशाः स्थिरीकर्तुं विपण्याः अन्तःप्रविशति,त च्च   चा ञ्च ल्या धि क्यं   निवा रयितुं   तथा   प्रत्या शाः   स्थि री कर्तुं   विप ण्याः   अन्तः प्रवि शति,20
59,क्यू-२ इत्यस्य उच्चतरङ्ग-दत्तांशः आर्थिक-कार्यं दृढमस्ति इति सूचयति,क्यू - २   इत्यस्य   उच्च त रङ्ग -द त्तां शः   आर्थि क- कार्यं   दृढ म स्ति   इति   सूच यति,19
60,"स्थूल-अर्थशास्त्रे विषयस्तु सामान्यतया राष्ट्रपरः भवति, कथं सर्वाः विपण्यः परस्परं कार्यं कुर्वन्ति, येन अर्थशास्त्रे अग्रिगेट्-वेरियबल्स् इति यत् कथयन्ति तदुन्नतं विद्यमानं जनयन्ति इति च","स्थू ल- अर्थ शा स्त्रे   विष य स्तु   सामान्यतया   राष्ट्र प रः   भवति,   कथं   स र्वाः   विप ण्यः   परस्परं   कार्यं   कुर्व न्ति,   येन   अर्थ शा स्त्रे   अग्रि गे ट्- वे रिय ब ल्स्   इति   यत्   कथ यन्ति   त दु न्न तं   विद्य मानं   जन यन्ति   इति   च",47
61,लिक्विडिटि नाम अल्पकाले यथासम्भवं सम्पूर्ण-विपणि-मूल्यार्थे वित्तसम्बन्धिनां विभवानां विक्रयणसामर्थ्यम् उच्यते,लि क्वि डि टि   नाम   अल्प काले   यथा सम्भ वं   सम्पूर्ण -वि प णि - मूल्या र्थे   वित्त सम्ब न्धि नां   विभ वानां   विक्रय ण साम र्थ्य म्   उच्य ते,30
62,"स्थूलतया, आय-निर्धारण-नीतिः विषयनिष्ठा भवेत्, तथा च कामपि व्यक्तिनिष्ठतां विहाय प्रतिग्रहण-लेखाधारितं भवेत्","स्थू ल तया ,   आ य- निर्धा रण - नी तिः   विष य नि ष्ठा   भवे त्,   तथा   च   का मपि   व्यक्ति नि ष्ठ तां   विहाय   प्रति ग्रह ण- लेखा धारि तं   भवेत्",33
63,"अतः एतादृशानि वृद्धिमूल्यानि ओवर्-ड्यू, तेनैव एन्","अतः   एतादृ शा नि   वृ द्धि मूल्या नि   ओ व र्- ड्यू ,   ते नैव   एन्",16
64,पि,पि,1
65,ए,ए,1
66,वा वृद्धिदान-दिनाङ्कदृष्ट्या न भवन्ति,वा   वृ द्धि दा न- दिना ङ्क दृष्ट्या   न   भवन्ति,10
67,"भारतस्य वित्तदान-संविधानाम् अन्यैः प्रदेशैः संयोजनस्य सम्भावना, यथा सद्यःप्रचाल्यमानं भारतस्य यु","भारतस्य   वित्त दा न- सं विधा नाम्   अन्यैः   प्रदे शैः   संयोज नस्य   सम्भा वना ,   यथा   सद्यः प्रचा ल्य मानं   भारतस्य   यु",22
68,पि,पि,1
69,ऐ,ऐ,1
70,"इति वेगवद्वित्तदान-संविधाम् अन्यप्रदेशानां सदृशाभिः संविधाभिः मिथः संयोजनकार्यम्, अन्तर्देशीयाः वित्तदानव्यवस्थाः, प्रत्यर्पणानि च वर्धयति","इति   वे ग व द्वि त्त दा न- सं विधा म्   अन्य प्रदेशा नां   सदृ शा भिः   सं विधा भिः   मि थः   सं यो जन कार्य म्,   अन्त र्दे शी याः   वित्त दा न व्यव स्थाः ,   प्रत्य र्प णानि   च   वर्ध यति",43
71,द्रवीकृत-नैसर्गिक-अनिलं (एल्,द्र वी कृ त- नै स र्गि क- अ नि लं   ( एल्,13
72,एन्,एन्,1
73,जि,जि,1
74,") एनर्जी-विपण्याम् अतिप्रामुख्यम् आवहदस्ति, यथा तदिदानीं शक्त्युत्पादक-घटकानाम्, उद्यम-घटकानां च चालने उपयुज्यते",")   ए न र्जी -वि प ण्या म्   अति प्रा मुख्य म्   आ वह द स्ति ,   यथा   त दि दा नीं   श क्त्यु त्पाद क- घट का ना म्,   उद्य म- घट कानां   च   चाल ने   उपयुज्य ते",39
75,"यद्यपि व्यापार-स्थलानि पण्यं वर्धयितुं भवते अवकाशं यच्छन्ति, तथापि, तानि धारणक्षम-व्यापारं वर्धयितुम् अथवा भवत एव पण्यनयोग्य-ब्राण्ड् इत्येतं निर्मातुं भवन्तं समर्थं न विदधति","यद्यपि   व्यापा र- स्थ लानि   प ण्यं   वर्ध यितुं   भवते   अव का शं   य च्छ न्ति,   तथापि ,   तानि   धा रण क्ष म- व्यापा रं   वर्ध यितु म्   अथवा   भव त   एव   प ण्य न यो ग्य - ब्रा ण्ड्   इत्येतं   निर्मातुं   भवन्तं   सम र्थं   न   वि द ध ति",50
76,पेमेण्ट्-अग्रिगेटर्स् (पि,पे मे ण्ट् -अ ग्रि गे ट र्स्   ( पि,10
77,ए,ए,1
78,") इत्येते वित्तदान-व्यवस्थायां मुख्यं पात्रम् आवहन्ति, अत एव मार्च् २०२० कालादारभ्य नियमेषु अन्तर्भाविताः, तथा च, पेमेण्ट्-सिस्टम्-आपरेटर्स् (पि",")   इत्येते   वित्त दा न- व्यवस्था यां   मु ख्यं   पात्र म्   आ वह न्ति,   अ त   एव   मार्च्   २०२०   काला दा र भ्य   निय मेषु   अन्त र्भा वि ताः,   तथा   च,   पे मे ण्ट् -सि स्ट म्- आप रे ट र्स्   ( पि",43
79,एस्,एस्,1
80,ओ,ओ,1
81,) इति नाम्ना सूचिताश्च,)   इति   नाम्ना   सूचि ता श्च,6
82,"तथापि, वर्तमानाः नियमाः, ये पेमेण्ट्-अग्रिगेटर्स् इत्येते आन्लैन् अथवा इ-कामर्स् विनिमयान् कुर्वन्ति, तेभ्यः अन्वयन्ते","तथापि ,   वर्तमा नाः   नियमाः ,   ये   पे मे ण्ट् -अ ग्रि गे ट र्स्   इत्येते   आ न्लै न्   अथवा   इ - काम र्स्   वि निम यान्   कुर्व न्ति,   तेभ्यः   अन्व यन्ते",32
83,"एतादृशः देशः अपि व्यापारेण लाभं प्राप्यात् स्वस्य सापेक्षानुकूल्यद्वारा, यथा येषु उत्पन्नेषु स्वस्य केवलानुकूल्यम् अत्यधिकं वर्तते तान् नियाय, अपि च, येषु उत्पन्नेषु स्वस्य केवलानुकूल्यं तुल्यरूपेण न्यूनं (तत् धनात्मकं चेदपि) चास्ति तान् आयाय, इति रिकार्डो-वर्यस्य अभिप्रायः","एतादृ शः   देशः   अपि   व्यापा रेण   ला भं   प्रा प्या त्   स्वस्य   सा पे क्षा नु कू ल्य द्वारा ,   यथा   येषु   उत्प न्नेषु   स्वस्य   केव ला नु कू ल्य म्   अत्य धिकं   वर्तते   तान्   निया य ,   अपि   च,   येषु   उत्प न्नेषु   स्वस्य   केव ला नु कू ल्यं   तु ल्य रूपेण   न्यूनं   ( तत्   ध ना त्मकं   चे दपि )   चा स्ति   तान्   आ या य ,   इति   रि का र्डो -वर्यस्य   अभि प्रायः",75
