sentence_index,original_sentence,tokenized_sentence,token_count
17,తరతరాల 'మహారాజ్'లు మరియు 'ఖాన్సామాలు' (భారతదేశంలో నిష్ణాతులైన వంటమనిషులను సంప్రదాయంగా పిలిచే పేరు) శతాబ్దాలుగా వంటకాలను ఖచ్చితమైనవిగా చేశారు మరియు ఈ వంటకాలు చేసే పద్ధతులు వేల ఏళ్ళతరబడి మౌఖిక సంప్రదాయం ద్వారా అందించబడుతూ ఉన్నాయి,తర త రాల   ' మహా రాజ్ ' లు   మరియు   ' ఖా న్సా మా లు '   ( భారతదేశంలో   ని ష్ణా తు లైన   వంట మని షు లను   సంప్రదా యంగా   పి లిచే   పేరు )   శతా బ్దా లుగా   వంట కాలను   ఖచ్చితమైన విగా   చేశా రు   మరియు   ఈ   వంట కాలు   చేసే   పద్ధ తులు   వే ల   ఏ ళ్ళ తర బడి   మౌ ఖి క   సంప్రదాయం   ద్వారా   అందిం చబ డుతూ   ఉన్నా యి,63
18,దీని తయారీని సాంప్రదాయకంగా వాజాలు లేదా వంటవాళ్ళ సహాయంతో వాస్తా వాజా లేదా ప్రధాన వంటవారు చేస్తారు,దీని   తయా రీ ని   సాంప్రదాయ కంగా   వా జా లు   లేదా   వంట వా ళ్ళ   సహాయం తో   వా స్తా   వా జా   లేదా   ప్రధాన   వంట వారు   చేస్తా రు,25
19,"పావ్ భాజీ: ఇది మహారాష్ట్రకు చెందిన చిరుతిండి వంటకం, దీనిలో సాధారణంగా వెన్నతో తయారు చేసిన చిక్కటి కూరగాయల కూరను మెత్తటి బ్రెడ్ రోల్ (పావ్)తో కలిపి వడ్డిస్తారు","పా వ్   భా జీ :   ఇది   మహారాష్ట్ర కు   చెందిన   చిరు తిం డి   వంట కం ,   దీని లో   సాధారణంగా   వె న్న తో   తయారు   చేసిన   చి క్క టి   కూ ర గాయ ల   కూ ర ను   మె త్త టి   బ్రె డ్   రో ల్   ( పా వ్ ) తో   కలి పి   వ డ్డి స్తారు",50
20,"లల్ దెద్ మరియ హబ్బా ఖాతూన్ వంటి కాశ్మీరీ రచనలు వాటిలోని ఆధ్యాత్మిక కమ్మదనం, తీవ్రమైన ఆవేదనా భావాల వ్యక్తీకరణకి, రాజస్థాన్లో మీరాబాయి రచనలు అద్వితీయ భక్తి గుణానికి, తమిళంలోని ఆండాళ్ భావయోగము, మరియు కన్నడంలో అక్క మహాదేవి వచనలు అలనాటి సాహిత్యరంగానికి స్త్రీల ఘనమైన తోడ్పాటుకి నిదర్శనాలు","ల ల్   దె ద్   మరి య   హ బ్బా   ఖా తూ న్   వంటి   కాశ్మీ రీ   రచన లు   వాటి లోని   ఆ ధ్యా త్మి క   క మ్మ ద నం ,   తీవ్రమైన   ఆ వే ద నా   భా వా ల   వ్య క్తీ కరణ కి,   రాజస్థా న్లో   మీ రా బాయి   రచన లు   అ ద్వి తీయ   భ క్తి   గు ణానికి ,   తమి ళం లోని   ఆం డా ళ్   భా వ యో గ ము ,   మరియు   క న్న డంలో   అక్క   మహా దేవి   వ చన లు   అల నాటి   సాహి త్య రంగా నికి   స్త్రీ ల   ఘ నమైన   తో డ్పా టు కి   ని దర్శ నాలు",93
21,బౌద్ధ కుడ్య చిత్రాలు గల బాగ్ గుహలు మధ్యప్రదేశ్‌లోని ధార్ జిల్లాకు 97 కిమీ దూరంలో ఉన్నాయి,బౌద్ధ   కు డ్య   చిత్రా లు   గల   బా గ్   గుహ లు   మధ్యప్రదేశ్ ‌లోని   ధా ర్   జిల్లా కు   9 7   కిమీ   దూరంలో   ఉన్నా యి,22
22,"సంస్కృత సాహిత్యంలో మూల అనే పదానికి సాధారణ అర్ధం మొక్క లేదా చెట్టు వేరు, కానీ ఉపమానంగా, అది పాదము లేదా దేనికైనా దిగువ భాగం లేదా అడుగు","సంస్కృ త   సాహిత్యం లో   మూల   అనే   పదా నికి   సాధారణ   అ ర్ధం   మొక్క   లేదా   చె ట్టు   వే రు,   కానీ   ఉప మా నంగా,   అది   పా ద ము   లేదా   దే ని కై నా   దిగువ   భాగం   లేదా   అడుగు",34
23,సింధు లోయ నాగరికత వివిధ రంగాలలో దానికున్న సాంకేతిక పరిజ్ఞానానికి ప్రసిద్ధి చెందింది,సింధు   లోయ   నాగ రిక త   వివిధ   రంగా లలో   దాని కున్న   సాం కే తిక   పరి జ్ఞా నానికి   ప్రసిద్ధి   చెం దిం ది,20
24,"కౌరవులందరూ మరణిస్తారు; ఐదుగురు పాండవ సోదరులు, కృష్ణుడు మాత్రమే సజీవంగా మిగులుతారు","కౌ ర వు లం ద రూ   మర ణి స్తారు ;   ఐదు గురు   పాం డవ   సోదరు లు,   కృ ష్ణు డు   మాత్రమే   స జీ వం గా   మి గు లు తా రు",29
25,యుద్ధం పద్దెనిమిది రోజుల పాటు విధ్వంసకరంగా కొనసాగి కౌరవుల ఓటమితో ముగిసి పోతుంది,యుద్ధం   ప ద్దె నిమి ది   రోజుల   పాటు   వి ధ్వం స క రంగా   కొనసా గి   కౌ ర వుల   ఓ టమి తో   ముగి సి   పో తుం ది,25
26,"మహాభారతం ప్రధాన కథ ఆధునిక ఢిల్లీకి కొద్దిగా ఉత్తరాన ఉండిన రాజ్యమైన హస్తినాపురం యొక్క సింహాసనానికై పోరాటం, ఇది భరతులు అని వాడుకగా పిలువబడిన తెగకు చెందిన పూర్వీకుల రాజ్యం","మహా భార తం   ప్రధాన   కథ   ఆధునిక   ఢిల్లీ కి   కొద్ది గా   ఉత్తరాన   ఉం డిన   రాజ్య మైన   హ స్తి నా పురం   యొక్క   సింహాస నా ని కై   పోరాటం ,   ఇది   భ ర తులు   అని   వాడు క గా   పి లువ బడిన   తెగ కు   చెందిన   పూ ర్వీ కుల   రాజ్యం",44
27,కర్ణాటకలో శాఖాహారుల సంఖ్య మాంసాహారుల సంఖ్యను మించి ఉంటుంది; కాబట్టి వారి వంటకాలలో ఎక్కువమటుకు శాఖాహార వంటకాలే ఉంటాయి,కర్ణాటక లో   శా ఖా హా రు ల   సంఖ్య   మాం సా హా రు ల   సంఖ్య ను   మిం చి   ఉంటుం ది;   కాబట్టి   వారి   వంట కా లలో   ఎక్కువ మ టు కు   శా ఖా హార   వంట కాలే   ఉంటా యి,35
28,యుద్ధభూమిలో ఏం జరుగుతోందో వివరిస్తున్న సంజయుడు ఆయనకు సమాధానం చెబుతాడు,యుద్ధ భూమి లో   ఏ ం   జరుగు తోం దో   వి వరి స్తున్న   సం జ యు డు   ఆయనకు   సమా ధా నం   చెబు తా డు,22
29,తమిళంలో కనబడే రెండు మహాకావ్యాలు సిలప్పదికారం మరియు మణిమేకలై,తమి ళం లో   కన బడే   రెండు   మహా కా వ్యా లు   సి ల ప్ప ది కారం   మరియు   మణి మే క లై,20
30,ఈ ప్రాంతంలో కారం పొడి జాగ్రత్తగా వాడబడుతుంది,ఈ   ప్రాంతంలో   కారం   పొడి   జా గ్ర త్త గా   వా డ బ డుతుం ది,13
31,"యోగా అనే పదం యుజ్ అనే సంస్కృత మూలం నుండి ఉద్భవించింది, దీనర్థం దగ్గరికి చేర్చడం, కలపడం, ఏకం చేయడం","యో గా   అనే   పదం   యు జ్   అనే   సంస్కృ త   మూలం   నుండి   ఉద్భవిం చింది,   దీ న ర్థం   దగ్గ రికి   చేర్చ డం ,   కల ప డం ,   ఏ కం   చేయడం",28
32,నేటి ఒడిస్సీ అనేది ఒరిస్సాలోని ఆలయ ప్రాకారాలపై చెక్కబడిన వివిధ నేపథ్యాలకు సంబంధించిన అపరిమితమైన శిల్పాల నుండి ఉద్భవించింది,నే టి   ఒడి స్సీ   అనేది   ఒ రి స్సా లోని   ఆ లయ   ప్రా కా రా లపై   చెక్క బడిన   వివిధ   నేప థ్యా లకు   సంబంధించిన   అ పరిమి తమైన   శి ల్పా ల   నుండి   ఉద్భవిం చిం ది,32
33,"వశిష్టుడు అప్పుడు రాజు వైపు తిరిగి సౌమ్యంగా మాట్లాడారు, "" ఒక సారి మాట ఇచ్చిన తర్వాత, రాజా, తిరస్కరించటం మీకు తగదు""","వ శి ష్టు డు   అప్పుడు   రాజు   వైపు   తిరిగి   సౌ మ్యం గా   మాట్లా డా రు,   ""   ఒక   సారి   మా ట   ఇచ్చిన   తర్వాత,   రాజా ,   తిరస్క రిం చటం   మీకు   త గ దు ""</w>",31
34,అర్జునునిలో నైరాశ్యం యే మేరకు ఉందో గుర్తించిన పిమ్మటే కృష్ణుడు తన వైఖరి మార్చుకుని ఈ ప్రపంచంలో ధర్మాచరణ మర్మాలను బోధించనారంభించాడు,అ ర్జు ను ని లో   నై రా శ్యం   యే   మే రకు   ఉం దో   గుర్తిం చిన   పి మ్మ టే   కృ ష్ణు డు   తన   వై ఖ రి   మా ర్చు కుని   ఈ   ప్రపంచం లో   ధ ర్మా చ రణ   మ ర్మా లను   బో ధిం చనా రం భిం చాడు,44
35,"మీరు పాత్రలో బియ్యం పిండిని వేస్తూ, మధ్యమధ్యలో కొద్దికొద్దిగా కొబ్బరి తురుమును కూడా కలుపవచ్చు","మీరు   పాత్ర లో   బి య్యం   పిం డిని   వే స్తూ,   మధ్య మధ్య లో   కొద్ది కొద్ది గా   కొ బ్బ రి   తు రు మును   కూడా   కలు ప వచ్చు",25
36,"స్థూపాకార పాత్రలో ఒక చెంచా కొబ్బరి కోరును వేయడంతో మొదలుపెట్టి, ఆ తర్వాత బాగా కలిపిన ఆ బియ్యం పిండిని వేయవచ్చు","స్థూ పా కార   పాత్ర లో   ఒక   చెం చా   కొ బ్బ రి   కోరు ను   వేయ డంతో   మొదలు పెట్టి ,   ఆ   తర్వాత   బాగా   కలి పిన   ఆ   బి య్యం   పిం డిని   వేయ వచ్చు",30
37,"రంజిత్ సింగ్ మహారాజు విరాళం వల్ల నాందేడ్ లో కీ శే 1835 ప్రాంతంలో, సున్నితమైన చెక్కడాలతో కూడిన ఒక గంభీరమైన బంగారు గోపురం కలిగిన అందమైన మరియు విస్మయం కలిగించే గురుద్వారా నిర్మాణం జరిగింది","రం జి త్   సింగ్   మహా రాజు   విరా ళం   వల్ల   నాం దే డ్   లో   కీ   శే   18 35   ప్రాంతం లో,   సు న్ని తమైన   చెక్క డా లతో   కూడిన   ఒక   గం భీ రమైన   బంగా రు   గో పురం   కలిగిన   అంద మైన   మరియు   వి స్మ యం   కలిగిం చే   గురు ద్వారా   నిర్మాణం   జరిగిం ది",48
38,ఎన్నుకోబడ్డ ఈ రుచలను వాటి ప్రతిపదిత ఛందస్సు మరియు తాళ పరిమాణాలను అలాగే ఉంచుతూ స్వరపరచబడిన సంకలనం సామవేదం,ఎ న్ను కో బ డ్డ   ఈ   రు చ లను   వాటి   ప్రతి పది త   ఛం ద స్సు   మరియు   తా ళ   పరిమా ణాలను   అలాగే   ఉం చు తూ   స్వర పర చబడిన   సం కల నం   సామ వే దం,34
39,కోసల రాజధాని గురించి వాల్మీకి వర్ణన ద్వారా ప్రాచీన అయోధ్యా నగరం మన ఆధునిక నగరాలకు ఏ మాత్రం తీసిపోనిదని స్పష్టమవుతుంది,కో స ల   రాజధాని   గురించి   వా ల్మీ కి   వ ర్ణ న   ద్వారా   ప్రాచీన   అ యో ధ్యా   నగరం   మన   ఆధునిక   నగ రాలకు   ఏ   మా త్రం   తీ సి పో ని దని   స్ప ష్ట మవు తుం ది,34
40,"ఒకసారి "" నేను చేస్తాను"" అని చెప్పిన తర్వాత, మీకు చేయటం తప్ప వేరే ఎంపిక ఉండదు","ఒకసారి   ""   నేను   చేస్తా ను ""   అని   చె ప్పి న   తర్వాత,   మీకు   చేయ టం   తప్ప   వేరే   ఎంపిక   ఉండ దు",19
41,"ఇటీవలి రోజుల్లో, రూపాయి మారకం ధర మరియు విదేశీ మారక ద్రవ్య నిలువల యుక్తత పై భిన్న అభిప్రాయాలు వినిపిస్తూ ఉన్నాయి","ఇటీ వలి   రోజు ల్లో,   రూపా యి   మార కం   ధర   మరియు   విదేశీ   మా రక   ద్ర వ్య   ని లువ ల   యుక్త త   పై   భిన్న   అభిప్రా యాలు   విని పి స్తూ   ఉన్నా యి",29
42,"బ్యాంకులు ఒక క్రెడిట్ కార్డు ఖాతాను క్రెడిట్ ఇన్ఫర్మేషన్ కంపెనీలకు (సిఐసి లకు) గడువు మించినదిగా సమాచారం ఇవ్వవచ్చు లేదా, క్రెడిట్ కార్డు ఖాతా మూడు రోజులకు పైగా గడువు మించి ఉంటే మాత్రమే ఏవైనా ఆలస్య చెల్లింపు ఛార్జీలు మొ","బ్యాం కులు   ఒక   క్రెడిట్   కార్డు   ఖా తాను   క్రెడిట్   ఇ న్ఫ ర్మే షన్   కంపెనీ లకు   ( సి ఐ సి   లకు )   గ డు వు   మిం చిన దిగా   సమాచారం   ఇవ్వ వచ్చు   లేదా ,   క్రెడిట్   కార్డు   ఖాతా   మూడు   రోజు లకు   పైగా   గ డు వు   మిం చి   ఉంటే   మాత్రమే   ఏవైనా   ఆ ల స్య   చెల్లింపు   ఛా ర్జీ లు   మొ",54
43,జరిమానా ఛార్జీలు విధించవచ్చు,జరి మా నా   ఛా ర్జీ లు   విధిం చ వచ్చు,9
44,దేశాలు తమ ఆర్థికస్థితిని మెరుగు పరచుకునేందుకు అంతర్గతంగా ప్రత్యక్ష పెట్టుబడులను ప్రోత్సహించవచ్చు,దేశా లు   తమ   ఆర్థిక స్థి తిని   మెరుగు   పర చు కు నేం దుకు   అంత ర్గ తంగా   ప్రత్య క్ష   పెట్టు బడు లను   ప్రోత్సహిం చ వచ్చు,23
45,"అయితే, బ్యాంకు దరఖాస్తును స్వీకరించిన తేదీ నుండి 90 రోజులలోపు అమోదించబడిన ప్యాకేజీని అమలు చేస్తే, ప్యాకేజీని త్వరితంగా అమలు చేసినందుకు ప్రోత్సాహకంగా, సంపద వర్గీకరణ స్థితిని బ్యాంకు పునర్వ్యవస్థీకరణ దరఖాస్తును స్వీకరించినప్పటి స్థితికి పునరుద్ధరించవచ్చు","అయితే,   బ్యాం కు   దర ఖా స్తు ను   స్వీ కరించిన   తేదీ   నుండి   90   రోజు లలో పు   అ మో దిం చబడిన   ప్యా కే జీ ని   అమలు   చే స్తే,   ప్యా కే జీ ని   త్వ రి తంగా   అమలు   చేసి నందుకు   ప్రో త్సా హ కం గా,   సంపద   వర్గీ కరణ   స్థి తిని   బ్యాం కు   పున ర్వ్య వ స్థీ కరణ   దర ఖా స్తు ను   స్వీ కరించిన ప్పటి   స్థి తికి   పునరుద్ధ రిం చ వచ్చు",66
46,"వ్యక్తిగత పెట్టుబడి సమీకరణా గమనాత్మక శక్తులు అనివార్యంగా కొందరి చేతుల్లోకే సంపదను చేకూర్చచడానికి దారి తీస్తాయా లేక వృద్ధి, పోటీ, మరియు సాంకేతిక వికాసాల సమతుల్య శక్తులు అసమానతను తగ్గిస్తాయా","వ్యక్తిగత   పెట్టుబడి   సమీ కర ణా   గమ నా త్మక   శ క్తు లు   అని వా ర్యం గా   కొం దరి   చే తు ల్లో కే   సంపద ను   చే కూ ర్చ చడానికి   దారి   తీ స్తా యా   లే క   వృద్ధి ,   పోటీ ,   మరియు   సాం కే తిక   వి కా సా ల   సమ తు ల్య   శ క్తు లు   అ సమా న తను   తగ్గి స్తా యా",58
47,అది మితిమీరిన అస్థిరతను నివారించి అంచనాలను నిలకడగా ఉంచేందుకు విపణిలో జోక్యం చేసుకుంటుంది,అది   మి తి మీ రిన   అ స్థి ర తను   నివా రించి   అంచనా లను   ని లక డ గా   ఉం చేందుకు   వి ప ణి లో   జో క్యం   చేసు కుం టుం ది,29
48,క్యూ2కు గాను అధిక పౌనఃపౌన్య సమాచారం ఆర్థిక క్రియాశీలత స్థితిస్థాపకంగా నిలిచి ఉంటుందని సూచిస్తుంది,క్యూ 2 కు   గాను   అధిక   పౌ నః పౌ న్య   సమాచారం   ఆర్థిక   క్రి యా శీ ల త   స్థి తి స్థాప కంగా   నిలి చి   ఉంటుం దని   సూచి స్తుంది,26
49,"సాధారణముగా దేశము, మరియు ఆర్థికవేత్తలు సమిష్టి వైవిధ్యాలుగా పిలుచుకునే గొప్ప దృగ్విషయాన్ని రాబట్టేందుకు విపణులు పరస్పరం ఎలా వ్యవహరిస్తాయి అనేది స్థూల అర్థశాస్త్రంలోని విషయం","సాధారణ ము గా   దేశ ము ,   మరియు   ఆర్థిక వేత్త లు   స మి ష్టి   వైవి ధ్యా లుగా   పి లు చుకునే   గొప్ప   దృ గ్వి ష యాన్ని   రా బ ట్టేం దుకు   వి ప ణు లు   పర స్ప రం   ఎలా   వ్యవ హరి స్తా యి   అనేది   స్థూ ల   అ ర్థ శా స్త్రం లోని   విషయం",49
50,ద్రవ్యత్వం అనేది ఆర్థిక సంపత్తులు తక్కువ సమయంలో పూర్తి మార్కెట్టు ధరకు దగ్గరగా ఎంతమేర అమ్ముడవుతాయో సూచిస్తుంది,ద్ర వ్య త్వం   అనేది   ఆర్థిక   సంప త్తు లు   తక్కువ   సమయంలో   పూర్తి   మార్కె ట్టు   ధర కు   దగ్గర గా   ఎంత మే ర   అ మ్ము డ వు తా యో   సూచి స్తుంది,28
51,ఆదాయ గుర్తింపు విధానం నిష్పాక్షికంగా మరియు ఎటువంటి వ్యక్తిగత పరిగణనల కంటే వసూలు నమోదు ఆధారితంగా ఉండాలి,ఆదా య   గుర్తింపు   విధా నం   ని ష్పా క్షి కంగా   మరియు   ఎటువంటి   వ్యక్తిగత   పరిగ ణ న ల   కంటే   వసూలు   నమోదు   ఆధా రి తంగా   ఉండా లి,24
52,"కనుక, వడ్డీ దాఖాలా తేదీని బట్టి అటువంటి వడ్డీ మొత్తాలు గడువు మీరి ఎన్ పిఏ లుగా మారవు","కను క,   వడ్డీ   దా ఖా లా   తే దీని   బట్టి   అ టువంటి   వడ్డీ   మొత్తా లు   గ డు వు   మీ రి   ఎన్   పి ఏ   లుగా   మార వు",25
53,"సాగుతున్న భారత శీఘ్ర చెల్లింపు విధానం - యుపిఐ ను - ఇతర అధికార పరిధులలో గల అటువంటి విధానాలతో జోడించే ప్రథమ యత్నంతో సహా ఇతర అధికార పరిధులతో భారత చెల్లింపు విధానాలను జోడించే సాధ్యత, డబ్బు బదిలీలతో బాటు సరిహద్దులు దాటి జరిగే చెల్లింపు ఏర్పాట్లను మెరుగు పరుస్తుంది","సాగు తున్న   భారత   శీ ఘ్ర   చెల్లింపు   విధా నం   -   యు పి ఐ   ను   -   ఇతర   అధికా ర   పరి ధు లలో   గల   అ టువంటి   విధా నా లతో   జో డిం చే   ప్ర థ మ   య త్నం తో   సహా   ఇతర   అధికా ర   పరి ధు లతో   భారత   చెల్లింపు   విధా నాలను   జో డిం చే   సా ధ్య త,   డబ్బు   బ దిలీ లతో   బాటు   సరిహద్దు లు   దాటి   జరిగే   చెల్లింపు   ఏర్పా ట్లను   మెరుగు   పరు స్తుంది",67
