sentence_index,original_sentence,tokenized_sentence,token_count
15,"પંજાબના દરેક શહેરની અલગ અલગ પસંદ છે, જેમ કે અમૃતસરના લોકો અમૃતસરી કુલ્ચે, ભરેલા પરોઠા અને દૂધની બનાવટોના શોખીન છે","પંજા બના   દરેક   શહેરની   અલગ   અલગ   પસંદ   છે,   જેમ   કે   અ મૃત સર ના   લોકો   અ મૃત સ રી   કુ લ્ચે ,   ભ રે લા   પ રો ઠા   અને   દૂ ધ ની   બનાવ ટો ના   શો ખી ન   છે",39
16,રામને ઋષિ સાથે મોકલો અને લક્ષ્મણને પણ મોકલો,રા મને   ઋ ષિ   સાથે   મોક લો   અને   લ ક્ષ્મ ણ ને   પણ   મોક લો,15
17,પરંતુ મંગલ પાંડેનું પરાક્રમી કાર્ય એક ઉચ્ચ અને ઉમદા મૂલ્ય પ્રત્યેની ભક્તિ દ્વારા થયું હતું,પરંતુ   મં ગલ   પાં ડે નું   પરા ક્ર મી   કાર્ય   એક   ઉચ્ચ   અને   ઉ મ દા   મૂલ્ય   પ્રત્યે ની   ભ ક્તિ   દ્વારા   થયું   હતું,24
18,"એકવાર કાંદા અર્ધપારદર્શક થઇ જાય પછી, આથેલા માંસમાં હળદરનો ભૂકો ઉમેરો અને લગભગ ૫-૬ મિનીટ સુધી માંસમાં બધાં મસાલા શોષાઈ જાય ત્યાં સુધી થોડો સમય સાંતળો","એકવાર   કાં દા   અ ર્ધ પાર દર્શ ક   થઇ   જાય   પછી,   આ થે લા   માં સમાં   હળ દર નો   ભૂ કો   ઉમે રો   અને   લગભગ   ૫ - ૬   મિ ની ટ   સુધી   માં સમાં   બ ધાં   મ સા લા   શો ષા ઈ   જાય   ત્યાં   સુધી   થો ડો   સમય   સાં ત ળો",51
19,"હિતોપદેશએ પક્ષીઓ, પ્રાણીઓ અને મનુષ્યોના પાત્રો દ્વારા રજૂ થયેલા દુન્વયી ડહાપણનો ગ્રંથ છે","હિ તો પ દેશ એ   પક્ષી ઓ,   પ્રાણી ઓ   અને   મ નુ ષ્યો ના   પા ત્રો   દ્વારા   રજૂ   થયેલા   દુ ન્વ યી   ડ હા પણ નો   ગ્રં થ   છે",29
20,આ ગ્રંથનો હેતુ સંસ્કૃત અભિવ્યક્તિમાં કુશળતાને પ્રોત્સાહિત કરવાનો અને વિવેકી વ્યવહારનું જ્ઞાન આપવાનો જણાય છે,આ   ગ્રં થ નો   હેતુ   સં સ્કૃ ત   અભિ વ્યક્તિ માં   કુશ ળતા ને   પ્રોત્સા હિત   કરવાનો   અને   વિ વે કી   વ્યવ હાર નું   જ્ઞાન   આપ વાનો   જણા ય   છે,30
21,"પ્રોફેસર અસિતકુમાર બંદોપાધ્યાયએ ૧૯૯૪ અને ૧૯૯૫માં પોતાના વતન શહેર હાવરાના સંપૂર્ણ ઈતિહાસનું સંપાદન કરવામાં પાયારૂપ ભૂમિકા ભજવી, જેને હાવરા શહરેર ઈતીબ્રીતો (પ્રથમ અને દ્વિતીય ભાગ) શીર્ષક અપાયું","પ્રો ફે સર   અ સિત કુમાર   બં દો પા ધ્યા ય એ   ૧૯ ૯ ૪   અને   ૧૯ ૯ ૫ માં   પોતાના   વ તન   શહેર   હા વ રાના   સંપૂર્ણ   ઈ તિહાસ નું   સં પા દ ન   કરવામાં   પા યા રૂપ   ભૂમિકા   ભજ વી ,   જે ને   હા વ રા   શ હ રે ર   ઈ તી બ્રી તો   ( પ્રથમ   અને   દ્વિતીય   ભાગ )   શી ર્ષક   અપા યું",66
22,યજ્ઞશાળાના દીવાનખંડનો અગ્રભાગ સાથેના અર્ધગોળાકાર ધનુષ જેવો લાકડાનો રવેશ હતો અને કેટલાંક કિસ્સાઓમાં કોઈ પ્રમુખ યજ્ઞશાળાની ધનુષાકાર બારી નથી,ય જ્ઞ શાળા ના   દી વાન ખંડ નો   અ ગ્ર ભાગ   સાથેના   અ ર્ધ ગો ળા કાર   ધ નુ ષ   જે વો   લાક ડા નો   ર વેશ   હતો   અને   કેટલાંક   કિસ્સા ઓમાં   કોઈ   પ્ર મુખ   ય જ્ઞ શાળા ની   ધ નુ ષા કાર   બારી   નથી,45
23,'મહારાજ' અને 'ખાનસામાસ' (ભારતમાં નિષ્ણાંત રસોઈયાને પરંપરાગત રીતે જેમ બોલાવવામાં આવે છે) ની પેઢીઓએ સદીઓથી આ વાનગીઓને શ્રેષ્ઠ બનાવી છે અને આ વાનગીઓની મૌખિક પરંપરા હજારો વર્ષો સુધી પસાર થઇ છે,' મહા રાજ '   અને   ' ખાન સામા સ '   ( ભારતમાં   નિ ષ્ણાં ત   ર સો ઈ યા ને   પરંપરાગત   રીતે   જેમ   બોલા વ વામાં   આવે   છે )   ની   પેઢી ઓએ   સદી ઓથી   આ   વાનગી ઓને   શ્રેષ્ઠ   બનાવી   છે   અને   આ   વાનગી ઓની   મૌ ખિ ક   પરંપરા   હજા રો   વર્ષો   સુધી   પસાર   થઇ   છે,55
24,"પરંપરાગત રીતે આ તૈયારી વાસ્તા વાઝા, અથવા પ્રમુખ રસોઈયા દ્વારા, રસોઈયાની ટુકડીની સહાયથી કરવામાં આવે છે","પરંપરાગત   રીતે   આ   તૈ યા રી   વા સ્તા   વા ઝા ,   અથવા   પ્ર મુખ   ર સો ઈ યા   દ્વારા ,   ર સો ઈ યા ની   ટુ કડી ની   સહા ય થી   કરવામાં   આવે   છે",34
25,"પાઉં ભાજી: તે મહારાષ્ટ્રની એક ખાદ્ય વાનગી છે, જે સામાન્ય રીતે માખણમાં બનેલી ઘટ્ટ શાકભાજીની કઢી (ભાજી) ધરાવે છે અને નરમ બ્રેડ રોલ (પાઉં) સાથે પીરસવામાં આવે છે","પા ઉં   ભા જી :   તે   મહારાષ્ટ્ર ની   એક   ખા દ્ય   વાનગી   છે,   જે   સામાન્ય   રીતે   મા ખ ણમાં   બને લી   ઘ ટ્ટ   શા ક ભા જી ની   ક ઢી   ( ભા જી )   ધરાવે   છે   અને   ન રમ   બ્રે ડ   રો લ   ( પા ઉં )   સાથે   પી રસ વામાં   આવે   છે",53
26,"લાલ દેદ અને હબ્બા ખાતૂનની કાશ્મીરી રચનાઓ તેના રહસ્યવાદી રસ અને અભિવ્યક્તિની તીવ્ર પીડાના કારણે જાણીતી છે, મીરાબાઈની રાજસ્થાની રચનાઓ અનન્ય ભક્તિ ગુણને કારણે જાણીતી છે, તમિલમાં અંદલની રહસ્યવાદ અને કન્નડમાં અક્કા મહાદેવીના વચનો મહિલાઓના તત્કાલીન સાહિત્યના મહાન પ્રદાનના પુરાવા છે","લાલ   દે દ   અને   હ બ્બા   ખા તૂ નની   કાશ્મી રી   રચના ઓ   તેના   ર હ સ્ય વાદી   રસ   અને   અભિ વ્યક્તિ ની   તીવ્ર   પી ડાના   કારણે   જાણી તી   છે,   મી રા બાઈ ની   રાજસ્થા ની   રચના ઓ   અ ન ન્ય   ભ ક્તિ   ગુણ ને   કારણે   જાણી તી   છે,   તમિ લમાં   અં દ લની   ર હ સ્ય વાદ   અને   ક ન્નડ માં   અ ક્કા   મહા દેવી ના   વ ચ નો   મહિલા ઓના   ત ત્કા લીન   સાહિત્ય ના   મહાન   પ્ર દા નના   પુરાવા   છે",83
27,"બાઘ ગુફાઓ, જે બૌદ્ધ ભીંતચિત્રોથી બનેલી છે, તે મધ્ય પ્રદેશના ધાર જીલ્લાથી ૯૭ કિમી સ્થિત છે","બા ઘ   ગુફા ઓ,   જે   બૌદ્ધ   ભીં ત ચિ ત્રો થી   બને લી   છે,   તે   મધ્ય   પ્રદેશના   ધાર   જી લ્લા થી   ૯ ૭   કિમી   સ્થિત   છે",26
28,"સંસ્કૃત સાહિત્યમાં મૂળ શબ્દનો સામાન્ય અર્થ થાય છે છોડ અથવા વૃક્ષનું મૂળ, પણ અલંકારિક રીતે, કોઈપણ વસ્તુનો સૌથી નીચો અથવા તળિયાનો ભાગ","સં સ્કૃ ત   સાહિત્ય માં   મૂળ   શબ્દ નો   સામાન્ય   અર્થ   થાય   છે   છોડ   અથવા   વૃ ક્ષ નું   મૂળ ,   પણ   અ લં કા રિક   રીતે ,   કોઈપણ   વસ્તુ નો   સૌથી   ની ચો   અથવા   ત ળિ યા નો   ભાગ",38
29,સિંધુ ખીણ સંસ્કૃતિ વિવિધ ક્ષેત્રોમાં તેના તકનીકી જ્ઞાનને કારણે જાણીતી છે,સિંધુ   ખીણ   સંસ્કૃતિ   વિવિધ   ક્ષેત્રો માં   તેના   તકની કી   જ્ઞા નને   કારણે   જાણી તી   છે,15
30,બધાં જ કૌરવો મૃત્યુ પામ્યા; માત્ર પાંચ પાંડવ ભાઈઓ અને કૃષ્ણ જીવિત રહ્યા,બ ધાં   જ   કૌ ર વો   મૃત્યુ   પા મ્યા ;   માત્ર   પાંચ   પાં ડ વ   ભાઈ ઓ   અને   કૃષ્ણ   જી વિત   રહ્યા,22
31,યુદ્ધ અઢાર દિવસો સુધી વિસ્તરે છે અને કૌરવોના પરાજય સાથે પૂર્ણ થાય છે,યુદ્ધ   અ ઢા ર   દિવસો   સુધી   વિ સ્તરે   છે   અને   કૌ ર વો ના   પ રાજ ય   સાથે   પૂર્ણ   થાય   છે,21
32,"મહાભારતની કેન્દ્રિય કથા આધુનિક દિલ્હીની બિલકુલ ઉત્તરે આવેલું હસ્તિનાપુર, જે ભરત તરીકે સામાન્ય રીતે જાણીતા રાજવંશનું પૈતૃક ક્ષેત્ર છે, તેની રાજગાદીના વારસદાર માટેનો સંઘર્ષ છે","મહા ભારતની   કેન્દ્રિ ય   કથા   આધુનિક   દિલ્હી ની   બિ લ કુલ   ઉત્ત રે   આવેલું   હ સ્તિ ના પુ ર,   જે   ભર ત   તરીકે   સામાન્ય   રીતે   જાણીતા   રાજવંશ નું   પૈ તૃ ક   ક્ષેત્ર   છે,   તેની   રાજ ગા દી ના   વાર સ દાર   માટે નો   સંઘર્ષ   છે",45
33,"કર્ણાટકમાં શાકાહારીઓની સંખ્યા માંસાહારીઓની સંખ્યા કરતાં વધી જાય છે, તેથી, તેમના ભોજનાલય મુખ્યત્વે શાકાહારી વાનગીઓ ધરાવતા હોય છે","કર્ણાટક માં   શા કા હારી ઓની   સંખ્યા   માં સા હારી ઓની   સંખ્યા   કરતાં   વ ધી   જાય   છે,   તે થી,   તેમના   ભો જના લય   મુખ્યત્વે   શા કા હારી   વાનગી ઓ   ધરાવતા   હોય   છે",32
34,તેને સંજય દ્વારા ઉત્તર આપવામાં આવે છે કે જે યુદ્ધભૂમિ પર શું બની રહ્યું છે તે વર્ણવે છે,તેને   સં જય   દ્વારા   ઉત્તર   આપ વામાં   આવે   છે   કે   જે   યુદ્ધ ભૂમિ   પર   શું   બની   રહ્યું   છે   તે   વર્ણ વે   છે,22
35,કીલાપાથીકરમ અને મનીમેકલાઈ તમિલમાં જોવા મળતાં બે મહાકાવ્યો છે,કી લા પા થી કર મ   અને   મની મે કલા ઈ   તમિ લમાં   જો વા   મળ તાં   બે   મહા કા વ્યો   છે,22
36,મરચાની ભૂકીનો ઉપયોગ આ પ્રદેશમાં સાવધાનીથી કરવામાં આવે છે,મર ચા ની   ભૂ કી નો   ઉપયોગ   આ   પ્રદેશમાં   સા વધા ની થી   કરવામાં   આવે   છે,16
37,"યોગ શબ્દ સંસ્કૃત મૂળ યજ પરથી ઉદ્ધૃત કરવામાં આવ્યો છે, જેનો અર્થ થાય છે જોડવું, જાગૃત કરવું અથવા એક કરવું","યોગ   શબ્દ   સં સ્કૃ ત   મૂળ   ય જ   પરથી   ઉ દ્ધૃ ત   કરવામાં   આવ્યો   છે,   જે નો   અર્થ   થાય   છે   જોડ વું ,   જા ગૃ ત   કરવું   અથવા   એક   કરવું",30
38,આજનું ઓડીસી ઓરિસ્સાના મંદિરોની દીવાલો પર કોતરાયેલા વિવિધ મૂલ્યવાન શિલ્પોમાંથી વિકસિત થયું છે,આજ નું   ઓ ડી સી   ઓ રિ સ્સા ના   મંદિ રોની   દી વા લો   પર   કો તરા યેલા   વિવિધ   મૂલ્ય વાન   શિ લ્પો માંથી   વિક સિત   થયું   છે,28
39,"વશિષ્ઠ પછી રાજા તરફ ફર્યા અને ધીમેથી કહ્યું, ""મહારાજ, એકવાર વચન આપ્યા બાદ ઈનકાર કરવો એ તમને અશોભનીય છે","વ શિ ષ્ઠ   પછી   રાજા   તરફ   ફર્યા   અને   ધીમે થી   કહ્યું ,   "" મહા રાજ ,   એકવાર   વ ચન   આપ્યા   બાદ   ઈન કાર   કરવો   એ   તમને   અશો ભ ની ય   છે",31
40,"""","""</w>",1
41,"જયારે તેમને અર્જુનનો વિષાદ સમજાયો, ત્યાર પછી કૃષ્ણએ એમનું વલણ બદલ્યું અને જગતમાંના ધાર્મિક કર્મના રહસ્યો શીખવવાનું શરુ કર્યું","જ યા રે   તેમને   અ ર્જુ ન નો   વિ ષા દ   સમજા યો ,   ત્યાર   પછી   કૃષ્ણ એ   એમ નું   વલ ણ   બદ લ્યું   અને   જ ગત માં ના   ધાર્મિક   ક ર્મ ના   ર હ સ્યો   શીખ વ વાનું   શ રુ   કર્યું",42
42,"જયારે તમે ચોખાનો લોટ તપેલીમાં મુકો છો, ત્યારે વચમાં, જાળીદાર નાળીયેરના નાના જથ્થા પણ મુકી શકો છો","જ યા રે   તમે   ચો ખા નો   લો ટ   ત પે લી માં   મુ કો   છો ,   ત્યારે   વ ચ માં,   જા ળી દાર   ના ળી યે રના   નાના   જ થ્થા   પણ   મુ કી   શકો   છો",36
43,"તમે છીણેલા નાળીયેરને નળાકાર પાત્રમાં ઉમેરીને શરૂઆત કરી શકો છો, ત્યારબાદ સારી રીતે મિશ્રિત ચોખાનો લોટ ઉમેરો","તમે   છી ણે લા   ના ળી યે રને   ન ળા કાર   પાત્ર માં   ઉમે રીને   શરૂઆત   કરી   શકો   છો ,   ત્યારબાદ   સારી   રીતે   મિ શ્રિ ત   ચો ખા નો   લો ટ   ઉમે રો",33
44,મહારાજા રંજીત સિંઘના પ્રયાસને કારણે નાંદેડમાં ઈ,મહા રાજા   રં જીત   સિં ઘ ના   પ્રયાસ ને   કારણે   નાં દે ડ માં   ઈ,15
45,સ,સ,1
46,"૧૮૩૫ની આસપાસ એક ખુબસુરત અને મંત્રમુગ્ધ કરતાં ગુરુદ્વારાનું બાંધકામ થયું, જેમાં એક આકર્ષક ઝીણી કોતરણીવાળો સુવર્ણ ગુંબજ છે","૧ ૮ ૩ ૫ ની   આસપાસ   એક   ખુ બ સુર ત   અને   મં ત્ર મુ ગ્ધ   કરતાં   ગુરુ દ્વારા નું   બાંધ કામ   થયું ,   જેમાં   એક   આક ર્ષક   ઝી ણી   કોતર ણી વા ળો   સુવર્ણ   ગું બ જ   છે",39
47,"સામવેદ એ આ પસંદગીની ઋચાઓનો સંગ્રહ છે, જેના સ્વરો તેમનાં સૂચિત ચંદા અથવા તાલ આવર્તનમાં ગોઠવાયાં છે","સામ વેદ   એ   આ   પસંદગી ની   ઋ ચા ઓનો   સંગ્રહ   છે,   જે ના   સ્વ રો   તેમ નાં   સૂચિ ત   ચં દા   અથવા   તાલ   આવ ર્ત નમાં   ગો ઠવા યાં   છે",30
48,રાજધાની કોસાલાના વાલ્મીકીના વર્ણન પરથી એ સ્પષ્ટ થાય છે કે પ્રાચીન અયોધ્યા એ આજના આધુનિક શહેરો કરતાં ઉતરતું નહોતું,રાજધાની   કો સા લા ના   વા લ્મી કી ના   વર્ણન   પરથી   એ   સ્પષ્ટ   થાય   છે   કે   પ્રાચીન   અ યો ધ્યા   એ   આ જના   આધુનિક   શહેરો   કરતાં   ઉ તર તું   નહો તું,31
49,એક વાર કહ્યું કે 'હું કરીશ' પછી તમારી પાસે એક કરવા સિવાય કોઈ વિકલ્પ નથી,એક   વાર   કહ્યું   કે   ' હું   કરી શ '   પછી   તમારી   પાસે   એક   કરવા   સિવાય   કોઈ   વિકલ્પ   નથી,18
50,તાજેતરના દિવસોમાં રૂપિયાના બદલાવ દર અને આપણી વિદેશી મુદ્રા ભંડારની પર્યાપ્તતા વિશે વિભિન્ન અભિપ્રાયો રહ્યાં છે,તાજેતર ના   દિવસો માં   રૂપિયા ના   બદલા વ   દર   અને   આપ ણી   વિદેશી   મુ દ્રા   ભં ડા રની   પર્યા પ્ત તા   વિશે   વિ ભિ ન્ન   અભિ પ્રા યો   રહ્યાં   છે,30
51,બેંક ક્રેડીટ કાર્ડ ખાતાને ભૂતકાળના લેણા તરીકે ક્રેડીટ ઇન્ફોર્મેશન કંપનીઓને (સી,બેં ક   ક્રે ડી ટ   કાર્ડ   ખાતા ને   ભૂત કાળ ના   લે ણા   તરીકે   ક્રે ડી ટ   ઇ ન્ફો ર્મે શન   કંપની ઓને   ( સી,25
52,આઈ,આઈ,1
53,સી,સી,1
54,") જણાવી શકે છે અથવા દંડાત્મક શુલ્ક લગાવી શકે છે, જેમકે મોડા ચુકવણીના દર વગેરે, જો કોઈ હોય તો, માત્ર ત્યારે કે જયારે એક ક્રેડીટ કાર્ડ ખાતું ભૂતકાળમાં ત્રણ દિવસથી વધુ બાકી રહે છે",")   જણા વી   શકે   છે   અથવા   દં ડા ત્મક   શુ લ્ક   લગા વી   શકે   છે,   જેમ કે   મો ડા   ચુ ક વણી ના   દર   વગેરે ,   જો   કોઈ   હોય   તો ,   માત્ર   ત્યારે   કે   જ યા રે   એક   ક્રે ડી ટ   કાર્ડ   ખા તું   ભૂત કાળ માં   ત્રણ   દિવસ થી   વધુ   બાકી   રહે   છે",54
55,દેશો તેમની નાણાકીય સ્થિતિ સુધારવા માટે તેમનાં આંતરિક પ્રત્યક્ષ રોકાણકારોને પ્રોત્સાહિત કરી શકે,દેશો   તેમની   નાણાકીય   સ્થિતિ   સુધા ર વા   માટે   તેમ નાં   આંત રિક   પ્ર ત્ય ક્ષ   રોકાણ કારો ને   પ્રોત્સા હિત   કરી   શકે,22
56,"આમ છતાં, પેકેજના ઝડપી અમલીકરણના પ્રોત્સાહન તરીકે, જો બેંક દ્વારા અરજી મળ્યાના ૯૦ દિવસમાં મંજૂર પેકેજને અમલમાં મૂકવામાં આવે છે, તો મૂડી વર્ગીકરણની પરિસ્થિતિ એ સ્થિતિ સુધી પુનઃસ્થાપિત થઇ શકે છે, જે બેંકને પુનઃરચનાની અરજી મળ્યા સમયે અસ્તિત્વમાં હતી","આમ   છતાં ,   પે કે જના   ઝડપી   અમ લી કરણ ના   પ્રોત્સાહન   તરીકે,   જો   બેં ક   દ્વારા   અરજી   મળ્યા ના   ૯ ૦   દિવસ માં   મંજૂ ર   પે કે જ ને   અમ લમાં   મૂક વામાં   આવે   છે,   તો   મૂ ડી   વર્ગી કરણ ની   પરિસ્થિતિ   એ   સ્થિતિ   સુધી   પુનઃ સ્થાપિત   થઇ   શકે   છે,   જે   બેં કને   પુનઃ રચના ની   અરજી   મળ્યા   સમયે   અસ્તિત્વ માં   હતી",63
57,"શું ખાનગી મૂડી સંગ્રહની ગતિશીલતા થોડાં હાથમાં સંપત્તિના કેન્દ્રીકરણ અચૂકપણે દોરી જાય છે, કે શું વિકાસ, સ્પર્ધા અને તકનીકી પ્રગતિની સંતુલિત શક્તિઓ અસમાનતાને ઓછી કરે છે","શું   ખાનગી   મૂ ડી   સંગ્રહ ની   ગતિ શી લતા   થો ડાં   હાથ માં   સંપત્તિ ના   કે ન્દ્રી કરણ   અ ચૂક પણે   દોરી   જાય   છે,   કે   શું   વિકાસ ,   સ્પર્ધા   અને   તકની કી   પ્ર ગતિ ની   સં તુ લિત   શક્તિ ઓ   અ સમાન તા ને   ઓછી   કરે   છે",47
58,તે વધારાની અસ્થિરતા અને જડતાની અપેક્ષાના અંકુશ માટે બજારમાં દરમિયાનગીરી કરે છે,તે   વધારાની   અ સ્થિ રતા   અને   જ ડ તા ની   અ પેક્ષા ના   અં કુશ   માટે   બજા રમાં   દરમિયાન ગીરી   કરે   છે,22
59,ક્યુ2 માટેની ઉચ્ચ તરંગી માહિતી આર્થિક ગતિવિધિ લચીલી રહે છે એવું દર્શાવે છે,ક્યુ 2   માટેની   ઉચ્ચ   તરં ગી   માહિતી   આ ર્થિક   ગતિ વિ ધિ   લ ચી લી   રહે   છે   એવું   દર્શા વે   છે,21
60,"મેક્રોઇકોનોમિકસમાં વિષય છે મૂળભૂત રીતે એક દેશ અને બધી બજારો કેવી રીતે વિરાટ ઘટના ઉત્પન્ન કરવા ક્રિયા-પ્રતિક્રિયા આપે છે, જેને અર્થશાસ્ત્રીઓ એગ્રીગેટ વેરીઅબલ્સ કહે છે","મે ક્રો ઇ કો નો મિક સમાં   વિષ ય   છે   મૂળભૂત   રીતે   એક   દેશ   અને   બ ધી   બજા રો   કેવી   રીતે   વિ રા ટ   ઘટના   ઉ ત્પ ન્ન   કરવા   ક્રિયા - પ્રતિ ક્રિયા   આપે   છે,   જે ને   અર્થ શાસ્ત્રી ઓ   એ ગ્રી ગે ટ   વે રી અ બ લ્સ   કહે   છે",51
61,પ્રવાહિતા એ સીમાને સંદર્ભે છે કે જ્યાં નાણાકીય મૂડીને પૂર્ણ બજાર કિંમતની નજીક ટૂંકી સૂચનામાં વેચી શકાય,પ્રવા હિ તા   એ   સી માને   સંદ ર્ભે   છે   કે   જ્યાં   નાણાકીય   મૂ ડીને   પૂર્ણ   બજા ર   કિંમત ની   નજીક   ટૂં કી   સૂ ચના માં   વે ચી   શકાય,28
62,"વ્યાપકપણે, આવકની ઓળખ નીતિ કોઈ વ્યક્તિલક્ષી ધારાધોરણ કરતાં, હેતુપૂર્ણ અને વસુલાતના અનુભવ આધારિત હોવી જોઈએ","વ્યાપક પણે ,   આવ કની   ઓળખ   નીતિ   કોઈ   વ્યક્તિ લ ક્ષી   ધા રા ધો રણ   કરતાં ,   હેતુ પૂર્ણ   અને   વ સુ લા તના   અનુભવ   આધારિત   હો વી   જોઈએ",29
63,"તેથી, આવા વ્યાજની રકમ વિતીમુદત અને તેથી વ્યાજની કપાતની તારીખના સંદર્ભે એન","તે થી,   આ વા   વ્યા જની   રકમ   વિ તી મુ દ ત   અને   તે થી   વ્યા જની   ક પા તની   તારીખ ના   સંદ ર્ભે   એન",25
64,પી,પી,1
65,એ,એ,1
66,બનતી નથી,બન તી   નથી,3
67,"ભારતની ભુગતાન વ્યવસ્થાઓ અન્ય અધિકારક્ષેત્રો સાથે જોડવાની શક્યતા, ભારતની પ્રચલિત ઝડપી ભુગતાન વ્યવસ્થા - યુ","ભારતની   ભુ ગતા ન   વ્યવસ્થા ઓ   અન્ય   અધિ કાર ક્ષેત્રો   સાથે   જોડ વાની   શક્ય તા,   ભારતની   પ્ર ચ લિત   ઝડપી   ભુ ગતા ન   વ્યવસ્થા   -   યુ",26
68,પી,પી,1
69,આઈ,આઈ,1
70,"પહેલ સહીત, એના જેવી અન્ય અધિકારક્ષેત્રોની વ્યવસ્થાઓ સાથે જોડવાથી, પ્રેષણ સહીત, સીમાપારની ભુગતાન વ્યવસ્થામાં વૃદ્ધિ થશે","પહે લ   સ હી ત,   એના   જેવી   અન્ય   અધિ કાર ક્ષેત્રો ની   વ્યવસ્થા ઓ   સાથે   જોડ વા થી,   પ્રે ષણ   સ હી ત,   સી મા પા રની   ભુ ગતા ન   વ્યવસ્થા માં   વૃદ્ધિ   થ શે",35
71,તરલીકૃત પ્રાકૃતિક ગેસ (એલ,તર લી કૃત   પ્રા કૃતિ ક   ગે સ   ( એલ,10
72,એન,એન,1
73,જી,જી,1
