sentence_index,original_sentence,tokenized_sentence,token_count
11,কিন্তু মঙ্গল পাণ্ডেৰ সাহসী কার্য্যকলাপ এক উচ্চ তথা মহান আদর্শৰ প্রতি থকা গভীৰ অনুৰাগৰ জৰিয়তে সম্পন্ন কৰা হৈছিল,কিন্তু   ম ঙ্গ ল   পা ণ্ডে ৰ   সাহ সী   কা র্য্য কলাপ   এক   উচ্চ   তথা   মহা ন   আ দর্শ ৰ   প্রতি   থকা   গভীৰ   অনু ৰা গৰ   জৰিয়তে   সম্পন্ন   কৰা   হৈছিল,30
12,"এবাৰ যেতিয়া পিঁয়াজখিনি ঈষৎ স্বচ্ছ হৈ পৰে, মেৰিনেট কৰি ৰখা ছাগলীৰ মাংসখিনি হালধি গুড়িৰ সৈতে তাত দি দিয়ক আৰু প্রায় ৫-৬ মিনিটলৈ যেতিয়ালৈকে ছাগলীৰ মাংসখিনিত সকলোখিনি মচলা মিহলি হৈ নাযায় তেতিয়ালৈকে কিছু সময় ভাজক","এবাৰ   যেতিয়া   পিঁ য়া জ খিনি   ঈ ষ ৎ   স্ব চ্ছ   হৈ   পৰে ,   মে ৰি নেট   কৰি   ৰখা   ছা গ লী ৰ   মাং স খিনি   হাল ধি   গু ড়ি ৰ   সৈতে   তাত   দি   দি য়ক   আৰু   প্রা য়   ৫ - ৬   মিনিট লৈ   যেতিয়া লৈকে   ছা গ লী ৰ   মাং স খিনি ত   সকলো খিনি   ম চলা   মি হ লি   হৈ   না যায়   তেতিয়া লৈকে   কিছু   সময়   ভা জ ক",71
13,"হিতোপদেশ এখন চৰাই-চিৰিকতি, জন্তু আৰু মানুহৰ চৰিত্রৰ জৰিয়তে উপস্থাপন কৰা পাৰ্থিৱ প্ৰজ্ঞাৰ কিতাপ","হি তো প দেশ   এখন   চৰাই - চি ৰিক তি ,   জন্তু   আৰু   মানুহৰ   চৰি ত্র ৰ   জৰিয়তে   উপ স্থাপন   কৰা   পাৰ্ থি ৱ   প্ৰ জ্ঞা ৰ   কি তাপ",29
14,গ্রন্থখনৰ উদ্দেশ্য সংস্কৃত কথাৰ দক্ষতা আৰু বিবেচনাপূর্ণ ব্যৱহাৰৰ জ্ঞানক উৎসাহিত কৰা যেন অনুমান হয়,গ্র ন্থ খনৰ   উদ্দেশ্য   সংস্কৃ ত   কথা ৰ   দক্ষ তা   আৰু   বিবেচনা পূ র্ণ   ব্যৱ হাৰৰ   জ্ঞা নক   উৎসা হিত   কৰা   যেন   অনুমান   হয়,24
15,প্রাধ্যাপক আশিতকুমাৰ বন্দোপাধ্যায়ে তেওঁৰ গৃহনগৰী হাওৰাৰ সম্পূর্ণ ইতিহাসৰ ১৯৯৪ আৰু ১৯৯৫ত হাওৰা চহৰেৰ ইতিবৃত (প্রথম আৰু দ্বিতীয় খণ্ড) শীর্ষক সংকলনৰ ক্ষেত্রত এক বাটকটীয়াৰ ভূমিকা পালন কৰিছিল,প্রা ধ্যা পক   আ শিত কুমা ৰ   ব ন্দো পা ধ্যা য়ে   তেওঁৰ   গৃহ নগ ৰী   হা ও ৰাৰ   স ম্পূ র্ণ   ইতি হা সৰ   ১৯৯ ৪   আৰু   ১৯৯ ৫ ত   হা ও ৰা   চহ ৰে ৰ   ইতি বৃ ত   ( প্রথম   আৰু   দ্বিতীয়   খণ্ড )   শী র্ষ ক   সং কল নৰ   ক্ষেত্র ত   এক   বা টক টী য়াৰ   ভূমিকা   পাল ন   কৰিছিল,63
16,"চৈত্য হলটোৰ আগফাল এখন অর্ধ-বৃত্তাকাৰ চৈত্য খিলানৰ আকৃতিয়ে আৱৰি আছে য'ত আগফাল মুকলি আৰু সন্মুখভাগ কাঠৰ, আৰু কিছু কিছু ক্ষেত্রত কোনো ধৰণৰ আৱৰি থকা চৈত্য খিলানৰ খিৰিকী নাই","চৈ ত্য   হ লটো ৰ   আগ ফা ল   এখন   অ র্ধ - বৃ ত্তা কাৰ   চৈ ত্য   খি লা নৰ   আ কৃতি য়ে   আৱ ৰি   আছে   য'ত   আগ ফা ল   মুকলি   আৰু   স ন্মু খ ভাগ   কাঠ ৰ,   আৰু   কিছু   কিছু   ক্ষেত্র ত   কোনো   ধৰণৰ   আৱ ৰি   থকা   চৈ ত্য   খি লা নৰ   খি ৰি কী   নাই",57
17,কেইবাটাও প্রজন্মৰ 'মহাৰাজ' আৰু 'খানচামাসকল'-এ (ভাৰতত ওজা ৰান্ধনীসকলক সাধাৰণতে যি বুলি কোৱা হয়) শতিকা শতিকা ধৰি ৰন্ধন প্রকৰণসমূহ নিখুঁত কৰি তুলিছে আৰু এই ৰন্ধন প্রকৰণসমূহ হেজাৰ হেজাৰ বছৰ ধৰি মুখে মুখে বাগৰি আহিছে,কেইবাটাও   প্র জন্ম ৰ   ' মহা ৰাজ '   আৰু   ' খা ন চা মা সকল ' -এ   ( ভাৰতত   ও জা   ৰা ন্ধ নী সকলক   সাধাৰণতে   যি   বুলি   কোৱা   হয় )   শতিকা   শতিকা   ধৰি   ৰ ন্ধ ন   প্র কৰণ সমূহ   নি খুঁ ত   কৰি   তুলি ছে   আৰু   এই   ৰ ন্ধ ন   প্র কৰণ সমূহ   হে জাৰ   হে জাৰ   বছৰ   ধৰি   মু খে   মু খে   বা গৰি   আহি ছে,68
18,"প্রস্তুতিটো সাধাৰণতে এটা ৱাজা বা ৰান্ধনীৰ দলৰ সহযোগৰ সৈতে এগৰাকী ভাস্তা ৱাজা, বা প্রধান ৰান্ধনীৰ দ্বাৰা কৰা হয়","প্র স্তু তি টো   সাধাৰণতে   এটা   ৱা জা   বা   ৰা ন্ধ নীৰ   দলৰ   সহ যোগৰ   সৈতে   এগৰাকী   ভা স্তা   ৱা জা ,   বা   প্র ধান   ৰা ন্ধ নীৰ   দ্বাৰা   কৰা   হয়",31
19,"পাৱ ভাজি: এইবিধ মহাৰাষ্ট্রৰ এবিধ ফাষ্ট-ফুড ব্যঞ্জন, সাধাৰণতে মাখনত প্রস্তুত কৰা পাচলিৰ এবিধ গাঢ় আঞ্জা (ভাজি) থকা আৰু এটা কোমল পাওৰুটীৰ ৰোলৰ (পাৱ) সৈতে পৰিৱেশন কৰা","পা ৱ   ভা জি :   এই বিধ   মহা ৰা ষ্ট্র ৰ   এ বিধ   ফা ষ্ট - ফু ড   ব্য ঞ্জ ন,   সাধাৰণতে   মা খনত   প্র স্তু ত   কৰা   পা চলি ৰ   এ বিধ   গা ঢ়   আ ঞ্জা   ( ভা জি )   থকা   আৰু   এটা   কো মল   পা ও ৰু টী ৰ   ৰো লৰ   ( পা ৱ )   সৈতে   পৰিৱেশ ন   কৰা",61
20,"লাল ড্যেড আৰু হাব্বা খাটুনৰ কাশ্মীৰী ৰচনাবোৰ সেইবোৰৰ ৰহস্যবাদ সম্পৰ্কীয় আভাস আৰু প্রকাশভংগিৰ তীব্র পীড়াৰ বাবে জনা যায়, মীৰাবাইৰ ৰাজস্থানীৰ ৰচনাসমূহ বিৰল ভক্তিমূলক বৈশিষ্টৰ বাবে জনা যায়, আন্দালৰ তামিলৰ ৰহস্যবাদ আৰু আক্কা মহাদেৱীৰ কানাড়াৰ বচনসমূহ সেই সময়ৰ সাহিত্যৰ প্রতি থকা মহিলাসকলৰ মহান বৰঙনিৰ প্রমাণ","লাল   ড্যে ড   আৰু   হা ব্বা   খা টু নৰ   কাশ্মী ৰী   ৰচনা বোৰ   সেই বোৰৰ   ৰ হ স্য বাদ   সম্পৰ্ কী য়   আ ভা স   আৰু   প্র কাশ ভং গি ৰ   তী ব্র   পী ড় া ৰ   বাবে   জনা   যায় ,   মী ৰা বাই ৰ   ৰাজ স্থা নীৰ   ৰচনা সমূহ   বি ৰল   ভ ক্তি মূলক   বৈশি ষ্ট ৰ   বাবে   জনা   যায় ,   আ ন্দা লৰ   তামি লৰ   ৰ হ স্য বাদ   আৰু   আ ক্কা   মহা দেৱী ৰ   কানাড়া ৰ   ব চন সমূহ   সেই   সময়ৰ   সাহিত্য ৰ   প্রতি   থকা   মহিলা সকলৰ   মহা ন   বৰ ঙ নিৰ   প্র মাণ",97
21,বৌদ্ধধর্মী দেৱাল-চিত্রসমূহ থকা বাঘ গুহাকেইটা মধ্য প্রদেশৰ ধাৰ জিলাৰ পৰা ৯৭ কি,বৌদ্ধ ধ র্মী   দে ৱা ল- চি ত্র সমূহ   থকা   বাঘ   গুহা কেইটা   মধ্য   প্র দেশৰ   ধাৰ   জিলাৰ   পৰা   ৯ ৭   কি,22
22,মি,মি,1
23,দূৰত্বত অৱস্থিত,দূৰত্ব ত   অৱস্থিত,3
24,"সংস্কৃত সাহিত্যত মূল শব্দটোৰ সাধাৰণ অর্থটো হৈছে এজোপা উদ্ভিদ বা গছৰ শিপা, কিন্তু আলংকাৰিকভাৱে হৈছে কিবা এটাৰ একেবাৰে তলৰ অংশটো","সংস্কৃ ত   সাহিত্য ত   মূল   শব্দ টোৰ   সাধাৰণ   অ র্থ টো   হৈছে   এ জো পা   উদ্ভিদ   বা   গ ছৰ   শি পা ,   কিন্তু   আ লং কা ৰিক ভাৱে   হৈছে   কিবা   এটা ৰ   একেবাৰে   ত লৰ   অংশ টো",37
25,সিন্ধু উপত্যকা সভ্যতাক বিভিন্ন ক্ষেত্রত থকা ইয়াৰ প্রযুক্তিগত জ্ঞানৰ কাৰণে জনা যায়,সিন্ধু   উপত্যকা   স ভ্য তাক   বিভিন্ন   ক্ষেত্র ত   থকা   ইয়াৰ   প্র যুক্তি গত   জ্ঞা নৰ   কাৰ ণে   জনা   যায়,19
26,আটাইকেইগৰাকী কৌৰৱৰে মৃত্যু হয়; কেৱল পাঁচগৰাকী পাণ্ডৱ ভাতৃ আৰু কৃষ্ণহে বাচি থাকে,আ টাই কেই গৰাকী   কৌ ৰ ৱ ৰে   মৃত্যু   হয় ;   কেৱল   পাঁচ গৰাকী   পা ণ্ড ৱ   ভাতৃ   আৰু   কৃষ্ণ হে   বা চি   থাকে,24
27,যুদ্ধখন ওঠৰ দিনলৈ হিংসাত্মকভাৱে চলে আৰু কৌৰৱসকলৰ পৰাজয়ৰ সৈতে অন্ত পৰে,যুদ্ধ খন   ও ঠ ৰ   দিন লৈ   হিং সা ত্ম কভাৱে   চ লে   আৰু   কৌ ৰ ৱ সকলৰ   পৰা জয় ৰ   সৈতে   অন্ত   পৰে,24
28,"মহাভাৰতৰ মূল কাহিনীটো হ'ল হস্তিনাপুৰৰ সিংহাসনৰ উত্তৰাধিকাৰক লৈ হোৱা এক সংঘাট, আধুনিক দিল্লীৰ উত্তৰতে থকা এখন ৰাজ্য যিখন সাধাৰণতে ভাৰত হিচাপে জনাজাত এটা জনজাতিৰ পূর্বপুৰুষৰ ৰাজ্য আছিল","মহা ভাৰতৰ   মূল   কাহিনী টো   হ'ল   হ স্তি না পুৰৰ   সিংহাস নৰ   উত্তৰা ধি কাৰক   লৈ   হোৱা   এক   সং ঘাট ,   আধুনিক   দিল্লীৰ   উত্তৰ তে   থকা   এখন   ৰাজ্য   যি খন   সাধাৰণতে   ভাৰত   হিচাপে   জনাজাত   এটা   জনজাতি ৰ   পূ র্ব পুৰুষ ৰ   ৰাজ্য   আছিল",43
29,কর্ণাটকত নিৰামিষভোজীৰ সংখ্যাই আমিষৰ সংখ্যাক চেৰ পেলায়; গতিকে তেওঁলোকৰ ৰন্ধন প্রকৰণসমূহত প্রধানতঃ নিৰামিষ ব্যঞ্জনসমূহ থাকে,ক র্ণা ট কত   নিৰা মি ষ ভো জীৰ   সংখ্যা ই   আমি ষ ৰ   সংখ্যা ক   চে ৰ   পেলা য় ;   গতিকে   তেওঁলোকৰ   ৰ ন্ধ ন   প্র কৰণ সমূহত   প্র ধান তঃ   নিৰা মি ষ   ব্য ঞ্জ ন সমূহ   থাকে,40
30,"তেওঁক সঞ্জয়ৰ দ্বাৰা উত্তৰ দিয়া হৈছে, যিগৰাকীয়ে যুদ্ধক্ষেত্রত কি ঘটি আছে সেয়া ব্যক্ত কৰে","তেওঁক   স ঞ্জ য়ৰ   দ্বাৰা   উত্তৰ   দিয়া   হৈছে ,   যি গৰাকী য়ে   যুদ্ধ ক্ষেত্র ত   কি   ঘটি   আছে   সেয়া   ব্য ক্ত   কৰে",22
31,তামিলত পোৱা মহাকাব্য দুখন হ'ল শীলাপাঠীকাৰম আৰু মাণিমেকালাই,তামি লত   পোৱা   মহা কা ব্য   দুখন   হ'ল   শী লা পা ঠী কা ৰম   আৰু   মাণি মে কা লাই,19
32,এই অঞ্চলত জলকীয়াৰ গুড়িৰ ব্যৱহাৰ সাৱধানেৰে কৰা হয়,এই   অঞ্চলত   জল কী য়াৰ   গু ড়ি ৰ   ব্যৱহাৰ   সা ৱ ধা নেৰে   কৰা   হয়,15
33,যোগ শব্দটো সংস্কৃত মূল য়ুজৰ পৰা আহিছে যাৰ অর্থ জোৰা লগোৱা বা যুৱলি বান্ধা বা একত্রিত কৰা,যোগ   শব্দটো   সংস্কৃ ত   মূল   য়ু জৰ   পৰা   আহি ছে   যাৰ   অ র্থ   জো ৰা   ল গোৱা   বা   যুৱ লি   বা ন্ধা   বা   এক ত্রি ত   কৰা,27
34,বর্তমানৰ ওড়িশি ওড়িশাৰ মন্দিৰৰ দেৱালবোৰত খোদিত বিভিন্ন ধৰণৰ নিৰৱচ্ছিন্ন ভাস্কর্য্যসমূহৰ পৰা উৎপন্ন হৈছে,ব র্ত মানৰ   ওড়ি শি   ওড়িশা ৰ   মন্দিৰৰ   দে ৱাল বোৰত   খো দিত   বিভিন্ন   ধৰণৰ   নিৰ ৱ চ্ছি ন্ন   ভাস্ক র্য্য সমূহৰ   পৰা   উৎপ ন্ন   হৈছে,26
35,"বশিষ্ঠই তেতিয়া ৰজাজনৰ পিনে ঘূৰিছিল আৰু নম্রভাৱে কৈছিল: ""এবাৰ প্রতিজ্ঞা কৰাৰ পিছত পিছত প্রত্যাখ্যান কৰা, এইটো আপোনাৰ ক্ষেত্রত অশোভনীয়, মহাৰাজ,","ব শি ষ্ঠ ই   তেতিয়া   ৰজা জনৰ   পি নে   ঘূৰি ছিল   আৰু   ন ম্র ভাৱে   কৈ ছিল :   "" এবাৰ   প্রতি জ্ঞা   কৰাৰ   পিছত   পিছত   প্র ত্যা খ্যা ন   কৰা ,   এইটো   আপোনাৰ   ক্ষেত্র ত   অশো ভ নীয় ,   মহা ৰাজ ,",42
36,যেতিয়া তেওঁ অর্জুনৰ নৈৰাশ্যৰ পৰিসৰটো বুজি পায় তেতিয়াহে কৃষ্ণই তেওঁৰ ভাব-ভংগি সলনি কৰে আৰু এই জগতখনৰ ধার্মিক কার্য্যৰ ৰহস্যসমূহ শিকাবলৈ আৰম্ভ কৰে,যেতিয়া   তেওঁ   অ র্জু নৰ   নৈ ৰা শ্য ৰ   পৰি সৰ টো   বুজি   পায়   তেতিয়া হে   কৃষ্ণ ই   তেওঁৰ   ভা ব- ভং গি   সলনি   কৰে   আৰু   এই   জগত খনৰ   ধা র্মি ক   কা র্য্য ৰ   ৰ হ স্য সমূহ   শি কা বলৈ   আৰম্ভ   কৰে,44
37,"যেতিয়া আপুনি পাত্রটোত চাউলৰ গুড়ি ভৰায়, মাজে মাজে আপুনি অলপ অলপ ৰুকি থোৱা নাৰিকল যোগ কৰিব পাৰে","যেতিয়া   আপুনি   পা ত্র টোত   চা উ লৰ   গু ড়ি   ভ ৰায় ,   মাজে   মাজে   আপুনি   অলপ   অলপ   ৰু কি   থো ৱা   না ৰিক ল   যোগ   কৰিব   পাৰে",28
38,"আপুনি চুঙাকৃতিৰ পাত্রটোত এচামুচ ৰুকি থোৱা নাৰিকল দি আৰম্ভণি কৰিব পাৰে, আৰু তাৰ পিছত ভালদৰে মিহলোৱা চাউলৰ গুড়িখিনি","আপুনি   চু ঙা কৃতি ৰ   পা ত্র টোত   এ চা মু চ   ৰু কি   থো ৱা   না ৰিক ল   দি   আৰম্ভণি   কৰিব   পাৰে ,   আৰু   তাৰ   পিছত   ভালদৰে   মি হ লোৱা   চা উ লৰ   গু ড়ি খিনি",37
39,মহাৰাজ ৰঞ্জিত সিঙৰ সক্ষমতাত নান্দেদত ১৮৩৫ চনৰ আশে-পাশে মেৰপেঁচৰ সৈতে খোদাই কৰা এটা মনোৰম সোণালী গম্বুজৰ সৈতে এটা সুন্দৰ আৰু অবিশ্বাস্য গুৰুদ্বাৰৰ নিৰ্মাণ দেখা পোৱা গৈছিল৷,মহা ৰাজ   ৰ ঞ্জি ত   সি ঙৰ   সক্ষম তাত   না ন্দে দ ত   ১৮ ৩৫   চনৰ   আ শে-পাশে   মে ৰ পেঁ চৰ   সৈতে   খো দা ই   কৰা   এটা   মনো ৰম   সো ণালী   গ ম্বু জৰ   সৈতে   এটা   সু ন্দৰ   আৰু   অ বিশ্বা স্য   গুৰু দ্বা ৰৰ   নিৰ্মাণ   দেখা   পোৱা   গৈ ছিল ৷</w>,52
40,সামবেদ হৈছে প্ৰস্তাৱিত ছন্দ অথবা লয়যুক্ত ছন্দত ৰাখি স্বৰত স্থাপন কৰা এই নিৰ্বাচিত ঋচাসমূহৰ সংকলন৷,সাম বেদ   হৈছে   প্ৰ স্তা ৱি ত   ছন্দ   অথবা   ল য় যুক্ত   ছন্দ ত   ৰাখি   স্ব ৰত   স্থাপন   কৰা   এই   নিৰ্বাচিত   ঋ চা সমূহৰ   সং কল ন ৷</w>,28
41,ৰাজধানী কোশালাৰ বিষয়ে বাল্মীকিৰ বৰ্ণনাৰ পৰা এইটো স্পষ্ট হয় যে পুৰণি অযোধ্যা আমাৰ আধুনিক চহৰবোৰতকৈ কোনোগুণে কম নাছিল৷,ৰাজধানী   কো শা লাৰ   বিষ য়ে   বা ল্মী কি ৰ   বৰ্ণ নাৰ   পৰা   এইটো   স্পষ্ট   হয়   যে   পুৰণি   অ যো ধ্যা   আ মাৰ   আধুনিক   চহৰ বোৰত কৈ   কোনো গু ণে   কম   নাছিল ৷</w>,33
42,"এবাৰ ""মই কৰিম"" বুলি কোৱাৰ পাছত কামটো কৰাৰ বাহিৰে তোমাৰ হাতত বিকল্প নাথাকে৷","এবাৰ   "" মই   কৰি ম ""   বুলি   কোৱা ৰ   পাছত   কাম টো   কৰাৰ   বাহি ৰে   তো মাৰ   হাতত   বিকল্প   না থাকে ৷</w>",22
43,শেহতীয়াকৈ টকাৰ বিনিময়ৰ হাৰ আৰু আমাৰ বৈদেশিক মুদ্ৰাৰ আৰক্ষিত ভাণ্ডাৰৰ পৰ্য্যাপ্ততাৰ ক্ষেত্রত ভিন্নমূখী দৃষ্টিভংগী দেখা গৈছে,শেহতীয়াকৈ   ট কাৰ   বিনি ময় ৰ   হাৰ   আৰু   আ মাৰ   বৈ দে শিক   মু দ্ ৰাৰ   আৰ ক্ষিত   ভা ণ্ডা ৰৰ   পৰ্ য্যা প্ত তাৰ   ক্ষেত্র ত   ভিন্ন মূ খী   দৃষ্টি ভংগী   দেখা   গৈ ছে,35
44,বেংকবোৰে এটা ক্রেডিট কার্ড একাউণ্ট সময়মতে পৰিশোধ নকৰা বুলি ক্রেডিট তথ্যৰ কোম্পানীবোৰক (চি,বেং ক বোৰে   এটা   ক্রে ডিট   কা র্ড   একাউণ্ট   সময় মতে   পৰিশোধ   নকৰা   বুলি   ক্রে ডিট   তথ্য ৰ   কোম্পানী বোৰক   ( চি,22
45,আই,আই,1
46,চি,চি,1
47,"সমূহ) জনাব লাগে বা জৰিমনা আৰোপ কৰিব লাগে, অর্থাৎ পলমকৈ পৰিশোধ জৰিমনা, ইত্যাদি, যদি কিবা আছে, কেৱল তেতিয়াহে যেতিয়া এটা ক্রেডিট কার্ডৰ একাউণ্ট তিনি দিনতকৈ অধিক সময়ৰ বাবে সময়ত পৰিশোধ নকৰা হৈ থাকে","সমূহ )   জনা ব   লাগে   বা   জ ৰি মনা   আ ৰোপ   কৰিব   লাগে ,   অ র্থা ৎ   প লম কৈ   পৰিশোধ   জ ৰি ম না,   ই ত্যা দি ,   যদি   কিবা   আছে,   কেৱল   তেতিয়া হে   যেতিয়া   এটা   ক্রে ডিট   কা র্ড ৰ   একাউণ্ট   তিনি   দিনত কৈ   অধিক   সময়ৰ   বাবে   সময়ত   পৰিশোধ   নকৰা   হৈ   থাকে",54
48,দেশসমূহে তেওঁলোকৰ আর্থিক দিশবোৰ উন্নীত কৰিবলৈ আভ্যন্তৰিক প্রত্যক্ষ বিনিয়োগক উৎসাহিত কৰিব পাৰে,দেশ সমূহে   তেওঁলোকৰ   আ র্থি ক   দিশ বোৰ   উ ন্নী ত   কৰিবলৈ   আ ভ্যন্ত ৰিক   প্র ত্য ক্ষ   বিনিয়োগ ক   উৎসা হিত   কৰিব   পাৰে,24
