sentence_index,original_sentence,tokenized_sentence,token_count
11,ਮੰਗਲ ਪਾਂਡੇ ਦੀ ਦਲੇਰੀ ਓਨ੍ਹਾਂ ਦੇ ਉੱਚ ਤੇ ਸ਼੍ਰੇਸ਼ਠ ਅਸੂਲਾ ਦਾ ਨਤੀਜਾ ਸੀ I,ਮੰਗ ਲ   ਪਾਂ ਡੇ   ਦੀ   ਦ ਲੇ ਰੀ   ਓ ਨ੍ਹਾਂ   ਦੇ   ਉੱਚ   ਤੇ   ਸ਼੍ ਰੇ ਸ਼ ਠ   ਅ ਸੂ ਲਾ   ਦਾ   ਨਤੀ ਜਾ   ਸੀ   I</w>,25
12,ਜਦੋਂ ਪਿਆਜ਼ ਅਧੇ ਪੱਕ ਜਾਣ ਓਦੋਂ ਓਨ੍ਹਾਂ ਵਿੱਚ ਹਲਦੀ ਵਾਲਾ ਮੱਟਨ ਪਾਓ ਅਤੇ ਓਦੋਂ ਤੱਕ ਭੁਨੋ ਜਦੋਂ ਤੱਕ ਸਾਰੇ ਮਸਾਲੇ ਮੱਟਨ ਵਿੱਚ 5-6 ਮਿੰਟਾਂ ਤੱਕ ਜਜ਼ਬ ਨਾ ਹੋ ਜਾਣ I,ਜਦੋਂ   ਪਿਆ ਜ਼   ਅ ਧੇ   ਪ ੱਕ   ਜਾਣ   ਓ ਦੋਂ   ਓ ਨ੍ਹਾਂ   ਵਿੱਚ   ਹ ਲਦੀ   ਵਾਲਾ   ਮ ੱਟ ਨ   ਪਾ ਓ   ਅਤੇ   ਓ ਦੋਂ   ਤੱਕ   ਭੁ ਨੋ   ਜਦੋਂ   ਤੱਕ   ਸਾਰੇ   ਮ ਸਾ ਲੇ   ਮ ੱਟ ਨ   ਵਿੱਚ   5 - 6   ਮਿ ੰ ਟਾਂ   ਤੱਕ   ਜ ਜ਼ ਬ   ਨਾ   ਹੋ   ਜਾਣ   I</w>,51
13,"ਹਿਟੋਪਾਦੇਸਾ ਦੂਨੀਆਂ ਭਰ ਦੇ ਗਿਆਨ ਦੀ ਇੱਕ ਕਿਤਾਬ ਹੈ ਜੋ ਕਿ ਪਕਸ਼ੀਆਂ, ਜਾਂਵਰਾ ਅਤੇ ਇਨਸਾਨਾ ਦੇ ਕਿਰਦਾਰਾ ਦੇ ਰਾਹੀ ਵਿੱਦਿਆ ਦਿੰਦੀ ਹੈ I","ਹਿ ਟੋ ਪਾ ਦੇ ਸਾ   ਦੂ ਨੀ ਆਂ   ਭਰ   ਦੇ   ਗਿਆ ਨ   ਦੀ   ਇੱਕ   ਕਿ ਤਾਬ   ਹੈ   ਜੋ   ਕਿ   ਪਕ ਸ਼ੀ ਆਂ,   ਜਾਂ ਵ ਰਾ   ਅਤੇ   ਇਨ ਸਾ ਨਾ   ਦੇ   ਕਿਰ ਦਾਰਾ   ਦੇ   ਰਾ ਹੀ   ਵਿੱ ਦਿ ਆ   ਦਿੰ ਦੀ   ਹੈ   I</w>",42
14,ਇਸ ਕਿਤਾਬ ਦਾ ਮਕਸਦ ਸੰਸਕ੍ਰਿਤ ਵਿੱਚ ਕੁਸ਼ਲਤਾ ਵੱਧਾਉਣਾ ਅਤੇ ਸਮਝਦਾਰ ਵਿਹਾਰ ਉਕਾਸਾਉਣਾ ਜਾਪਦਾ ਹੈ I,ਇਸ   ਕਿ ਤਾਬ   ਦਾ   ਮ ਕਸ ਦ   ਸੰਸ ਕ੍ਰਿਤ   ਵਿੱਚ   ਕੁ ਸ਼ ਲਤਾ   ਵੱ ਧਾ ਉਣਾ   ਅਤੇ   ਸਮਝ ਦਾਰ   ਵਿ ਹਾਰ   ਉ ਕਾ ਸਾ ਉਣਾ   ਜਾ ਪ ਦਾ   ਹੈ   I</w>,30
15,"ਪ੍ਰੋਫ਼ੈਸਰ ਅਸਿਤਕੁਮਾਰ ਬੰਦਯੋਪਧਏ ਨੇ ਆਪਣੇ ਕਿਤਾਬ ""ਹਾਵੜਾ ਸਾਹਾਰੇਰ ਇਤਿਬਰ੍ਰਿਟੋ"" (ਪਿਹਲਾਂ ਅਤੇ ਦੂਜਾ ਭਾਗ) ਆਪਣੇ ਸ਼ਹਿਰ ਹਾਵੜਾ ਦਾ ਇਤਹਾਸ ਸਾਲ 1994 ਅਤੇ 1995 ਵਿੱਚ ਦਰਜ਼ ਕਰ ਕੇ ਇੱਕ ਮੱਹਤਵਪੂਰਨ ਭੂਮਿਕਾ ਨਿਭਾਈ ਹੈ I","ਪ੍ਰੋ ਫ਼ ੈ ਸਰ   ਅ ਸਿਤ ਕੁਮਾਰ   ਬੰਦ ਯੋ ਪ ਧ ਏ   ਨੇ   ਆਪਣੇ   ਕਿ ਤਾਬ   "" ਹਾ ਵ ੜਾ   ਸਾ ਹਾ ਰੇ ਰ   ਇ ਤਿ ਬ ਰ੍ਰਿ ਟੋ ""   ( ਪਿ ਹ ਲਾਂ   ਅਤੇ   ਦੂਜਾ   ਭਾਗ )   ਆਪਣੇ   ਸ਼ ਹਿਰ   ਹਾ ਵ ੜਾ   ਦਾ   ਇ ਤ ਹਾ ਸ   ਸਾਲ   199 4   ਅਤੇ   199 5   ਵਿੱਚ   ਦਰ ਜ਼   ਕਰ   ਕੇ   ਇੱਕ   ਮੱ ਹਤ ਵ ਪੂਰਨ   ਭੂਮਿਕਾ   ਨਿ ਭਾਈ   ਹੈ   I</w>",70
16,ਕੇਟਿਆ ਹਾਲ ਦਾ ਮੂਰ੍ਹਲਾ ਭਾਗ ਇੱਕ ਅਰਧ ਚਕੱਰ ਦੇ ਦੀ ਚਿੱਤਰਕਾਰੀ ਨਾਲ ਭਰੀਆ ਹੋਈਆ ਹੈ ਜੋ ਲਕੜੀ ਦਾ ਬਣੀਆ ਹੋਈਆ ਹੈ ਅਤੇ ਕਈ ਸਥਿਤੀਆ ਵਿੱਚ ਇਹ ਪਰਭਾਵਸ਼ਾਲੀ ਕੇਟਿਆ ਆਰਚ ਖਿੜਕੀ ਨਹੀਂ ਹੁੰਦੀ ਹੈI,ਕੇ ਟਿ ਆ   ਹਾਲ   ਦਾ   ਮੂ ਰ੍ਹ ਲਾ   ਭਾਗ   ਇੱਕ   ਅਰ ਧ   ਚ ਕੱ ਰ   ਦੇ   ਦੀ   ਚਿੱਤਰ ਕਾਰੀ   ਨਾਲ   ਭ ਰੀਆ   ਹੋਈ ਆ   ਹੈ   ਜੋ   ਲ ਕ ੜੀ   ਦਾ   ਬਣੀ ਆ   ਹੋਈ ਆ   ਹੈ   ਅਤੇ   ਕਈ   ਸਥਿਤੀ ਆ   ਵਿੱਚ   ਇਹ   ਪਰ ਭਾਵ ਸ਼ਾ ਲੀ   ਕੇ ਟਿ ਆ   ਆਰ ਚ   ਖਿ ੜ ਕੀ   ਨਹੀਂ   ਹੁੰਦੀ   ਹੈ I</w>,57
17,ਸਦੀਆਂ ਭਾਰ ਤੋ 'ਮਹਾਰਾਜ' ਅਤੇ 'ਖਾਨਸਾਮਿਆਂ' (ਭਾਰਤ ਵਿੱਚ ਮੁੱਖ ਰਸੋਇਆਂ ਨੂੰ ਰਵਾਇਤੀ ਤੋਰ ਤੇ ਇਸ ਨਾਂ ਨਾਲ ਜਾਨਿਆ ਜਾਂਦਾ ਹੈ) ਨੇ ਪਕਵਾਨਾਂ ਬਨਾਣ ਦੀ ਵਿਧੀ ਨੂੰ ਪੂਰਨ ਕਿਤਾ ਅਤੇ ਇਹ ਵਿਧੀਆਂ ਮੁਹ-ਜ਼ੁਬਾਨੀ ਅਗਲੀ ਪੀੜ੍ਹੀਆਂ ਤੱਕ ਪਹੁੰਚੀਆਂ ਹਨ I,ਸ ਦੀਆਂ   ਭਾਰ   ਤੋ   ' ਮਹਾ ਰਾਜ '   ਅਤੇ   ' ਖਾਨ ਸਾ ਮਿ ਆਂ '   ( ਭਾਰਤ   ਵਿੱਚ   ਮੁੱਖ   ਰ ਸੋ ਇ ਆਂ   ਨੂੰ   ਰਵਾਇਤੀ   ਤੋ ਰ   ਤੇ   ਇਸ   ਨਾਂ   ਨਾਲ   ਜਾ ਨਿਆ   ਜਾਂਦਾ   ਹੈ )   ਨੇ   ਪਕ ਵਾ ਨਾਂ   ਬ ਨਾ ਣ   ਦੀ   ਵਿਧੀ   ਨੂੰ   ਪੂਰਨ   ਕਿਤਾ   ਅਤੇ   ਇਹ   ਵਿਧੀ ਆਂ   ਮੁ ਹ - ਜ਼ ੁ ਬਾਨੀ   ਅਗ ਲੀ   ਪੀ ੜ੍ਹੀ ਆਂ   ਤੱਕ   ਪਹੁੰ ਚੀ ਆਂ   ਹਨ   I</w>,69
18,"ਖਾਣੇ ਦੀ ਤਿਆਰੀ ਆਮ ਤੌਰ ਤੇ ""ਵਸਤਾ ਵਜ਼ਾ"" ਜ਼ਾ ਖ਼ਾਨਸਾਮਾ, ਮੁੱਖ ਰਸੋਈਆ ਅਤੇ ਹੋਰ ਵਾਜ਼ਾ ਦੀ ਸਹਾਇਤਾ ਨਾਲ ਕਰਦਾ ਹੈ I","ਖਾ ਣੇ   ਦੀ   ਤਿਆਰੀ   ਆਮ   ਤੌਰ   ਤੇ   "" ਵ ਸਤਾ   ਵ ਜ਼ਾ ""   ਜ਼ਾ   ਖ਼ਾ ਨ ਸਾ ਮਾ ,   ਮੁੱਖ   ਰ ਸੋ ਈ ਆ   ਅਤੇ   ਹੋਰ   ਵਾ ਜ਼ਾ   ਦੀ   ਸਹਾਇਤਾ   ਨਾਲ   ਕਰ ਦਾ   ਹੈ   I</w>",35
19,ਪਾਉ ਭਾਜੀ : ਇਹ ਫਟਾਫਟ ਪਰੋਸਿਆ ਜਾਣ ਵਾਲਾ ਇੱਕ ਪਕਵਾਨ ਹੈ ਜੋਂ ਕਿ ਗਾੜ੍ਹੀ ਸਬਜ਼ੀਆਂ ਦੇ ਘੋਲ (ਭਾਜੀ) ਵਿੱਚ ਮੱਖਣ ਪਾ ਕੇ ਤਿਆਰ ਕਿਤਾ ਜਾਂਦਾ ਹੈ ਅਤੇ ਇੱਕ ਨਰਮ ਬ੍ਰੈਡ ਰੋਲ (ਪਾਵ) ਨਾਲ ਪਰੋਸਿਆ ਜਾਂਦਾ ਹੈ I,ਪਾ ਉ   ਭਾ ਜੀ   :   ਇਹ   ਫ ਟਾ ਫਟ   ਪ ਰੋ ਸਿਆ   ਜਾਣ   ਵਾਲਾ   ਇੱਕ   ਪਕ ਵਾਨ   ਹੈ   ਜੋਂ   ਕਿ   ਗਾ ੜ੍ਹੀ   ਸਬ ਜ਼ ੀ ਆਂ   ਦੇ   ਘੋ ਲ   ( ਭਾ ਜੀ )   ਵਿੱਚ   ਮ ੱਖ ਣ   ਪਾ   ਕੇ   ਤਿਆਰ   ਕਿਤਾ   ਜਾਂਦਾ   ਹੈ   ਅਤੇ   ਇੱਕ   ਨਰਮ   ਬ੍ਰੈ ਡ   ਰੋ ਲ   ( ਪਾ ਵ )   ਨਾਲ   ਪ ਰੋ ਸਿਆ   ਜਾਂਦਾ   ਹੈ   I</w>,61
20,"ਲਾਲ ਡੇਡ ਤੇ ਹੱਬਾ ਖ਼ਾਤੂਨ ਦਿਆ ਕਸ਼ਮੇਰੀ ਰਚਨਾਵਾਂ ਆਪਣੀ ਰਹਸਮਈ ਰੰਗ ਤੇ ਅੰਦਰ ਦੀ ਪੀੜ੍ਹਾ ਬਿਆਨ ਕਰਨ ਲਈ ਜਾਣੇ ਜਾਂਦੇ ਹਨ, ਮੀਰਾਬਾਈ ਦੀ ਰਾਜਸਥਾਨੀ ਰਚਨਾਵਾਂ ਆਪਣੀ ਅਨੋਖੀ ਧਾਰਮਿਕ ਗੁਣ, ਅੰਢਲ ਦਾ ਤਾਮਿਲ ਰਹੱਸਵਾਦ ਅਤੇ ਅੱਕਕਾ ਮਹਾਦੇਵੀ ਦੀ ਕੱਨੜਾ ਵਿੱਚ ਵਚਨਾਸ , ਇਹ ਸੱਬ ਮਹਿਲਾਵਾਂ ਦੇ ਸਾਹਿਤ ਵਿੱਚ ਮਹਾਨ ਯੋਗਦਾਨ ਦੇ ਗਵਾਹ ਹਨ I","ਲਾਲ   ਡੇ ਡ   ਤੇ   ਹੱ ਬਾ   ਖ਼ਾ ਤੂ ਨ   ਦਿ ਆ   ਕ ਸ਼ ਮੇ ਰੀ   ਰਚਨਾ ਵਾਂ   ਆਪਣੀ   ਰ ਹ ਸਮ ਈ   ਰੰਗ   ਤੇ   ਅੰਦਰ   ਦੀ   ਪੀ ੜ੍ ਹਾ   ਬਿ ਆਨ   ਕਰਨ   ਲਈ   ਜਾਣੇ   ਜਾਂਦੇ   ਹਨ,   ਮੀ ਰਾ ਬਾਈ   ਦੀ   ਰਾਜ ਸਥਾ ਨੀ   ਰਚਨਾ ਵਾਂ   ਆਪਣੀ   ਅ ਨੋ ਖੀ   ਧਾਰਮਿਕ   ਗੁ ਣ ,   ਅੰ ਢ ਲ   ਦਾ   ਤਾਮਿਲ   ਰ ਹੱ ਸ ਵਾਦ   ਅਤੇ   ਅ ੱਕ ਕਾ   ਮਹਾ ਦੇਵੀ   ਦੀ   ਕੱ ਨ ੜਾ   ਵਿੱਚ   ਵ ਚ ਨਾ ਸ   ,   ਇਹ   ਸੱ ਬ   ਮਹਿਲਾ ਵਾਂ   ਦੇ   ਸਾਹਿਤ   ਵਿੱਚ   ਮਹਾਨ   ਯੋਗਦਾਨ   ਦੇ   ਗ ਵਾਹ   ਹਨ   I</w>",93
21,ਬੋਧੀ ਚਿੱਤਰਕਰੀ ਵਾਲਿਆ ਬਾਗ ਗੁਫ਼ਾ ਮੱਧਿਆ ਪ੍ਰਦੇਸ਼ ਦੇ ਧਾਰ ਜਿਲ੍ਹੇ ਤੋ 97 ਕਿਲੋਮੀਟਰ ਦੀ ਦੂਰੀ ਤੇ ਸਥਿਤ ਹਨ I,ਬੋਧੀ   ਚਿੱਤਰ ਕਰੀ   ਵਾ ਲਿਆ   ਬਾ ਗ   ਗੁ ਫ਼ਾ   ਮੱ ਧਿਆ   ਪ੍ਰਦੇਸ਼   ਦੇ   ਧਾਰ   ਜਿ ਲ੍ਹੇ   ਤੋ   9 7   ਕਿਲੋਮੀਟਰ   ਦੀ   ਦੂਰੀ   ਤੇ   ਸਥਿਤ   ਹਨ   I</w>,26
22,"ਸੰਸਕ੍ਰਿਤ ਸਾਹਿਤ ਵਿੱਚ ""ਮੁਲਾ"" ਸ਼ਬਦ ਦਾ ਮਤਲਬ ਹੈ ਪੌਦੇ ਜਾਂ ਰੁੱਖ ਦੀਆਂ ਜੜ੍ਹਾਂ ਪਰ ਅਲੰਕਾਰਕ ਤੋਰ ਤੇ ਇਹ ਕਿਸੇ ਚੀਜ਼ ਦਾ ਵੀ ਹੇਠਲਾਂ ਹਿੱਸਾ ਹੋ ਸਕਦਾ ਹੈ I","ਸੰਸ ਕ੍ਰਿਤ   ਸਾਹਿਤ   ਵਿੱਚ   "" ਮੁ ਲਾ ""   ਸ਼ ਬਦ   ਦਾ   ਮਤਲਬ   ਹੈ   ਪੌ ਦੇ   ਜਾਂ   ਰੁ ੱਖ   ਦੀਆਂ   ਜ ੜ੍ ਹਾਂ   ਪਰ   ਅ ਲੰ ਕਾਰ ਕ   ਤੋ ਰ   ਤੇ   ਇਹ   ਕਿਸੇ   ਚੀ ਜ਼   ਦਾ   ਵੀ   ਹੇਠ ਲਾਂ   ਹਿੱਸਾ   ਹੋ   ਸਕ ਦਾ   ਹੈ   I</w>",44
23,"ਸਿੰਦੂ ਘਾਟੀ ਸੱਭਿਅਤਾ, ਵੱਖ-ਵੱਖ ਖੇਤਰਾਂ ਵਿੱਚ ਆਪਣੀ ਤਕਨੀਕੀ ਗਿਆਨ ਲਈ ਜਾਣੀ ਜਾਂਦੀ ਹੈ I","ਸਿੰ ਦੂ   ਘਾਟੀ   ਸੱ ਭਿ ਅ ਤਾ ,   ਵੱਖ-ਵੱਖ   ਖੇਤਰਾਂ   ਵਿੱਚ   ਆਪਣੀ   ਤਕਨੀ ਕੀ   ਗਿਆ ਨ   ਲਈ   ਜਾਣੀ   ਜਾਂਦੀ   ਹੈ   I</w>",21
24,ਸਾਰੇ ਕੌਰਵਾ ਦੀ ਮਿਰਤੂ ਹੋ ਜਾਂਦੀ ਹੈ ਅਤੇ ਸਿਰਫ਼ ਪੰਜ ਪਾਂਡਵ ਭਾਈ ਅਤੇ ਕ੍ਰਿਸ਼ਨਾ ਬਚਦੇ ਹਨ I,ਸਾਰੇ   ਕੌ ਰ ਵਾ   ਦੀ   ਮਿਰ ਤੂ   ਹੋ   ਜਾਂਦੀ   ਹੈ   ਅਤੇ   ਸਿਰਫ਼   ਪੰਜ   ਪਾਂ ਡ ਵ   ਭਾਈ   ਅਤੇ   ਕ੍ਰਿ ਸ਼ ਨਾ   ਬਚ ਦੇ   ਹਨ   I</w>,25
25,ਇਹ ਯੁੱਧ 18 ਦੀਨਾਂ ਤੱਕ ਚੱਲਿਆ ਅਤੇ ਕੌਰਵਾ ਦੀ ਹਾਰ ਨਾਲ ਇਸ ਦਾ ਅੰਤ ਹੋਇਆਂ I,ਇਹ   ਯੁੱਧ   18   ਦੀ ਨਾਂ   ਤੱਕ   ਚੱ ਲਿਆ   ਅਤੇ   ਕੌ ਰ ਵਾ   ਦੀ   ਹਾਰ   ਨਾਲ   ਇਸ   ਦਾ   ਅੰਤ   ਹੋ ਇ ਆਂ   I</w>,22
