sentence_index,original_sentence,tokenized_sentence,token_count
11,"ಚೆಟ್ಟಿನಾಡ್‌ ಆಹಾರಪದ್ಧತಿಯು ತಮಿಳುನಾಡು ರಾಜ್ಯದ ಚೆಟ್ಟಿನಾಡು ಪ್ರದೇಶಕ್ಕೆ ಸೇರಿದವರಾದ, ತಮ್ಮನ್ನು ತಾವು ನಗರತ್ತಾರರೆಂದು ಕರೆದುಕೊಳ್ಳುವ ನಾಟ್ಟುಕೋಟ್ಟೈ ಚೆಟ್ಟಿಯಾರ್‌ ಎಂಬ ಸಮುದಾಯದವರ ಆಹಾರ ಪದ್ಧತಿಯಾಗಿದೆ","ಚೆ ಟ್ಟಿ ನಾ ಡ್‌   ಆಹಾರ ಪದ್ಧ ತಿಯು   ತಮಿಳುನಾಡು   ರಾಜ್ಯದ   ಚೆ ಟ್ಟಿ ನಾ ಡು   ಪ್ರದೇಶ ಕ್ಕೆ   ಸೇರಿ ದವ ರಾದ ,   ತಮ್ಮ ನ್ನು   ತಾವು   ನಗರ ತ್ತಾ ರ ರೆಂದು   ಕರೆ ದು ಕೊಳ್ಳುವ   ನಾ ಟ್ಟು ಕೋ ಟ್ಟೈ   ಚೆ ಟ್ಟಿ ಯಾ ರ್‌   ಎಂಬ   ಸಮುದಾಯ ದ ವರ   ಆಹಾರ   ಪದ್ಧ ತಿ ಯಾಗಿ ದೆ",46
12,"ದಾಲ್ಚಿನ್ನಿಯು ಭಾರತಕ್ಕೆ ಸ್ಥಳೀಯವಾದುದಾಗಿದೆ ಮತ್ತು ಆ ಕಾರಣದಿಂದಲೇ, ಅದರ ಬಳಕೆಯ ವ್ಯಾಪ್ತಿಯು ಸುವಾಸನೆ ಹಾಗೂ ರುಚಿಕಾರಕ ಪದಾರ್ಥವಾಗಿ ಮೊದಲುಗೊಂಡು ಔಷಧೀಯ ವಿನಿಯೋಗದವರೆಗೂ ಹಬ್ಬಿದೆ","ದಾ ಲ್ಚಿ ನ್ನಿ ಯು   ಭಾರತಕ್ಕೆ   ಸ್ಥಳೀಯ ವಾದು ದಾಗಿ ದೆ   ಮತ್ತು   ಆ   ಕಾರಣ ದಿಂದ ಲೇ ,   ಅದರ   ಬಳ ಕೆಯ   ವ್ಯಾಪ್ತಿ ಯು   ಸು ವಾಸ ನೆ   ಹಾಗೂ   ರು ಚಿ ಕಾರ ಕ   ಪದಾರ್ಥ ವಾಗಿ   ಮೊದಲು ಗೊಂಡು   ಔಷ ಧೀ ಯ   ವಿ ನಿ ಯೋ ಗದ ವರೆಗೂ   ಹ ಬ್ಬಿ ದೆ",43
13,ಇದನ್ನು ಒಣ ಹಿಟ್ಟು ಮಾಡುವ ಯಂತ್ರ ಅಥವಾ ಕಲ್ಲಿನ ಕುಟ್ಟಾಣಿಯಲ್ಲಿ ಪುಡಿ ಮಾಡಿ,ಇದನ್ನು   ಒ ಣ   ಹಿ ಟ್ಟು   ಮಾಡುವ   ಯಂತ್ರ   ಅಥವಾ   ಕ ಲ್ಲಿನ   ಕು ಟ್ಟಾ ಣಿ ಯಲ್ಲಿ   ಪು ಡಿ   ಮಾಡಿ,17
14,"ಪಂಜಾಬಿನ ಪ್ರತಿ ನಗರವೂ ಬೇರೆ ಬೇರೆ ಒಲವುಗಳನ್ನು ಹೊಂದಿದೆ, ಉದಾಹರಣೆಗೆ ಅಮೃತಸರದಲ್ಲಿನ ಜನರು ವಿಶೇಷವಾಗಿ ಅಮೃತ್‌ಸರೀ ಕುಲ್ಚಾಗಳು, ಹೂರಣ ತುಂಬಿದ ಪರಾಠಾಗಳು ಮತ್ತು ಹಾಲಿನ ಉತ್ಪನ್ನಗಳನ್ನು ಇಷ್ಟಪಡುತ್ತಾರೆ","ಪಂಜಾಬಿ ನ   ಪ್ರತಿ   ನಗರ ವೂ   ಬೇರೆ   ಬೇರೆ   ಒ ಲ ವು ಗಳನ್ನು   ಹೊಂದಿ ದೆ,   ಉದಾಹರಣೆ ಗೆ   ಅ ಮೃತ ಸ ರದಲ್ಲಿ ನ   ಜನರು   ವಿಶೇಷವಾಗಿ   ಅ ಮೃ ತ್‌ ಸ ರೀ   ಕು ಲ್ಚಾ ಗಳು,   ಹೂ ರಣ   ತುಂಬಿ ದ   ಪ ರಾ ಠಾ ಗಳು   ಮತ್ತು   ಹಾ ಲಿನ   ಉತ್ಪನ್ನ ಗಳನ್ನು   ಇಷ್ಟ ಪಡು ತ್ತಾರೆ",46
15,"ಮಹರ್ಷಿಯೊಂದಿಗೆ ರಾಮನನ್ನು ಕಳುಹಿಸಿಕೊಡು, ಮತ್ತು ಲಕ್ಷ್ಮಣನನ್ನೂ ಕಳುಹಿಸು","ಮಹ ರ್ಷಿ ಯೊಂದಿಗೆ   ರಾಮ ನನ್ನು   ಕಳುಹಿ ಸಿಕೊ ಡು ,   ಮತ್ತು   ಲ ಕ್ಷ್ಮ ಣ ನ ನ್ನೂ   ಕಳುಹಿ ಸು",17
16,ಆದರೆ ಮಂಗಲ ಪಾಂಡೆಯ ಕೆಚ್ಚೆದೆಯ ಕಾರ್ಯವು ಉನ್ನತ ಹಾಗೂ ಉದಾತ್ತವಾದ ತತ್ತ್ವವೊಂದರ ಬಗೆಗಿನ ಶ್ರದ್ಧೆಯಿಂದಾಗಿ ಮಾಡಿದುದಾಗಿತ್ತು,ಆದರೆ   ಮಂ ಗ ಲ   ಪಾಂ ಡೆ ಯ   ಕೆ ಚ್ಚೆ ದೆ ಯ   ಕಾರ್ಯ ವು   ಉನ್ನತ   ಹಾಗೂ   ಉದಾ ತ್ತ ವಾದ   ತ ತ್ತ್ವ ವೊಂದರ   ಬಗೆಗಿನ   ಶ್ರ ದ್ಧೆ ಯಿಂದಾಗಿ   ಮಾಡಿ ದು ದಾಗಿ ತ್ತು,29
17,"ಈರುಳ್ಳಿಯು ಅರೆಪಾರದರ್ಶಕವಾಗುತ್ತಿದ್ದಂತೆ, ಅದಕ್ಕೆ ಮ್ಯಾರಿನೇಡ್‌ ದ್ರವದಲ್ಲಿ ಊರಿಟ್ಟಿದ್ದ ಕುರಿಮಾಂಸವನ್ನು, ಜೊತೆಗೆ ಅರಿಶಿಣವನ್ನು ಸೇರಿಸಿ, ಕುರಿಮಾಂಸವು ಎಲ್ಲಾ ಮಸಾಲೆಗಳನ್ನು ಹೀರಿಕೊಳ್ಳುವ ತನಕ, ಸುಮಾರು ೫-೬ ನಿಮಿಷಗಳವರೆಗೆ ಹುರಿಯಿರಿ","ಈ ರು ಳ್ಳಿ ಯು   ಅ ರೆ ಪಾ ರದ ರ್ಶ ಕ ವಾ ಗುತ್ತಿ ದ್ದಂ ತೆ,   ಅ ದಕ್ಕೆ   ಮ್ಯಾ ರಿ ನೇ ಡ್‌   ದ್ರ ವ ದಲ್ಲಿ   ಊ ರಿ ಟ್ಟಿ ದ್ದ   ಕುರಿ ಮಾಂ ಸ ವನ್ನು ,   ಜೊತೆಗೆ   ಅರಿ ಶಿ ಣವನ್ನು   ಸೇರಿ ಸಿ,   ಕುರಿ ಮಾಂ ಸ ವು   ಎಲ್ಲಾ   ಮ ಸಾ ಲೆ ಗಳನ್ನು   ಹೀ ರಿ ಕೊಳ್ಳುವ   ತನ ಕ ,   ಸುಮಾರು   ೫ - ೬   ನಿಮಿಷ ಗಳ ವರೆಗೆ   ಹು ರಿ ಯಿ ರಿ",64
18,"ಹಿತೋಪದೇಶವು ಪಕ್ಷಿಗಳು, ಪ್ರಾಣಿಗಳು, ಮತ್ತು ಮನುಷ್ಯ ಪಾತ್ರಗಳ ಮೂಲಕ ಲೌಕಿಕ ವಿವೇಕವನ್ನು ಪ್ರಸ್ತುತಪಡಿಸುವ ಪುಸ್ತಕವಾಗಿದೆ","ಹಿ ತೋ ಪ ದೇಶ ವು   ಪಕ್ಷಿ ಗಳು,   ಪ್ರಾಣಿ ಗಳು,   ಮತ್ತು   ಮನು ಷ್ಯ   ಪಾತ್ರ ಗಳ   ಮೂಲಕ   ಲೌ ಕಿ ಕ   ವಿ ವೇ ಕವನ್ನು   ಪ್ರಸ್ತುತ ಪಡಿ ಸುವ   ಪುಸ್ತ ಕವಾಗಿ ದೆ",27
19,ಸಂಸ್ಕೃತ ಅಭಿವ್ಯಕ್ತಿಯಲ್ಲಿ ಪ್ರಾವೀಣ್ಯವನ್ನು ಮತ್ತು ವಿವೇಕಯುತ ನಡೆವಳಿಕೆಯ ಅರಿವನ್ನು ಉತ್ತೇಜಿಸುವುದು ಈ ಪುಸ್ತಕದ ಉದ್ದೇಶವಾಗಿರುವಂತೆ ತೋರುತ್ತದೆ,ಸಂಸ್ಕೃ ತ   ಅಭಿ ವ್ಯಕ್ತಿ ಯಲ್ಲಿ   ಪ್ರಾ ವೀ ಣ್ಯ ವನ್ನು   ಮತ್ತು   ವಿ ವೇ ಕ ಯು ತ   ನಡೆ ವಳಿ ಕೆಯ   ಅರಿ ವನ್ನು   ಉತ್ತೇ ಜಿ ಸುವುದು   ಈ   ಪುಸ್ತ ಕದ   ಉದ್ದೇಶ ವಾಗಿ ರುವಂತೆ   ತೋ ರುತ್ತದೆ,31
20,ಪ್ರಾಧ್ಯಾಪಕರಾದ ಅಸಿತ್‌ಕುಮಾರ್ ಬಂದೋಪಾಧ್ಯಾಯ ೧೯೯೪ ಮತ್ತು ೧೯೯೫ರಲ್ಲಿ ಹೌರಾ ಶಹರೇರ್ ಇತಿಬೃತ್ತೊ (ಮೊದಲನೇ ಮತ್ತು ಎರಡನೇ ಸಂಪುಟ) ಎಂಬ ಶೀರ್ಷಿಕೆಯಡಿಯಲ್ಲಿ ತಮ್ಮ ಹುಟ್ಟೂರಾದ ಹೌರಾದ ಸಂಪೂರ್ಣ ಇತಿಹಾಸವನ್ನು ಸಂಗ್ರಹಿಸುವಲ್ಲಿ ಮೊದಲಿಗರಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಿದರು,ಪ್ರಾ ಧ್ಯಾ ಪಕ ರಾದ   ಅ ಸಿ ತ್‌ ಕುಮಾರ್   ಬಂ ದೋ ಪಾ ಧ್ಯಾ ಯ   ೧೯೯ ೪   ಮತ್ತು   ೧೯೯ ೫ರಲ್ಲಿ   ಹೌ ರಾ   ಶ ಹ ರೇ ರ್   ಇ ತಿ ಬೃ ತ್ತೊ   ( ಮೊದಲ ನೇ   ಮತ್ತು   ಎರಡನೇ   ಸಂ ಪುಟ )   ಎಂಬ   ಶೀ ರ್ಷಿ ಕೆಯ ಡಿಯಲ್ಲಿ   ತಮ್ಮ   ಹು ಟ್ಟೂ ರಾದ   ಹೌ ರಾದ   ಸಂಪೂರ್ಣ   ಇತಿಹಾಸ ವನ್ನು   ಸಂಗ್ರಹಿ ಸುವಲ್ಲಿ   ಮೊದ ಲಿ ಗ ರಾಗಿ   ಕಾರ್ಯನಿರ್ವಹಿ ಸಿದರು,58
21,"ಚೈತ್ಯ ಸಭಾಂಗಣದ ಮುಂಬದಿಯಲ್ಲಿ ಎತ್ತರವಾಗಿ ಎದ್ದು ತೋರುವ ಅರ್ಧಚಂದ್ರಾಕೃತಿಯ ಚೈತ್ಯ ಕಮಾನು ಇದ್ದು, ಇದು ಮರದ ಮುಂಭಾಗವುಳ್ಳ ತೆರೆದ ಮುಮ್ಮುಖದಿಂದ ಕೂಡಿರುತ್ತದೆ ಮತ್ತು, ಕೆಲವೆಡೆಗಳಲ್ಲಿ, ಎತ್ತರವಾದ ಚೈತ್ಯ ಕಮಾನು ಕಿಟಕಿಯಿರುವುದಿಲ್ಲ","ಚೈ ತ್ಯ   ಸ ಭಾಂ ಗ ಣದ   ಮುಂ ಬದಿ ಯಲ್ಲಿ   ಎತ್ತ ರವಾಗಿ   ಎ ದ್ದು   ತೋ ರುವ   ಅರ್ಧ ಚಂ ದ್ರಾ ಕೃ ತಿಯ   ಚೈ ತ್ಯ   ಕ ಮಾ ನು   ಇ ದ್ದು,   ಇದು   ಮ ರದ   ಮುಂ ಭಾಗವು ಳ್ಳ   ತೆರೆ ದ   ಮು ಮ್ಮು ಖ ದಿಂದ   ಕೂಡಿ ರುತ್ತದೆ   ಮತ್ತು ,   ಕೆಲ ವೆ ಡೆ ಗಳಲ್ಲಿ,   ಎತ್ತ ರವಾದ   ಚೈ ತ್ಯ   ಕ ಮಾ ನು   ಕಿ ಟ ಕಿ ಯಿ ರು ವುದಿಲ್ಲ",60
22,ʼಮಹಾರಾಜ್‌ʼ ಹಾಗೂ ʼಖಾನ್‌ಸಾಮಾʼಗಳ (ಭಾರತದಲ್ಲಿ ಪರಿಣತ ಬಾಣಸಿಗರನ್ನು ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ ಹೀಗೆ ಕರೆಯಲಾಗುತ್ತದೆ) ತಲೆಮಾರುಗಳವರು ಹಲವು ಶತಮಾನಗಳ ಕಾಲಾವಧಿಯಲ್ಲಿ ಈ ಪಾಕಸೂತ್ರಗಳನ್ನು ಉತ್ತಮಪಡಿಸಿದ್ದಾರೆ ಮತ್ತು ಈ ಪಾಕವಿಧಾನಗಳು ಸಾವಿರಾರು ವರ್ಷಗಳಿಂದ ಮೌಖಿಕ ಪರಂಪರೆಯ ಮೂಲಕ ದಾಟಿಕೊಂಡು ಬಂದಿವೆ,ʼ ಮಹಾ ರಾಜ್ ‌ ʼ   ಹಾಗೂ   ʼ ಖಾ ನ್‌ ಸಾಮಾ ʼ ಗಳ   ( ಭಾರತದಲ್ಲಿ   ಪರಿ ಣ ತ   ಬಾ ಣ ಸಿ ಗ ರನ್ನು   ಸಾಂಪ್ರದಾಯಿ ಕವಾಗಿ   ಹೀಗೆ   ಕರೆಯಲಾ ಗುತ್ತದೆ )   ತಲೆ ಮಾರು ಗಳ ವರು   ಹಲವು   ಶತಮಾನ ಗಳ   ಕಾ ಲಾ ವಧಿ ಯಲ್ಲಿ   ಈ   ಪಾ ಕ ಸೂ ತ್ರ ಗಳನ್ನು   ಉತ್ತಮ ಪಡಿ ಸಿದ್ದಾರೆ   ಮತ್ತು   ಈ   ಪಾ ಕ ವಿಧಾನ ಗಳು   ಸಾವಿ ರಾರು   ವರ್ಷ ಗಳಿಂದ   ಮೌ ಖಿ ಕ   ಪರಂಪ ರೆಯ   ಮೂಲಕ   ದಾ ಟಿ ಕೊಂಡು   ಬಂದಿ ವೆ,69
23,"ಸಾಂಪ್ರದಾಯಿಕವಾಗಿ, ಹಲವು ಮಂದಿ ವಾಜಾ಼ಗಳು ಅಥವಾ ಬಾಣಸಿಗರ ಸಹಾಯದೊಂದಿಗೆ ವೌಸ್ತಾ ವಾಜಾ಼ ಅಥವಾ ಮುಖ್ಯ ಬಾಣಸಿಗನು ಈ ಅಡುಗೆಯನ್ನು ಮಾಡುತ್ತಾನೆ","ಸಾಂಪ್ರದಾಯಿ ಕವಾಗಿ ,   ಹಲವು   ಮಂದಿ   ವಾ ಜಾ ಼ ಗಳು   ಅಥವಾ   ಬಾ ಣ ಸಿ ಗರ   ಸಹಾಯ ದೊಂದಿಗೆ   ವೌ ಸ್ತಾ   ವಾ ಜಾ ಼   ಅಥವಾ   ಮುಖ್ಯ   ಬಾ ಣ ಸಿ ಗ ನು   ಈ   ಅ ಡುಗೆ ಯನ್ನು   ಮಾಡು ತ್ತಾನೆ",34
24,"ಪಾವ್‌ ಭಾಜಿ: ಇದು ಮಹಾರಾಷ್ಟ್ರದ ಫಾಸ್ಟ್‌ ಫುಡ್‌ ತಿನಿಸಾಗಿದ್ದು, ಸಾಮಾನ್ಯವಾಗಿ ಬೆಣ್ಣೆ ಹಾಕಿ ಮಾಡಲಾಗುವ ತರಕಾರಿಯ ಗಟ್ಟಿ ಮೇಲೋಗರವನ್ನು (ಭಾಜಿ) ಹೊಂದಿರುತ್ತದೆ ಮತ್ತು ಮೃದುವಾದ ಬನ್ (ಪಾವ್) ಜೊತೆಗೆ ಬಡಿಸಲಾಗುತ್ತದೆ","ಪಾ ವ್‌   ಭಾ ಜಿ :   ಇದು   ಮಹಾರಾಷ್ಟ್ರ ದ   ಫಾ ಸ್ಟ್‌   ಫು ಡ್‌   ತಿ ನಿ ಸಾಗಿ ದ್ದು,   ಸಾಮಾನ್ಯವಾಗಿ   ಬೆ ಣ್ಣೆ   ಹಾಕಿ   ಮಾಡಲಾ ಗುವ   ತರ ಕಾರಿ ಯ   ಗ ಟ್ಟಿ   ಮೇ ಲೋ ಗ ರವನ್ನು   ( ಭಾ ಜಿ )   ಹೊಂದಿ ರುತ್ತದೆ   ಮತ್ತು   ಮೃ ದು ವಾದ   ಬ ನ್   ( ಪಾ ವ್ )   ಜೊತೆಗೆ   ಬ ಡಿ ಸಲಾಗುತ್ತದೆ",51
25,"ಲಾಲ್ ದೇದ್ ಹಾಗೂ ಹಬ್ಬಾ ಖಾತೂನ್‌ರ ಕಾಶ್ಮೀರಿ ರಚನೆಗಳು ಅವುಗಳ ಆಧ್ಯಾತ್ಮಿಕ ಸೊಗಡು ಮತ್ತು ತೀವ್ರವಾದ ಪರಿತಾಪದ ಅಭಿವ್ಯಕ್ತಿಗೆ ಹೆಸರುವಾಸಿಯಾಗಿವೆ, ಮೀರಾಬಾಯಿಯ ರಾಜಸ್ಥಾನೀ ಭಜನ್‌ಗಳು ಅವುಗಳ ಅನನ್ಯ ಭಕ್ತಿಯ ಲಕ್ಷಣಕ್ಕೆ ಹೆಸರಾಗಿವೆ, ತಮಿಳಿನಲ್ಲಿ ಆಂಡಾಳ್‌ಳ ಅನುಭಾವ ಮತ್ತು ಕನ್ನಡದಲ್ಲಿ ಅಕ್ಕ ಮಹಾದೇವಿಯ ವಚನಗಳು ಆ ಕಾಲದ ಸಾಹಿತ್ಯಕ್ಕೆ ಮಹಿಳೆಯರ ಮಹತ್ತರವಾದ ಕೊಡುಗೆಗೆ ಸಾಕ್ಷಿಗಳಾಗಿವೆ","ಲಾಲ್   ದೇ ದ್   ಹಾಗೂ   ಹ ಬ್ಬಾ   ಖಾ ತೂ ನ್‌ ರ   ಕಾಶ್ಮೀ ರಿ   ರಚನೆ ಗಳು   ಅವುಗಳ   ಆ ಧ್ಯಾ ತ್ಮಿ ಕ   ಸೊ ಗ ಡು   ಮತ್ತು   ತೀವ್ರ ವಾದ   ಪರಿ ತಾ ಪದ   ಅಭಿ ವ್ಯಕ್ತಿ ಗೆ   ಹೆಸರುವಾಸಿ ಯಾಗಿ ವೆ ,   ಮೀ ರಾ ಬಾಯಿ ಯ   ರಾಜ ಸ್ಥಾ ನೀ   ಭ ಜ ನ್‌ ಗಳು   ಅವುಗಳ   ಅ ನ ನ್ಯ   ಭ ಕ್ತಿ ಯ   ಲಕ್ಷಣ ಕ್ಕೆ   ಹೆಸ ರಾಗಿ ವೆ ,   ತಮಿ ಳಿ ನಲ್ಲಿ   ಆಂ ಡಾ ಳ್ ‌ ಳ   ಅನು ಭಾವ   ಮತ್ತು   ಕನ್ನಡ ದಲ್ಲಿ   ಅ ಕ್ಕ   ಮಹಾ ದೇವಿ ಯ   ವ ಚ ನ ಗಳು   ಆ   ಕಾಲದ   ಸಾಹಿತ್ಯ ಕ್ಕೆ   ಮಹಿಳೆಯರ   ಮಹ ತ್ತ ರವಾದ   ಕೊಡುಗೆ ಗೆ   ಸಾಕ್ಷಿ ಗಳಾಗಿ ವೆ",94
26,"ಬೌದ್ಧ ಭಿತ್ತಿಚಿತ್ರಗಳನ್ನು ಹೊಂದಿರುವ ಬಾಘ್‌ ಗುಹೆಗಳು, ಮಧ್ಯಪ್ರದೇಶದ ಧಾರ್‌ ಜಿಲ್ಲೆಯಿಂದ ೯೭ ಕಿ","ಬೌದ್ಧ   ಭಿ ತ್ತಿ ಚಿತ್ರ ಗಳನ್ನು   ಹೊಂದಿರುವ   ಬಾ ಘ್ ‌   ಗುಹೆ ಗಳು,   ಮಧ್ಯ ಪ್ರದೇಶದ   ಧಾ ರ್‌   ಜಿಲ್ಲೆ ಯಿಂದ   ೯ ೭   ಕಿ",20
27,ಮೀ,ಮೀ,1
28,ದೂರದಲ್ಲಿವೆ,ದೂರದಲ್ಲಿ ವೆ,2
29,"ಸಂಸೃತ ಸಾಹಿತ್ಯದಲ್ಲಿ ʼಮೂಲʼ ಎಂಬ ಪದದ ಸಾಮಾನ್ಯ ಅರ್ಥವು ಗಿಡ ಅಥವಾ ಮರದ ಬೇರು ಎಂದಾಗಿದ್ದರೂ, ಸಾಂಕೇತಿಕವಾಗಿ, ಯಾವುದರದ್ದೇ ಪಾದ ಅಥವಾ ಕೆಳಭಾಗ ಅಥವಾ ತಳ ಎಂದಾಗುತ್ತದೆ","ಸಂ ಸೃ ತ   ಸಾಹಿತ್ಯ ದಲ್ಲಿ   ʼ ಮೂಲ ʼ   ಎಂಬ   ಪದ ದ   ಸಾಮಾನ್ಯ   ಅರ್ಥ ವು   ಗಿ ಡ   ಅಥವಾ   ಮ ರದ   ಬೇ ರು   ಎಂ ದಾ ಗಿದ್ದ ರೂ,   ಸಾಂ ಕೇ ತಿ ಕವಾಗಿ ,   ಯಾವು ದರ ದ್ದೇ   ಪಾದ   ಅಥವಾ   ಕೆಳ ಭಾಗ   ಅಥವಾ   ತ ಳ   ಎಂ ದಾ ಗುತ್ತದೆ",43
