sentence_index,original_sentence,tokenized_sentence,token_count
11,पर मंगल पांडे दा वीरतापूर्ण कम्म इक उच्च ते महान सिद्धांत दे प्रति समर्पण कारण कीता गेआ हा,पर   मं गल   पां डे   दा   वी र ता पूर्ण   कम्म   इक   उच्च   ते   महा न   सि द्धां त   दे   प्रति   समर्पण   कारण   कीता   गेआ   हा,26
12,"गंढें दे पारदर्शी होई जाने बाद, हल्दी पाउडर कन्नै मैरीनेट कीते दा मटन पाओ ते लगभग 5-6 मिंट उसले तक्कर भुन्नो जिसले तक्कर सारे मसाले मटन च रची नेईं जान","गं ढें   दे   पार द र्शी   होई   जाने   बाद ,   ह ल्दी   पा उ डर   कन्नै   मै री नेट   कीते   दा   म टन   पा ओ   ते   लगभग   5 - 6   मिं ट   उस ले   तक्कर   भु न्नो   जिसले   तक्कर   सारे   मसा ले   म टन   च   र ची   नेईं   जान",49
13,"हितोपदेश पक्खरुएं, जानवरें ते मनुक्खें दे चरित्रें राहें पेश संसारी ग्यान दी कताब ऐ","हि तो प देश   पक्ख रु एं ,   जान व रें   ते   मनु क्खें   दे   च रि त्रें   राहें   पेश   संसा री   ग्या न   दी   कताब   ऐ",27
14,कताबा दा उद्देश संस्कृत अभिव्यक्ति च म्हारत ते समझदार ब्यहार दे बोध गी प्रोत्साहत करना सेही होंदा ऐ,कता बा   दा   उद्देश   संस्कृ त   अभि व्यक्ति   च   म्हा रत   ते   समझ दार   ब्य हार   दे   बो ध   गी   प्रो त्सा ह त   करना   से ही   हों दा   ऐ,30
15,प्रोफेसर असितकुमार बंद्योपाध्याय ने 1994 ते 1995 च हावड़ा सहरेर इटिब्रिटो ( पैह्‌‌ला ते दूआ खंड ) दे रूप च अपने नगर हावड़ा दे पूरे इतिहास गी संकलत करने च पथ-प्रदर्शक दी भूमिका नभाई,प्रो फे सर   अ सि त कुमार   बं द्यो पा ध्या य   ने   199 4   ते   199 5   च   हा व ड़ा   स ह रे र   इ टि ब्रि टो   (   पैह्‌‌ला   ते   दूआ   खंड   )   दे   रूप   च   अपने   नगर   हा व ड़ा   दे   पूरे   इतिहास   गी   सं क लत   करने   च   प थ - प्रदर्श क   दी   भूमिका   नभाई,61
16,"चैत्य हाल दे आगे उप्पर लकड़ी दे मुहारे आह्‌ला, सामनेआ खुऱल्ला इक अर्ध - वृत्ताकार चैत्य मेह्‌‌राब दा रूप-अंकन हावी ऐ, ते किश मामलें च, कोई प्रमुख चैत्य मेह्‌‌राब दुआरी नेईं ऐ","चै त्य   हाल   दे   आ गे   उप्पर   लक ड़ी   दे   मु हा रे   आह्‌ला ,   साम नेआ   खु ऱ ल्ला   इक   अ र्ध   -   वृ त्ता कार   चै त्य   मे ह्‌‌ राब   दा   रूप - अं कन   हा वी   ऐ,   ते   किश   माम लें   च,   कोई   प्रमुख   चै त्य   मे ह्‌‌ राब   दु आ री   नेईं   ऐ",57
17,'महाराज' ते 'खानसामें' दियें पीढ़ियें ( पारंपरिक रूप कन्नै माहिर रसोइयें गी भारत च आखेआ जंदा ऐ ) सदियें थमां व्यंजनें गी सिद्ध कीता ऐ ते एह्‌‌ व्यंजन ज्हारें बʼरें थमां मौखिक परंपरा चा लंघे न,' महा राज '   ते   ' खान सा में '   दियें   पी ढ़ ि यें   (   पारंपरिक   रूप   कन्नै   मा हिर   र सो इयें   गी   भारत   च   आखेआ   जं दा   ऐ   )   स दियें   थमां   व्यं ज नें   गी   सि द्ध   कीता   ऐ   ते   एह्‌‌   व्यं जन   ज्हा रें   बʼरें   थमां   मौ खि क   परंपरा   चा   लं घे   न,59
18,त्यारी परंपरागत ढंगै कन्नै बड्डे खानसामे द्वारा मते हारे रसोइयें दी मदद कन्नै होंदी ऐ,त्या री   परंपरा गत   ढं गै   कन्नै   बड्डे   खान सा मे   द्वारा   मते   हा रे   र सो इयें   दी   मदद   कन्नै   होंदी   ऐ,23
19,"पाऽ भाजी : एह्‌‌ महाराष्ट्र दा इक फास्ट फूड व्यंजन ऐ, जेह्‌‌‌दे च आमतौरा पर मक्खनै च बनाई दी लुग्ग-पलुग्गी सब्जी ( भाजी ) होंदी ऐ ते जिस्सी पुल्ले ब्रैड्ड रोल ( पाऽ ) कन्नै परोसेआ जंदा ऐ","पा ऽ   भा जी   :   एह्‌‌   महारा ष्ट्र   दा   इक   फा स्ट   फू ड   व्यं जन   ऐ,   जेह्‌‌‌दे   च   आमतौ रा   पर   म क्ख नै   च   बनाई   दी   लु ग्ग -प लु ग्गी   स ब्जी   (   भा जी   )   होंदी   ऐ   ते   जिस्सी   पु ल्ले   ब्रै ड्ड   रो ल   (   पा ऽ   )   कन्नै   परो से आ   जं दा   ऐ",60
20,"लल्ल देद ते हब्बा खातून हुंदियां कश्मीरी रचनां अपने रहस्यवादी रस ते अभिव्यक्ति दी त्रिक्खी वेदना आस्तै जानियां जंदियां न, राजस्थानी च मीराबाई दियां रचनां बेजोड़ भगती गुणवत्ता आस्तै जानियां जंदियां न, तमिल च अंडाल दा रहस्यवाद ते कन्नड़ च अक्का महादेवी दे वचन उस समें दे साहित्य च महिलाएं दे महान जोगदान दे सबूत न","ल ल्ल   देद   ते   ह ब्बा   खा तू न   हुं दियां   कश्मी री   रच नां   अपने   र ह स्य वादी   र स   ते   अभि व्यक्ति   दी   त्रि क्खी   वे द ना   आस्तै   जा नियां   जं दियां   न,   राज स्थानी   च   मी रा बाई   दियां   रच नां   बे जोड़   भग ती   गुण व त्ता   आस्तै   जा नियां   जं दियां   न,   तमिल   च   अं डाल   दा   र ह स्य वाद   ते   क न्नड़   च   अ क्का   महा देवी   दे   व चन   उस   समें   दे   साहित्य   च   महिला एं   दे   महा न   जोगदान   दे   स बूत   न",94
21,मध्य प्रदेश दे धार जिले शा 97 किलोमीटर दी दूरी उप्पर बौद्ध भित्ती चित्तरें आह्‌‌‌लियां बाग गुफां स्थित न,मध्य   प्रदेश   दे   धार   जिले   शा   9 7   किलोमीटर   दी   दूरी   उप्पर   बौद्ध   भि त्ती   चि त्त रें   आह्‌‌‌लियां   बाग   गुफां   स्थित   न,23
22,"संस्कृत साहित्य च मूल शब्द दा सधारण अर्थ बूह्‌‌टे जां रुक्खै दी जढ़ ऐ, पर लाक्षणिक रूप कन्नै, कुसै बी चीजा दा पैर जां सभनें शा खʼलका हिस्सा जां थल्ला","संस्कृ त   साहित्य   च   मूल   शब्द   दा   सधारण   अर्थ   बूह्‌‌ टे   जां   रु क्खै   दी   ज ढ़   ऐ,   पर   ला क्ष णि क   रूप   कन्नै,   कुसै   बी   ची जा   दा   पै र   जां   सभनें   शा   खʼल का   हिस्सा   जां   थ ल्ला",41
23,सिंधु घाटी दी सभ्यता भांती-भांती दे खेतरें च अपने तकनीकी ग्यान मूजब जानी जंदी ऐ,सिंधु   घाटी   दी   स भ्य ता   भां ती - भां ती   दे   खेतरें   च   अपने   तकनी की   ग्या न   मू ज ब   जानी   जं दी   ऐ,26
24,सारे कौरव मरी जंदे न ; छड़े पंज पांडव भ्राऽ ते कृष्ण जींदे रौंह्‌दे न,सारे   कौ र व   मरी   जं दे   न   ;   छड़े   पंज   पां ड व   भ्राऽ   ते   कृष्ण   जीं दे   रौं ह्‌ दे   न,23
25,जुद्ध ठाह्‌रें दिनें तक्कर चलदा ऐ ते कौरवें दी हारा दे कन्नै खत्म होंदा ऐ,जुद्ध   ठा ह्‌ रें   दिनें   तक्कर   चल दा   ऐ   ते   कौ र वें   दी   हा रा   दे   कन्नै   खत्म   हों दा   ऐ,22
26,महाभारत दी केंदरी क्हानी हस्तिनापुर दे संघासन दे उत्तराधिकार उप्पर झगड़े दी ऐ,महा भारत   दी   कें दरी   क्हानी   ह स्ति ना पुर   दे   सं घा सन   दे   उत्तरा धिकार   उप्पर   झ ग ड़े   दी   ऐ,23
27,हस्तिनापुर आधुनिक दिल्ली दे ठीक उत्तर च इक राज हा जेह्‌‌ड़ा इक जनजाति दा पुश्तैनी खेतर हा जिस्सी आमतौरा पर भरत दे नांऽ कन्नै जानेआ जंदा हा,ह स्ति ना पुर   आधुनिक   दिल्ली   दे   ठीक   उत्तर   च   इक   राज   हा   जेह्‌‌ड़ा   इक   जन जाति   दा   पु श्तै नी   खेतर   हा   जिस्सी   आमतौ रा   पर   भ रत   दे   नांऽ   कन्नै   जाने आ   जं दा   हा,37
28,"कर्नाटक च शाकाहारियें दी गिनती मासाहारियें दी गिनती कोला मती ऐ ; इस करियै, उंʼदे भोजन च मुक्ख रूपा कन्नै शाकाहारी व्यंजन होंदे न","कर्नाटक   च   शा का हा रियें   दी   गिनती   मा सा हा रियें   दी   गिनती   कोला   मती   ऐ   ;   इस   करियै ,   उंʼदे   भो जन   च   मुक्ख   रूपा   कन्नै   शा का हारी   व्यं जन   हों दे   न",36
29,"ओह्‌‌‌दा जवाब संजय द्वारा दित्ता जंदा ऐ, जेह्‌‌ड़ा दसदा ऐ जे जुद्धै दे मदानै च केह्‌‌ होआ दा ऐ","ओह्‌‌‌दा   जवाब   सं जय   द्वारा   दित्ता   जं दा   ऐ,   जेह्‌‌ड़ा   दस दा   ऐ   जे   जु द्धै   दे   मदा नै   च   केह्‌‌   होआ   दा   ऐ",24
30,तमिल च पाए जाने आह्‌‌‌ले दो महाकाव्य सिलापथिकरम ते मणिमेकलई न,तमिल   च   पाए   जाने   आह्‌‌‌ले   दो   महा का व्य   सि ला प थि कर म   ते   मणि मे कल ई   न,21
31,इस खित्ते च मर्चें दे पाउडर दा इस्तेमाल सावधानी कन्नै कीता जंदा ऐ,इस   खि त्ते   च   म र्चें   दे   पा उ डर   दा   इस्तेमाल   सा व धानी   कन्नै   कीता   जं दा   ऐ,20
32,"योग शब्द दी उत्पत्ति संस्कृत धातु युज थमां होई दी ऐ, जिसदा अर्थ ऐ जोड़ना जां जुगड़ना जां इकजुट करना","योग   शब्द   दी   उ त्पत्ति   संस्कृ त   धा तु   यु ज   थमां   होई   दी   ऐ,   जिस दा   अर्थ   ऐ   जोड़ ना   जां   जुग ड़ ना   जां   इक जु ट   करना",30
33,अज्जै दा ओडिसी नाच उड़ीसा दे मंदरै दियें कंधें उप्पर तराशे गेदे बक्ख-बक्ख रूप-अंकनें चा अनसंभ मूर्तियें थमां विकसत होआ,अ ज्जै   दा   ओ डि सी   नाच   उ ड़ी सा   दे   मंद रै   दियें   कं धें   उप्पर   तरा शे   गेदे   बक्ख-बक्ख   रूप - अंक नें   चा   अन सं भ   मूर्ति यें   थमां   विकसत   होआ,34
34,"वशिष्ठ हून राजे बक्खी मुड़े ते बल्लै जेही बोल्ले : ''राजा, इक बारी वायदा करने कन्नै इंकार करना तुंʼदे लेई माड़ा ऐ","व शि ष्ठ   हून   राजे   बक्खी   मु ड़े   ते   ब ल्लै   जे ही   बो ल्ले   :   '' राजा ,   इक   बारी   वाय दा   करने   कन्नै   इं कार   करना   तुंʼदे   लेई   मा ड़ा   ऐ",33
35,'','',1
36,"सिर्फ उसलै जिसलै उʼनें गी अर्जुन दी नराशा दी सीमा दा ऐह्सास होंदा ऐ, उसलै कृष्ण अपना द्रिश्टीकोण बदलदे न ते इस दुनिया च धार्मिक कम्में दे रहस्य सखाना शुरू करदे न","सिर्फ   उसलै   जिसलै   उʼनें   गी   अ र्जु न   दी   न रा शा   दी   सीमा   दा   ऐ ह्सा स   हों दा   ऐ,   उसलै   कृष्ण   अपना   द्रिश्टी कोण   बद लदे   न   ते   इस   दुनिया   च   धार्मि क   क म्में   दे   र ह स्य   स खा ना   शुरू   करदे   न",47
37,"जिʼयां तुस चौलें दा आटा कन्टेनर च पांदे ओ, बिच्च-­बिच्च तुस थोह्‌ड़ी मात्तरा च छूरे दा खोपा बी पाई सकदे ओ","जिʼयां   तुस   चौ लें   दा   आ टा   क न्टे नर   च   पां दे   ओ ,   बिच्च - ­ बिच्च   तुस   थोह्‌ ड़ी   मात्त रा   च   छू रे   दा   खो पा   बी   पाई   सक दे   ओ",35
38,"तुस बेलनाकार कंटेनर च इक चिमचा छूरे दा खोपा पाइयै शुरू करी सकदे ओ, एह्‌‌‌दे परैंत्त चंगी चाल्ली कन्नै मिश्रत चौलें दा आटा पाई सकदे ओ","तुस   बे लना कार   कं टे नर   च   इक   चि म चा   छू रे   दा   खो पा   पा इयै   शुरू   करी   सक दे   ओ ,   एह्‌‌‌दे   परैंत्त   चंगी   चाल्ली   कन्नै   मिश्र त   चौ लें   दा   आ टा   पाई   सक दे   ओ",41
39,"महाराजा रणजीत सिंह दी बंदोबस्ती कन्नै 1835 ईस्वी दे आस्सै-पास्सै, नंदेड़ च इक शैल ते लुभावने गुरुद्वारे दा निरमान दिक्खेआ गेआ जिसदी विशेषता ऐ घनी नकाशी आह्‌ला इक मंगलकारी सुन्ने दा गुंबद","महा राजा   रण जीत   सिंह   दी   बं दो ब स्ती   कन्नै   18 35   ईस्वी   दे   आ स्सै-पास्सै ,   नं दे ड़   च   इक   शैल   ते   लु भाव ने   गुरु द्वा रे   दा   नि र मान   दिक्खे आ   गेआ   जि सदी   विशे ष ता   ऐ   घ नी   नका शी   आह्‌ला   इक   मं गल कारी   सुन्ने   दा   गुं बद",57
40,सामवेद इʼन्न चुनी होई ऋचाऋचाएं दा इक संगैह्‌‌ ऐ जिʼनें प्रस्तावित छंद जां लयबद्ध ताल पर निर्धारित करदे होए सुरें च व्यवस्थित कीता गेआ ऐ,साम वे द   इ ʼ न्न   चु नी   होई   ऋ चा ऋ चा एं   दा   इक   सं गै ह्‌‌   ऐ   जि ʼनें   प्रस्ता वि त   छं द   जां   लय बद्ध   ताल   पर   निर्धा रि त   करदे   होए   सु रें   च   व्यव स्थित   कीता   गेआ   ऐ,45
41,वाल्मीकि द्वारा कीते गे कोशल राजधानी दे वर्णन शा एह्‌‌ सुस्पष्ट ऐ किअयोध्या दी परानी राजधानी साढ़े अधुनिक शैह्‌‌‌रें शा कुसै बी चाल्ली घट्ट नेईं ही,वा ल्मी कि   द्वारा   कीते   गे   कोश ल   राजधानी   दे   वर्णन   शा   एह्‌‌   सु स्प ष्ट   ऐ   कि अ यो ध्या   दी   परा नी   राजधानी   सा ढ़े   अ धुनिक   शैह्‌‌‌रें   शा   कुसै   बी   चाल्ली   घट्ट   नेईं   ही,37
42,"इक बारी आखने दे परैंत्त, 'में एह्‌‌ करगा, तुंʼदे कोल इसगी करने दे अलावा कोई चारा नेईं ऐ","इक   बारी   आख ने   दे   परैंत्त,   ' में   एह्‌‌   कर गा ,   तुंʼदे   कोल   इसगी   करने   दे   अ लावा   कोई   चा रा   नेईं   ऐ",24
43,',',1
44,"हाल दे दिनें च, रपेऽ दी विनिमय दर ते साढ़े बदेसी धन भंडार दी पर्याप्तता पर बक्खरे - बक्खरे बिचार रेह् न","हाल   दे   दिनें   च,   रपे ऽ   दी   वि नि म य   दर   ते   सा ढ़े   ब देसी   धन   भंडा र   दी   प र्या प्त ता   पर   बक्खरे   -   बक्खरे   बिचार   रेह्   न",32
45,"क्रेडिट सूचना कंपनियें ( सीआईसी ) जां लेवी जुरमाना मसूल, जियां के चिरें भुगतान मसूल, आदि, जे कोई होऐ","क्रेडिट   सू चना   कंप नियें   (   सी आई सी   )   जां   ले वी   जु र मा ना   मसू ल,   जि यां   के   चि रें   भुगतान   मसू ल,   आदि ,   जे   कोई   होऐ",32
46,"दे कारण बैंक क्रेडिट कार्ड खाते गी रिपोर्ट करङन, सिर्फ तां गै जिसलै क्रेडिट कार्ड खाता देने दी तरीका शा त्रौं दिनें शा मते समें तक्कर बकाया रौंह्‌‌‌दा ऐ","दे   कारण   बैंक   क्रेडिट   कार्ड   खाते   गी   रिपोर्ट   कर ङ न,   सिर्फ   तां   गै   जिसलै   क्रेडिट   कार्ड   खाता   देने   दी   तरीका   शा   त्रौं   दिनें   शा   मते   समें   तक्कर   ब का या   रौंह्‌‌‌ दा   ऐ",34
47,देश अपने वित्त च सधार आस्तै आगत सिद्धे नवेश गी प्रोत्साहत करी सकदे न,देश   अपने   वि त्त   च   स धार   आस्तै   आ गत   सिद्धे   नवेश   गी   प्रो त्सा ह त   करी   सक दे   न,21
48,"हालां-के, पैकेज गी तौले लागू करने आस्तै इक प्रलोभन दे रूप च, जेकर बैंक द्वारा दरखास्ता दी प्राप्ति दी तरीक शा 90 दिनें दे अंदर बैंक द्वारा मंजूर पैकेज लागू कीता जंदा ऐ, तां संपत्ति वर्गीकरण दी वस्तुस्थिति गी उस स्थिति च ब्हाल कीता जाई सकदा ऐ जो बैंक द्वारा पुनर्गठन दरखास्त प्राप्त करने दे मौकै ही","हालां-के,   पै के ज   गी   तौले   लागू   करने   आस्तै   इक   प्र लो भ न   दे   रूप   च,   जेकर   बैंक   द्वारा   दर खा स्ता   दी   प्रा प्ति   दी   तरी क   शा   90   दिनें   दे   अंदर   बैंक   द्वारा   मंजूर   पै के ज   लागू   कीता   जं दा   ऐ,   तां   संप त्ति   व र्गी करण   दी   व स्तु स्थिति   गी   उस   स्थिति   च   ब्हा ल   कीता   जाई   सक दा   ऐ   जो   बैंक   द्वारा   पुन र्ग ठ न   दर खा स्त   प्राप्त   करने   दे   मौ कै   ही",82
49,"क्या निजी पूंजी संचय दी गतिशीलता बिना शक्क धनै दी अकागरता गी किश हत्थें बक्खी लेई जंदी ऐ, जां क्या विकास दियां संतुलनकारी ताकतां, प्रतिस्पर्धा ते तकनीकी तरक्की नाबरोबरी गी घट्ट करदियां न","क्या   निजी   पूं जी   सं च य   दी   गति शील ता   बि ना   श क्क   ध नै   दी   अ का गर ता   गी   किश   हत्थें   बक्खी   लेई   जं दी   ऐ,   जां   क्या   विकास   दियां   सं तु लन कारी   ता क तां ,   प्रति स्प र्धा   ते   तकनी की   तर क्की   ना बरो बरी   गी   घट्ट   कर दियां   न",58
50,एह्‌‌ अतिऐंत्त अस्थिरता गी रोकने तेअपेक्षाएं गी आसरा देने आस्तै बजार च दखल दिंदा ऐ,एह्‌‌   अ ति ऐ ं त्त   अ स्थिर ता   गी   रोक ने   तेअ पे क्षा एं   गी   आ सरा   देने   आस्तै   बजा र   च   द ख ल   दिं दा   ऐ,30
51,Q2 आस्तै उच्च - आवृत्ति डेटा दसदा ऐ जे आर्थिक गतिविधि लचीकीली बनी रौंह्दी‌ ऐ,Q 2   आस्तै   उच्च   -   आ वृत्ति   डे टा   दस दा   ऐ   जे   आर्थि क   गतिविधि   ल ची की ली   बनी   रौं ह्दी ‌   ऐ,25
52,"मैक्रोइकानामिक्स च आमतौरा पर विशे इक राश्ट्र होंदा ऐ ते किʼयां सारे बजार बड्डा चमत्कार पैदा करने आस्तै गल्ल-बात करदे न, जिस्सी अर्थशास्त्री ऐग्रीगेट वेरिअब्लज़ आखदे न","मै क्रो इ का ना मि क्स   च   आमतौ रा   पर   विशे   इक   राश्ट्र   हों दा   ऐ   ते   किʼयां   सारे   बजा र   बड्डा   चम त्का र   पैदा   करने   आस्तै   गल्ल-बात   करदे   न,   जिस्सी   अर्थ शास्त्री   ऐ ग्री गे ट   वे रि अ ब्ल ज़   आख दे   न",47
53,तरलता दा मतलब ओह् सीमा ऐ जिस तक्कर वित्ती जैदाद गी थोह्‌ड़े नोटिस उप्पर पूरे बजार मुल्लै दे कोल-कोल बेचेआ जाई सकदा ऐ,तर ल ता   दा   मतलब   ओह्   सीमा   ऐ   जिस   तक्कर   वि त्ती   जैदाद   गी   थोह्‌ ड़े   नो टि स   उप्पर   पूरे   बजा र   मु ल्लै   दे   कोल - कोल   बे चे आ   जाई   सक दा   ऐ,36
54,"मुट्टे तौरा पर, आमदन निर्धारण दी नीति कुसै व्यक्तिनिश्ठ बिचार पर अधारत होने दे बजाए वस्तुनिश्ठ ते बसूली दे रिकार्ड पर अधारत होनी चाहिदी","मु ट्टे   तौ रा   पर,   आमदन   निर्धा रण   दी   नीति   कुसै   व्यक्ति नि श्ठ   बिचार   पर   अधारत   होने   दे   बजाए   व स्तु नि श्ठ   ते   ब सू ली   दे   रिकार्ड   पर   अधारत   हो नी   चाहिदी",35
55,"इस करियै, ब्याज दे कर्जे दी तरीक दे संदर्भ च ब्याज दियां नेहियां रकमां अतिदेय नेईं होंदियां ते इस करियै ऐन्नपीए नेईं बनदियां","इस   करियै ,   ब्याज   दे   क र्जे   दी   तरी क   दे   संदर्भ   च   ब्याज   दियां   ने हियां   रक मां   अ ति दे य   नेईं   हों दियां   ते   इस   करियै   ऐन्न पी ए   नेईं   बन दियां",35
56,"भारत दी भुगतान परपंरा गी होर अधिकार-खेतरें कन्नै जोड़ने दी संभावना, जेह्‌‌‌दे च भारत दी तेज भुगतान परपंरा - UPI - गी होर अधिकार-खेतरें च बराबर प्रणालियें कन्नै जोड़ने दी चला करदी पैह्‌‌ल शामल ऐ, विप्रेषण सनै सीमा पार भुगतान इंतजाम गी बधाग","भारत   दी   भुगतान   पर पं रा   गी   होर   अधिकार - खेतरें   कन्नै   जोड़ ने   दी   संभावना ,   जेह्‌‌‌दे   च   भारत   दी   तेज   भुगतान   पर पं रा   -   U P I   -   गी   होर   अधिकार - खेतरें   च   बराबर   प्रणा लियें   कन्नै   जोड़ ने   दी   चला   कर दी   पैह्‌‌ ल   शामल   ऐ,   वि प्रे ष ण   सनै   सीमा   पार   भुगतान   इंतजा म   गी   बधा ग",64
57,तरलीकृत कुदरती गैस ( LNG ) ऊर्जा खंड च मता म्हत्तव ग्रैह्‌ण करा दी ऐ की जे एह्‌‌‌दा इस्तेमाल बिजली दे कारखाने ते औद्योगिक ( रसैनक खाद ) कारखानें गी संचालत करने आस्तै कीता जंदा ऐ,तर ली कृत   कुदरती   गै स   (   L N G   )   ऊ र्जा   खंड   च   मता   म्हत्तव   ग्रै ह्‌ ण   करा   दी   ऐ   की   जे   एह्‌‌‌दा   इस्तेमाल   बिजली   दे   कार खा ने   ते   औ द्योगि क   (   र सै नक   खा द   )   कार खा नें   गी   संचा लत   करने   आस्तै   कीता   जं दा   ऐ,55
58,"हालांके, मार्केटप्लेस तुसें गी बिक्करी बधाने दी इजाज़त दिंदे न, पर ओह्‌‌ तुसें गी इक स्थाई बपार विकसत करने ते अपना आपूं विपणन काबल ब्रांड बनाने च सक्षम नेईं करदे","हालांके ,   मा र्के ट प्ले स   तुसें   गी   बिक्करी   बधा ने   दी   इजाज़त   दिं दे   न,   पर   ओह्‌‌   तुसें   गी   इक   स्था ई   बपार   विकसत   करने   ते   अपना   आपूं   वि प ण न   काबल   ब्रां ड   बना ने   च   स क्ष म   नेईं   करदे",45
59,पेमैंट एग्रीगेटर्स ( PAs ) पेमैंट इकोसिस्टम च इक म्हत्तवपूर्ण भूमिका नभांदे न ते इस करियै मार्च 2020 च नियमें दे तैह्‌‌‌त आंह्‌‌‌दे गे ते पेमैंट सिस्टम ऑपरेटर्स ( PSOs ) दे रूप च नामत कीते गे,पे मैं ट   ए ग्री गे ट र्स   (   P A s   )   पे मैं ट   इ को सि स्ट म   च   इक   म्हत्तवपूर्ण   भूमिका   न भां दे   न   ते   इस   करियै   मार्च   2020   च   नियमें   दे   तैह्‌‌‌त   आं ह्‌‌‌दे   गे   ते   पे मैं ट   सि स्ट म   ऑ परे ट र्स   (   P S O s   )   दे   रूप   च   ना मत   कीते   गे,65
