sentence_id,original,tokenized,char_count,token_count
63,ꯕꯦꯡ꯭ꯀ ꯇꯧꯕ ꯌꯦꯡꯁꯤꯟꯕꯁꯤꯡꯅ ꯊꯥꯏꯅꯗꯒꯤ ꯆꯠꯅꯔꯛꯂꯕ ꯕꯦꯡ꯭ꯀꯁꯤꯡ ꯑꯗꯨ ꯕꯦꯡ꯭ꯀꯒꯨꯝꯅ ꯊꯕꯛ ꯇꯧꯕꯁꯤꯡꯒ ꯊꯦꯡꯅꯕꯁꯤ ꯆꯥꯡꯌꯦꯡ ꯇꯧꯔꯤ ꯑꯗꯨꯒ ꯃꯈꯣꯏꯕꯨ ꯑꯐꯕ ꯁꯦꯟꯐꯝ ꯑꯃꯁꯨꯡ ꯁꯦꯟ-ꯊꯨꯝꯒꯤ ꯀꯥꯡꯂꯣꯟꯁꯤꯡꯗ ꯐꯥꯖꯟꯅꯕ ꯍꯣꯠꯅꯔꯤ ꯃꯔꯝꯗꯤ ꯃꯁꯤꯒꯤ ꯊꯦꯡꯅꯕ ꯑꯁꯤꯅ ꯕꯦꯡ꯭ꯀꯒꯨꯝꯅ ꯊꯕꯛ ꯇꯧꯕꯁꯤꯡꯅ ꯃꯍꯧꯁꯥꯒꯤ ꯁꯦꯟ-ꯊꯨꯝꯒꯤ ꯀꯥꯡꯂꯨꯞ ꯑꯃꯁꯨꯡ ꯁꯦꯟꯃꯤꯠꯂꯣꯟꯕꯨ ꯄꯨꯂꯞꯅ ꯁꯣꯛꯍꯜꯂꯤ꯫,ꯕꯦꯡ ꯭ ꯀ    ꯇꯧꯕ    ꯌꯦꯡꯁꯤꯟ ꯕꯁꯤꯡꯅ    ꯊꯥꯏ ꯅꯗꯒꯤ    ꯆꯠꯅ ꯔꯛꯂꯕ    ꯕꯦꯡ ꯭ ꯀ ꯁꯤꯡ    ꯑꯗꯨ    ꯕꯦꯡ ꯭ ꯀ ꯒꯨꯝꯅ    ꯊꯕꯛ    ꯇꯧꯕ ꯁꯤꯡꯒ    ꯊꯦꯡ ꯅꯕ ꯁꯤ    ꯆꯥꯡꯌꯦꯡ    ꯇꯧ ꯔꯤ    ꯑꯗꯨꯒ    ꯃꯈꯣꯏꯕꯨ    ꯑꯐꯕ    ꯁꯦꯟꯐꯝ    ꯑꯃꯁꯨꯡ    ꯁꯦꯟ-ꯊꯨꯝꯒꯤ    ꯀꯥꯡꯂꯣꯟ ꯁꯤꯡꯗ    ꯐꯥ ꯖꯟ ꯅꯕ    ꯍꯣꯠꯅ ꯔꯤ    ꯃꯔꯝꯗꯤ    ꯃꯁꯤꯒꯤ    ꯊꯦꯡꯅꯕ    ꯑꯁꯤꯅ    ꯕꯦꯡ ꯭ ꯀ ꯒꯨꯝꯅ    ꯊꯕꯛ    ꯇꯧ ꯕꯁꯤꯡꯅ    ꯃꯍꯧꯁꯥꯒꯤ    ꯁꯦꯟ-ꯊꯨꯝꯒꯤ    ꯀꯥꯡꯂꯨꯞ    ꯑꯃꯁꯨꯡ    ꯁꯦꯟꯃꯤꯠ ꯂꯣꯟ ꯕꯨ    ꯄꯨ ꯂ ꯞꯅ    ꯁꯣꯛ ꯍꯜꯂꯤ꯫ ,223,64
64,"ꯃꯥꯂꯦꯝꯒꯤ ꯑꯣꯏꯕ ꯁꯦꯟꯒꯤ ꯑꯋꯥꯕ ꯍꯧꯔꯛꯄꯗꯒꯤ, ꯂꯣꯏꯁꯪꯒꯤ ꯀꯥꯡꯂꯨꯞꯁꯤꯡꯅ ꯑꯍꯦꯟꯕ ꯑꯃꯁꯨꯡ ꯍꯦꯟꯅ ꯐꯕ ꯏ-ꯄꯥꯎ ꯈꯣꯝꯒꯠꯂꯤ ꯑꯃꯁꯨꯡ ꯎꯕ ꯉꯝꯗꯕ ꯑꯃꯥꯡ-ꯑꯇꯥ ꯊꯣꯛꯄ ꯌꯥꯕꯁꯤꯡ ꯑꯗꯨ ꯊꯤꯖꯤꯜꯂꯤ꯫","ꯃꯥꯂꯦꯝꯒꯤ    ꯑꯣꯏꯕ    ꯁꯦꯟꯒꯤ    ꯑꯋꯥꯕ    ꯍꯧꯔꯛ ꯄꯗ ꯒꯤ,    ꯂꯣꯏꯁꯪꯒꯤ    ꯀꯥꯡꯂꯨꯞ ꯁꯤꯡꯅ    ꯑꯍꯦꯟꯕ    ꯑꯃꯁꯨꯡ    ꯍꯦꯟꯅ    ꯐꯕ    ꯏ-ꯄꯥꯎ    ꯈꯣꯝꯒꯠ ꯂꯤ    ꯑꯃꯁꯨꯡ    ꯎꯕ    ꯉꯝꯗꯕ    ꯑꯃꯥꯡ-ꯑꯇꯥ    ꯊꯣꯛꯄ    ꯌꯥ ꯕꯁꯤꯡ    ꯑꯗꯨ    ꯊꯤ ꯖꯤ ꯜꯂꯤ꯫ ",114,28
65,ꯃꯥꯔꯀꯦꯠ-ꯀ꯭ꯂꯤꯌꯔꯤꯡ ꯃꯃꯜ ꯑꯁꯤ ꯃꯃꯜ ꯑꯗꯨꯗ ꯍꯥꯏꯔꯤꯕ ꯄꯣꯠꯁꯛ ꯑꯗꯨ ꯆꯞ ꯆꯥꯅ ꯄꯤꯅꯕꯒꯤ ꯃꯊꯧ ꯇꯥꯔꯤꯕ ꯑꯗꯨꯅ ꯂꯦꯞꯄꯤ꯫,ꯃꯥꯔ ꯀꯦ ꯠ- ꯀ꯭ꯂꯤ ꯌ ꯔꯤꯡ    ꯃꯃꯜ    ꯑꯁꯤ    ꯃꯃꯜ    ꯑꯗꯨꯗ    ꯍꯥꯏꯔꯤꯕ    ꯄꯣꯠꯁꯛ    ꯑꯗꯨ    ꯆꯞ    ꯆꯥꯅ    ꯄꯤ ꯅꯕꯒꯤ    ꯃꯊꯧ    ꯇꯥꯔꯤ ꯕ    ꯑꯗꯨꯅ    ꯂꯦꯞ ꯄꯤ꯫ ,71,23
66,"ꯃꯣꯗꯦꯜ ꯏꯀꯨꯋꯦꯁꯟꯁꯤꯡ ꯑꯁꯤꯅ ꯄꯤꯕꯉꯝꯕ ꯄꯣꯇ ꯑꯃꯁꯨꯡ ꯍꯥꯔꯛꯂꯤꯕ ꯄꯣꯠ ꯑꯗꯨꯒꯤ ꯆꯥꯡ ꯑꯗꯨ ꯃꯃꯜꯒꯤ ꯑꯃꯁꯨꯡ ꯑꯇꯣꯞꯄ ꯄꯣꯠꯁꯛꯁꯤꯡ (ꯈꯨꯗꯝ ꯑꯣꯏꯅ, ꯁꯦꯟꯊꯣꯛ)ꯒꯤ ꯃꯊꯧ ꯑꯣꯏꯅ ꯈꯪꯗꯣꯛ ꯏ꯫","ꯃꯣꯗꯦꯜ    ꯏ ꯀꯨ ꯋꯦꯁ ꯟꯁꯤꯡ    ꯑꯁꯤꯅ    ꯄꯤ ꯕ ꯉꯝꯕ    ꯄꯣ ꯇ    ꯑꯃꯁꯨꯡ    ꯍꯥꯔ ꯛ ꯂꯤꯕ    ꯄꯣꯠ    ꯑꯗꯨꯒꯤ    ꯆꯥꯡ    ꯑꯗꯨ    ꯃꯃ ꯜꯒꯤ    ꯑꯃꯁꯨꯡ    ꯑꯇꯣꯞꯄ    ꯄꯣꯠ ꯁ ꯛꯁꯤꯡ    ( ꯈꯨꯗꯝ    ꯑꯣꯏꯅ,    ꯁꯦꯟ ꯊꯣꯛ )ꯒꯤ    ꯃꯊꯧ    ꯑꯣꯏꯅ    ꯈꯪ ꯗꯣꯛ    ꯏ꯫ ",110,37
67,ꯍꯧꯖꯤꯛꯀꯤ ꯑꯣꯏꯔꯤꯕ ꯑꯦꯀꯥꯎꯟꯇꯀꯤ ꯄꯩꯁꯥ ꯑꯁꯤ ꯑꯗꯨꯗꯒꯤꯗꯤ ꯄꯣꯠ ꯌꯣꯟꯊꯣꯛ ꯌꯣꯟꯁꯤꯟ ꯇꯧꯕꯒꯤ ꯄꯩꯁꯥꯒꯤ ꯃꯊꯛꯇ ꯅꯦꯠ ꯐꯦꯛꯇꯔꯒꯤ ꯁꯦꯟꯊꯣꯛ (ꯁꯦꯟꯗꯣꯏ ꯑꯃꯁꯨꯡ ꯃꯄꯥꯟ ꯂꯝꯗꯒꯤ ꯁꯦꯟ ꯊꯥꯗꯔꯛꯄ ꯁꯦꯟꯁꯤꯡꯗꯒꯤ ꯀꯝꯄꯦꯅꯤꯅ ꯄꯤꯔꯛꯄ ꯅꯠꯇ꯭ꯔꯒ ꯊꯕꯛ ꯁꯨꯕꯁꯤꯡꯒꯤ ꯁꯦꯟ ꯄꯤꯈꯤꯕꯁꯤꯡ ꯑꯁꯤꯒꯨꯝꯕ) ꯑꯃꯁꯨꯡ ꯑꯄꯨꯟꯕ ꯁꯦꯟꯐꯝ ꯑꯗꯨꯗꯒꯤ ꯃꯍꯧꯁꯥꯅ ꯑꯄꯤꯛꯄ ꯁꯔꯨꯛ ꯑꯣꯏꯕ ꯃꯄꯥꯟꯗꯒꯤ ꯊꯥꯔꯛꯄ ꯁꯦꯟ (ꯃꯄꯥꯟꯗꯒꯤ ꯂꯥꯛꯄ ꯁꯦꯟꯒꯤ ꯇꯦꯡꯕꯥꯡ) ꯑꯁꯤꯅꯤ꯫,ꯍꯧꯖꯤꯛꯀꯤ    ꯑꯣꯏꯔꯤꯕ    ꯑꯦꯀꯥꯎꯟ ꯇ ꯀꯤ    ꯄꯩ ꯁꯥ    ꯑꯁꯤ    ꯑꯗꯨ ꯗꯒꯤ ꯗꯤ    ꯄꯣꯠ    ꯌꯣꯟ ꯊꯣꯛ    ꯌꯣ ꯟꯁꯤ ꯟ    ꯇꯧꯕꯒꯤ    ꯄꯩ ꯁꯥꯒꯤ    ꯃꯊꯛꯇ    ꯅꯦꯠ    ꯐꯦ ꯛꯇ ꯔꯒꯤ    ꯁꯦꯟꯊꯣꯛ    ( ꯁꯦꯟꯗꯣꯏ    ꯑꯃꯁꯨꯡ    ꯃꯄꯥꯟ    ꯂꯝ ꯗꯒꯤ    ꯁꯦꯟ    ꯊꯥꯗ ꯔꯛꯄ    ꯁꯦꯟ ꯁꯤꯡꯗꯒꯤ    ꯀꯝꯄꯦ ꯅꯤꯅ    ꯄꯤ ꯔꯛꯄ    ꯅꯠꯇ꯭ꯔꯒ    ꯊꯕꯛ    ꯁꯨ ꯕꯁꯤꯡꯒꯤ    ꯁꯦꯟ    ꯄꯤ ꯈꯤꯕꯁꯤꯡ    ꯑꯁꯤ ꯒꯨꯝ ꯕ)    ꯑꯃꯁꯨꯡ    ꯑꯄꯨꯟꯕ    ꯁꯦꯟꯐꯝ    ꯑꯗꯨꯗꯒꯤ    ꯃꯍꯧꯁꯥꯅ    ꯑꯄꯤꯛꯄ    ꯁꯔꯨꯛ    ꯑꯣꯏꯕ    ꯃꯄꯥꯟ ꯗꯒꯤ    ꯊꯥꯔ ꯛꯄ    ꯁꯦꯟ    ( ꯃꯄꯥꯟ ꯗꯒꯤ    ꯂꯥꯛꯄ    ꯁꯦꯟꯒꯤ    ꯇꯦꯡ ꯕꯥꯡ )    ꯑꯁꯤꯅꯤ꯫ ,255,73
68,ꯇꯔꯦꯗ ꯕꯦꯂꯦꯟꯖ ꯑꯁꯤ ꯄꯣꯠ ꯑꯃꯁꯨꯡ ꯊꯕꯛꯁꯤꯡ ꯃꯄꯥꯟꯗ ꯄꯨꯊꯣꯛꯈꯤꯕꯒꯤ ꯁꯦꯟꯒꯤ ꯃꯃꯜꯒ ꯂꯣꯏꯅꯅ ꯄꯣꯠ ꯑꯃꯁꯨꯡ ꯊꯕꯛꯁꯤꯡ ꯃꯄꯥꯟꯗꯒꯤ ꯂꯧꯁꯤꯜꯂꯛꯄꯒꯤ ꯈꯦꯠꯅꯕ ꯑꯗꯨꯅꯤ꯫,ꯇꯔꯦ ꯗ    ꯕꯦ ꯂꯦꯟ ꯖ    ꯑꯁꯤ    ꯄꯣꯠ    ꯑꯃꯁꯨꯡ    ꯊꯕꯛꯁꯤꯡ    ꯃꯄꯥꯟꯗ    ꯄꯨꯊꯣꯛ ꯈꯤꯕꯒꯤ    ꯁꯦꯟꯒꯤ    ꯃꯃ ꯜꯒ    ꯂꯣꯏꯅꯅ    ꯄꯣꯠ    ꯑꯃꯁꯨꯡ    ꯊꯕꯛꯁꯤꯡ    ꯃꯄꯥꯟ ꯗꯒꯤ    ꯂꯧ ꯁꯤꯜꯂꯛ ꯄꯒꯤ    ꯈꯦꯠꯅꯕ    ꯑꯗꯨꯅꯤ꯫ ,98,26
69,"ꯂꯦꯞꯇꯅ ꯍꯣꯠꯅꯕ ꯑꯁꯤꯅ ꯒ꯭ꯜꯣꯕꯦꯜ ꯏꯤꯑꯣꯗꯤꯕꯤ ꯊꯥꯛ ꯄꯤꯕꯗ ꯑꯩꯈꯣꯏꯒꯤ ꯊꯥꯛ ꯑꯁꯤ ꯐꯒꯠꯍꯜꯂꯦ ꯑꯃꯁꯨꯡ ꯑꯦꯝꯑꯦꯁꯑꯦꯝꯏꯤꯁꯤꯡꯅ ꯒꯤꯚꯤꯁꯤꯁꯤꯡꯒ ꯃꯔꯤ ꯂꯩꯅꯅ ꯈꯨꯗꯣꯡ ꯊꯤꯕ ꯊꯦꯡꯅꯕꯁꯤꯡ ꯑꯗꯨ ꯃꯥꯏꯌꯣꯛꯅꯕ ꯉꯝꯍꯜꯂꯦ ꯍꯥꯏꯅ ꯃꯥꯏꯀ꯭ꯔꯣ, ꯏꯁꯃꯣꯜ ꯑꯃꯁꯨꯡ ꯃꯤꯗꯤꯌꯝ ꯏ꯭ꯟꯇꯔꯄꯔꯥꯏꯖꯦꯁ (ꯑꯦꯝꯑꯦꯁꯑꯦꯝꯏꯤ)ꯀꯤ ꯏꯁꯇꯦꯠꯀꯤ ꯃꯟꯇ꯭ꯔꯤ (ꯏ꯭ꯟꯗꯤꯄꯦꯟꯗꯦꯟ꯭ꯇ ꯆꯥꯔꯖ) ꯁ꯭ꯔꯤ ꯒꯤꯔꯤꯔꯥꯖ ꯁꯤꯡꯍꯅ ꯅꯤꯌꯨ ꯗꯦꯜꯂꯤꯗ ꯲꯰꯱꯸ꯒꯤ ꯗꯤꯁꯦꯝꯕꯔ ꯱꯹-꯲꯰ꯗ ꯁꯤꯑꯥꯏꯑꯥꯏꯒ ꯈꯨꯠꯁꯝꯅꯗꯨꯅ ꯃꯤꯅꯤꯁꯇ꯭ꯔꯤ ꯑꯣꯐ ꯑꯦꯝꯑꯦꯁꯑꯦꯝꯏꯤꯅ ꯁꯤꯟꯕ ꯱꯵ꯁꯨꯕ ꯒ꯭ꯜꯣꯕꯦꯜ ꯁꯨꯝꯃꯤꯠꯇ ꯀꯤꯅꯣꯠ ꯑꯦꯗ꯭ꯔꯦꯁ ꯄꯤꯕꯗ ꯍꯥꯏꯈꯤ꯫","ꯂꯦꯞꯇꯅ    ꯍꯣꯠꯅꯕ    ꯑꯁꯤꯅ    ꯒ꯭ ꯜ ꯣ ꯕꯦꯜ    ꯏ ꯤ ꯑꯣꯗꯤ ꯕꯤ    ꯊꯥꯛ    ꯄꯤ ꯕꯗ    ꯑꯩꯈ ꯣꯏꯒꯤ    ꯊꯥꯛ    ꯑꯁꯤ    ꯐꯒꯠ ꯍꯜ ꯂꯦ    ꯑꯃꯁꯨꯡ    ꯑꯦꯝ ꯑꯦꯁ ꯑꯦꯝ ꯏ ꯤ ꯁꯤꯡꯅ    ꯒꯤ ꯚꯤ ꯁꯤ ꯁꯤꯡꯒ    ꯃꯔꯤ    ꯂꯩ ꯅꯅ    ꯈꯨꯗꯣ ꯡ    ꯊꯤꯕ    ꯊꯦꯡ ꯅꯕꯁꯤꯡ    ꯑꯗꯨ    ꯃꯥꯏꯌꯣꯛ ꯅꯕ    ꯉꯝ ꯍꯜ ꯂꯦ    ꯍꯥꯏꯅ    ꯃꯥꯏꯀ꯭ꯔꯣ ,    ꯏꯁ ꯃꯣ ꯜ    ꯑꯃꯁꯨꯡ    ꯃꯤꯗꯤ ꯌꯝ    ꯏ ꯭ ꯟ ꯇꯔ ꯄꯔ ꯥꯏ ꯖ ꯦꯁ    ( ꯑꯦꯝ ꯑꯦꯁ ꯑꯦꯝ ꯏ ꯤ ) ꯀꯤ    ꯏꯁ ꯇꯦ ꯠꯀꯤ    ꯃꯟꯇ꯭ꯔꯤ    ( ꯏ ꯭ ꯟ ꯗꯤ ꯄꯦꯟ ꯗꯦꯟ ꯭ꯇ    ꯆꯥꯔ ꯖ )    ꯁ꯭ꯔꯤ    ꯒꯤ ꯔꯤ ꯔꯥꯖ    ꯁꯤꯡꯍꯅ    ꯅꯤ ꯌꯨ    ꯗꯦ ꯜꯂꯤ ꯗ    ꯲꯰꯱꯸ꯒꯤ    ꯗꯤꯁꯦꯝꯕꯔ    ꯱꯹ - ꯲꯰ꯗ    ꯁꯤ ꯑꯥꯏ ꯑꯥꯏ ꯒ    ꯈꯨꯠ ꯁꯝꯅ ꯗꯨꯅ    ꯃꯤꯅꯤ ꯁꯇ꯭ꯔꯤ    ꯑꯣꯐ    ꯑꯦꯝ ꯑꯦꯁ ꯑꯦꯝ ꯏ ꯤ ꯅ    ꯁꯤꯟꯕ    ꯱꯵ ꯁꯨꯕ    ꯒ꯭ ꯜ ꯣ ꯕꯦꯜ    ꯁꯨꯝ ꯃꯤ ꯠꯇ    ꯀꯤ ꯅꯣ ꯠ    ꯑꯦ ꯗ꯭ꯔ ꯦꯁ    ꯄꯤ ꯕꯗ    ꯍꯥꯏꯈꯤ꯫ ",345,136
70,"ꯑꯣꯏꯕ ꯌꯥꯕ ꯃꯔꯝꯁꯤꯡ ꯑꯁꯤ ꯂꯧꯁꯤꯟꯂꯒ, ꯃꯃꯜ ꯇꯥꯡꯕꯒꯤ ꯑꯣꯔꯛꯄ ꯌꯥꯕ ꯑꯁꯤ ꯈꯨꯗꯣꯡ ꯊꯤꯕꯁꯤꯡꯗꯨ ꯆꯥꯡ ꯐꯖꯅ ꯃꯥꯅꯍꯜꯂꯒ ꯲꯰꯲꯲-꯲꯳ꯗ ꯆꯥꯗ ꯶","ꯑꯣꯏꯕ    ꯌꯥꯕ    ꯃꯔ ꯝꯁꯤꯡ    ꯑꯁꯤ    ꯂꯧꯁꯤꯟ ꯂ ꯒ,    ꯃꯃꯜ    ꯇꯥꯡ ꯕꯒꯤ    ꯑꯣ ꯔꯛꯄ    ꯌꯥꯕ    ꯑꯁꯤ    ꯈꯨꯗꯣ ꯡ    ꯊꯤ ꯕ ꯁꯤꯡꯗꯨ    ꯆꯥꯡ    ꯐꯖꯅ    ꯃꯥ ꯅ ꯍꯜꯂ ꯒ    ꯲꯰꯲ ꯲ - ꯲ ꯳ꯗ    ꯆꯥꯗ    ꯶ ",82,33
71,"꯷ꯗ, ꯀ꯭ꯌꯨ꯲ꯗ ꯆꯥꯗ ꯷","꯷ ꯗ,    ꯀ꯭ꯌꯨ ꯲ꯗ    ꯆꯥꯗ    ꯷ ",13,6
72,꯱ꯗ; ꯀ꯭ꯌꯨ꯳ꯗ ꯆꯥꯗ ꯶,꯱ ꯗ ;    ꯀ꯭ꯌꯨ ꯳ꯗ    ꯆꯥꯗ    ꯶ ,13,7
73,꯵ꯇ ꯑꯃꯁꯨꯡ ꯀ꯭ꯌꯨ꯴ꯗ ꯆꯥꯗ ꯵,꯵ ꯇ    ꯑꯃꯁꯨꯡ    ꯀ꯭ꯌꯨ ꯴ꯗ    ꯆꯥꯗ    ꯵ ,17,7
74,꯸ꯇ ꯂꯦꯞꯄꯦ꯫,꯸ ꯇ    ꯂꯦꯞ ꯄꯦ ꯫ ,8,5
75,ꯚꯥꯔꯠꯀꯤ ꯃꯄꯥꯟ ꯂꯝꯗꯒꯤ ꯄꯣꯠ ꯂꯩꯕꯒꯤ ꯆꯥꯡ ꯑꯁꯤ ꯍꯟꯊꯔꯛꯂꯕꯁꯨ ꯃꯄꯥꯟꯗ ꯊꯥꯗꯣꯛꯄ ꯆꯥꯡꯗꯒꯤ ꯌꯥꯝꯅ ꯍꯦꯜꯂꯤ꯫,ꯚꯥꯔꯠꯀꯤ    ꯃꯄꯥꯟ    ꯂꯝ ꯗꯒꯤ    ꯄꯣꯠ    ꯂꯩꯕꯒꯤ    ꯆꯥꯡ    ꯑꯁꯤ    ꯍꯟꯊꯔꯛ ꯂꯕꯁꯨ    ꯃꯄꯥꯟꯗ    ꯊꯥꯗꯣꯛꯄ    ꯆꯥꯡ ꯗꯒꯤ    ꯌꯥꯝꯅ    ꯍꯦ ꯜꯂꯤ꯫ ,65,17
76,"ꯍꯧꯖꯤꯛ ꯃꯇꯝꯗ, ꯆꯥꯎꯈꯠꯄꯒꯤ ꯁꯦꯟ-ꯊꯨꯝꯒꯤ ꯊꯧꯋꯣꯡ ꯌꯦꯡꯁꯟꯕ ꯑꯁꯤ ꯁꯦꯟꯃꯤꯠꯂꯣꯟ ꯀꯔꯝꯅ ꯃꯊꯧ ꯇꯧꯔꯤꯕꯒꯦ (ꯆꯥꯎꯈꯠꯄꯒꯤ ꯆꯥꯡ, ꯒꯤꯗꯤꯄꯤꯒꯤ ꯆꯥꯗ ꯑꯣꯏꯅ ꯐꯤꯁꯀꯦꯜ ꯗꯦꯐꯤꯖꯤꯠ, ꯒꯤꯗꯤꯄꯤꯒꯤ ꯆꯥꯗ ꯑꯣꯏꯅ ꯁꯔꯀꯥꯔꯅ ꯇꯣꯟꯕ, ꯒꯤꯗꯤꯄꯤꯒꯤ ꯆꯥꯗ ꯑꯣꯏꯅ ꯇꯦꯛꯁ ꯔꯦꯚꯤꯅꯤꯌꯨ ꯑꯁꯤꯅꯆꯤꯡꯕ) ꯑꯃꯁꯨꯡ ꯈꯨꯅꯥꯏꯅ ꯀꯃꯥꯏꯅ ꯇꯧꯔꯤ (ꯂꯥꯏꯔꯕ, ꯆꯥꯡ ꯃꯟꯅꯗꯕ, ꯊꯕꯛ ꯐꯪꯕꯒꯤ ꯆꯥꯡ, ꯃꯤꯁꯤꯡꯒꯤ ꯃꯆꯤ ꯑꯣꯕ, ꯑꯁꯤꯅꯆꯤꯡꯕ) ꯍꯥꯏꯕꯁꯤꯗꯪ ꯌꯦꯡꯉꯤ ꯫","ꯍꯧꯖꯤꯛ    ꯃꯇꯝꯗ,    ꯆꯥꯎꯈꯠ ꯄꯒꯤ    ꯁꯦꯟ-ꯊꯨꯝꯒꯤ    ꯊꯧ ꯋꯣꯡ    ꯌꯦꯡ ꯁꯟ ꯕ    ꯑꯁꯤ    ꯁꯦꯟꯃꯤꯠꯂꯣꯟ    ꯀꯔꯝꯅ    ꯃꯊꯧ    ꯇꯧ ꯔꯤꯕ ꯒꯦ    ( ꯆꯥꯎꯈꯠ ꯄꯒꯤ    ꯆꯥꯡ ,    ꯒꯤ ꯗꯤ ꯄꯤ ꯒꯤ    ꯆꯥꯗ    ꯑꯣꯏꯅ    ꯐꯤ ꯁ ꯀꯦꯜ    ꯗꯦ ꯐꯤꯖꯤ ꯠ,    ꯒꯤ ꯗꯤ ꯄꯤ ꯒꯤ    ꯆꯥꯗ    ꯑꯣꯏꯅ    ꯁꯔꯀꯥꯔꯅ    ꯇꯣ ꯟ ꯕ,    ꯒꯤ ꯗꯤ ꯄꯤ ꯒꯤ    ꯆꯥꯗ    ꯑꯣꯏꯅ    ꯇꯦꯛꯁ    ꯔꯦ ꯚꯤ ꯅꯤ ꯌꯨ    ꯑꯁꯤꯅꯆꯤꯡ ꯕ)    ꯑꯃꯁꯨꯡ    ꯈꯨ ꯅꯥꯏꯅ    ꯀ ꯃꯥꯏ ꯅ    ꯇꯧ ꯔꯤ    ( ꯂꯥꯏ ꯔꯕ ,    ꯆꯥꯡ    ꯃꯟ ꯅ ꯗꯕ ,    ꯊꯕꯛ    ꯐꯪ ꯕꯒꯤ    ꯆꯥꯡ ,    ꯃꯤꯁꯤꯡꯒꯤ    ꯃꯆ ꯤ    ꯑꯣ ꯕ,    ꯑꯁꯤꯅꯆꯤꯡ ꯕ)    ꯍꯥꯏꯕ ꯁꯤꯗ ꯪ    ꯌꯦꯡ ꯉꯤ    ꯫ ",253,92
77,ꯍꯧꯖꯤꯛꯀꯤ ꯁꯦꯟꯃꯤꯠꯂꯣꯟꯒꯤ ꯈꯟꯅ ꯅꯩꯅꯕꯁꯤꯡ ꯑꯁꯤ ꯈꯨꯅꯥꯏ ꯑꯃꯁꯨꯡ ꯁꯦꯟꯊꯨꯝꯒꯤ ꯊꯧ ꯄꯥꯡꯊꯣꯛꯄꯗ ꯆꯥꯡ ꯃꯥꯅꯍꯟꯕ ꯍꯥꯏꯕꯁꯤꯗ ꯌꯥꯝꯅ ꯍꯦꯟꯅ ꯊꯋꯥꯏ ꯆꯪꯉꯤ ꯑꯗꯨꯒ ꯑꯀꯣꯏꯕꯒꯤ ꯊꯧ ꯄꯥꯡꯊꯣꯛꯄꯒ ꯊꯦꯡꯅꯕꯗꯤ ꯈꯔꯃꯈꯩ ꯌꯦꯡꯁꯤꯟꯗꯦ꯫,ꯍꯧꯖꯤꯛꯀꯤ    ꯁꯦꯟꯃꯤꯠꯂꯣꯟꯒꯤ    ꯈ ꯟꯅ    ꯅꯩ ꯅꯕꯁꯤꯡ    ꯑꯁꯤ    ꯈꯨ ꯅꯥꯏ    ꯑꯃꯁꯨꯡ    ꯁꯦꯟ ꯊꯨꯝꯒꯤ    ꯊꯧ    ꯄꯥꯡꯊꯣꯛ ꯄꯗ    ꯆꯥꯡ    ꯃꯥ ꯅ ꯍꯟꯕ    ꯍꯥꯏꯕ ꯁꯤꯗ    ꯌꯥꯝꯅ    ꯍꯦꯟꯅ    ꯊꯋꯥꯏ    ꯆꯪ ꯉꯤ    ꯑꯗꯨꯒ    ꯑꯀꯣꯏꯕꯒꯤ    ꯊꯧ    ꯄꯥꯡꯊꯣꯛ ꯄꯒ    ꯊꯦꯡ ꯅꯕ ꯗꯤ    ꯈꯔ ꯃꯈꯩ    ꯌꯦꯡꯁꯤꯟ ꯗꯦ꯫ ,133,38
