sentence_id,original,tokenized,char_count,token_count
320,ꯍꯦꯜꯊ ꯔꯤꯄꯣꯔꯠ ꯑꯃ ꯀꯔꯝꯅ ꯁꯦꯝꯒꯅꯤ ꯍꯥꯏꯕꯒꯤ ꯃꯁꯤꯗꯒꯤ ꯑꯣꯏꯕ ꯕ꯭ꯂꯨꯄ꯭ꯔꯤꯟ꯭ꯇ ꯑꯃꯠꯇ ꯂꯩꯇꯦ꯫,ꯍ ꯦ ꯜ ꯊ   ꯔ ꯤ ꯄ ꯣ ꯔ ꯠ   ꯑ ꯃ   ꯀ ꯔ ꯝ ꯅ   ꯁ ꯦ ꯝ ꯒ ꯅ ꯤ   ꯍ ꯥ ꯏ ꯕ ꯒ ꯤ   ꯃ ꯁ ꯤ ꯗ ꯒ ꯤ   ꯑ ꯣ ꯏ ꯕ   ꯕ ꯭ ꯂ ꯨ ꯄ ꯭ ꯔ ꯤ ꯟ ꯭ ꯇ   ꯑ ꯃ ꯠ ꯇ   ꯂ ꯩ ꯇ ꯦ ꯫,58,68
321,ꯅꯦꯁꯅꯦꯜ ꯔꯨꯔꯦꯜ ꯍꯦꯜꯊ ꯃꯤꯁꯟ (ꯑꯦꯟꯑꯥꯔꯑꯩꯍꯑꯦꯝ)ꯒꯨꯝꯕ ꯊꯧꯔꯝꯁꯤꯡꯒꯤ ꯈꯨꯠꯊꯥꯡꯗ ꯚꯥꯔꯠ ꯄꯨꯝꯕꯗ ꯑꯌꯨꯔꯕꯦꯗꯒ ꯕꯥꯏꯌꯣ- ꯃꯦꯗꯤꯀꯦꯜ ꯃꯐꯝꯁꯤꯡꯒ ꯄꯨꯟꯅ ꯊꯝꯅꯅꯕꯒꯤ ꯍꯣꯠꯅꯕꯁꯤꯡ ꯑꯁꯤ ꯕꯥꯏꯌꯣꯃꯦꯗꯤꯁꯤꯟ ꯑꯃꯁꯨꯡ ꯑꯌꯨꯔꯕꯦꯗꯥꯒꯒꯤ ꯃꯐꯝꯁꯤꯡ ꯅꯛꯅꯕꯒꯤ ꯉꯝꯈꯩꯗꯗꯪ ꯂꯩ ꯑꯃꯁꯨꯡ ꯄꯨꯟꯅ ꯀ꯭ꯂꯤꯅꯤꯀꯦꯜꯒꯤ ꯊꯕꯛ ꯄꯤꯕꯒꯤ ꯊꯥꯛꯇ ꯌꯥꯝꯅ ꯀꯨꯞꯁꯟꯕ ꯃꯥꯑꯣꯡꯗ ꯊꯕꯛ ꯄꯨꯟꯁꯤꯟꯕꯗꯤ ꯑꯣꯏꯊꯣꯛꯄꯗꯒꯤ ꯌꯥꯝꯅ ꯂꯥꯞꯄꯤ꯫,ꯅ ꯦ ꯁ ꯅ ꯦ ꯜ   ꯔ ꯨ ꯔ ꯦ ꯜ   ꯍ ꯦ ꯜ ꯊ   ꯃ ꯤ ꯁ ꯟ   ( ꯑ ꯦ ꯟ ꯑ ꯥ ꯔ ꯑ ꯩ ꯍ ꯑ ꯦ ꯝ ) ꯒ ꯨ ꯝ ꯕ   ꯊ ꯧ ꯔ ꯝ ꯁ ꯤ ꯡ ꯒ ꯤ   ꯈ ꯨ ꯠ ꯊ ꯥ ꯡ ꯗ   ꯚ ꯥ ꯔ ꯠ   ꯄ ꯨ ꯝ ꯕ ꯗ   ꯑ ꯌ ꯨ ꯔ ꯕ ꯦ ꯗ ꯒ   ꯕ ꯥ ꯏ ꯌ ꯣ -   ꯃ ꯦ ꯗ ꯤ ꯀ ꯦ ꯜ   ꯃ ꯐ ꯝ ꯁ ꯤ ꯡ ꯒ   ꯄ ꯨ ꯟ ꯅ   ꯊ ꯝ ꯅ ꯅ ꯕ ꯒ ꯤ   ꯍ ꯣ ꯠ ꯅ ꯕ ꯁ ꯤ ꯡ   ꯑ ꯁ ꯤ   ꯕ ꯥ ꯏ ꯌ ꯣ ꯃ ꯦ ꯗ ꯤ ꯁ ꯤ ꯟ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯑ ꯌ ꯨ ꯔ ꯕ ꯦ ꯗ ꯥ ꯒ ꯒ ꯤ   ꯃ ꯐ ꯝ ꯁ ꯤ ꯡ   ꯅ ꯛ ꯅ ꯕ ꯒ ꯤ   ꯉ ꯝ ꯈ ꯩ ꯗ ꯗ ꯪ   ꯂ ꯩ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯄ ꯨ ꯟ ꯅ   ꯀ ꯭ ꯂ ꯤ ꯅ ꯤ ꯀ ꯦ ꯜ ꯒ ꯤ   ꯊ ꯕ ꯛ   ꯄ ꯤ ꯕ ꯒ ꯤ   ꯊ ꯥ ꯛ ꯇ   ꯌ ꯥ ꯝ ꯅ   ꯀ ꯨ ꯞ ꯁ ꯟ ꯕ   ꯃ ꯥ ꯑ ꯣ ꯡ ꯗ   ꯊ ꯕ ꯛ   ꯄ ꯨ ꯟ ꯁ ꯤ ꯟ ꯕ ꯗ ꯤ   ꯑ ꯣ ꯏ ꯊ ꯣ ꯛ ꯄ ꯗ ꯒ ꯤ   ꯌ ꯥ ꯝ ꯅ   ꯂ ꯥ ꯞ ꯄ ꯤ ꯫,241,278
322,"ꯀꯔꯤꯒꯨꯝꯕꯨ ꯁꯥ ꯑꯗꯨꯅ ꯁꯥꯂꯨꯞ ꯑꯗꯨꯒꯤ ꯑꯇꯣꯞꯄ ꯁꯥꯁꯤꯡ ꯑꯗꯨꯗꯒꯤ ꯂꯥꯞꯊꯣꯛꯅ ꯂꯩꯔꯕꯗꯤ, ꯃꯗꯨ ꯍꯛꯆꯥꯟ ꯅꯨꯡꯥꯏꯇꯕ ꯈꯨꯗꯣꯡ ꯆꯥꯗꯕ ꯈꯔ ꯂꯩꯔꯦ ꯍꯥꯏꯕꯗꯨ ꯎꯠꯂꯤ꯫","ꯀ ꯔ ꯤ ꯒ ꯨ ꯝ ꯕ ꯨ   ꯁ ꯥ   ꯑ ꯗ ꯨ ꯅ   ꯁ ꯥ ꯂ ꯨ ꯞ   ꯑ ꯗ ꯨ ꯒ ꯤ   ꯑ ꯇ ꯣ ꯞ ꯄ   ꯁ ꯥ ꯁ ꯤ ꯡ   ꯑ ꯗ ꯨ ꯗ ꯒ ꯤ   ꯂ ꯥ ꯞ ꯊ ꯣ ꯛ ꯅ   ꯂ ꯩ ꯔ ꯕ ꯗ ꯤ ,   ꯃ ꯗ ꯨ   ꯍ ꯛ ꯆ ꯥ ꯟ   ꯅ ꯨ ꯡ ꯥ ꯏ ꯇ ꯕ   ꯈ ꯨ ꯗ ꯣ ꯡ   ꯆ ꯥ ꯗ ꯕ   ꯈ ꯔ   ꯂ ꯩ ꯔ ꯦ   ꯍ ꯥ ꯏ ꯕ ꯗ ꯨ   ꯎ ꯠ ꯂ ꯤ ꯫",95,113
323,ꯃꯦꯗꯤꯀꯦꯜ ꯑꯣꯐꯤꯁꯔ ꯑꯗꯨꯅ ꯑꯩꯕꯨ ꯃꯥꯒꯤ ꯃꯅꯥꯛꯇ ꯑꯃꯨꯛ ꯍꯟꯅ ꯆꯠꯍꯟꯈꯤꯗꯦ ꯑꯗꯨꯒꯤ ꯃꯍꯨꯠꯇ ꯏꯟꯁꯄꯦꯛꯇꯔ ꯑꯃ ꯑꯩꯒꯤ ꯃꯅꯥꯛꯇ ꯊꯥꯅꯅꯕ ꯇꯛꯁꯤꯟꯈꯤ꯫,ꯃ ꯦ ꯗ ꯤ ꯀ ꯦ ꯜ   ꯑ ꯣ ꯐ ꯤ ꯁ ꯔ   ꯑ ꯗ ꯨ ꯅ   ꯑ ꯩ ꯕ ꯨ   ꯃ ꯥ ꯒ ꯤ   ꯃ ꯅ ꯥ ꯛ ꯇ   ꯑ ꯃ ꯨ ꯛ   ꯍ ꯟ ꯅ   ꯆ ꯠ ꯍ ꯟ ꯈ ꯤ ꯗ ꯦ   ꯑ ꯗ ꯨ ꯒ ꯤ   ꯃ ꯍ ꯨ ꯠ ꯇ   ꯏ ꯟ ꯁ ꯄ ꯦ ꯛ ꯇ ꯔ   ꯑ ꯃ   ꯑ ꯩ ꯒ ꯤ   ꯃ ꯅ ꯥ ꯛ ꯇ   ꯊ ꯥ ꯅ ꯅ ꯕ   ꯇ ꯛ ꯁ ꯤ ꯟ ꯈ ꯤ ꯫,87,103
324,ꯇ꯭ꯔꯥꯟꯁ ꯐꯦꯠꯁꯤꯡ ꯑꯁꯤ ꯌꯣꯟꯅꯕ ꯑꯣꯏꯅ ꯕꯦꯛ ꯇꯧꯕ ꯄꯣꯠꯂꯝꯁꯤꯡꯗ ꯑꯃꯁꯨꯡ ꯑꯌꯥꯝꯕ ꯔꯦꯁꯇꯣꯔꯦꯟ꯭ꯇꯁꯤꯡ ꯑꯃꯁꯨꯡ ꯐꯥꯁꯠ-ꯐꯨꯗ ꯆꯦꯟꯁꯤꯡꯗ ꯊꯣꯡ-ꯊꯥꯛꯄꯗ ꯁꯤꯖꯤꯟꯅꯕ ꯄꯥꯝꯕꯤꯁꯤꯡꯗꯒꯤ ꯁꯨꯡꯕ ꯊꯥꯎꯁꯤꯡꯗ ꯍꯥꯏꯗ꯭ꯔꯣꯖꯦꯟ ꯍꯥꯄꯆꯤꯟꯕꯗꯒꯤ ꯊꯣꯛꯄꯅꯤ꯫,ꯇ ꯭ ꯔ ꯥ ꯟ ꯁ   ꯐ ꯦ ꯠ ꯁ ꯤ ꯡ   ꯑ ꯁ ꯤ   ꯌ ꯣ ꯟ ꯅ ꯕ   ꯑ ꯣ ꯏ ꯅ   ꯕ ꯦ ꯛ   ꯇ ꯧ ꯕ   ꯄ ꯣ ꯠ ꯂ ꯝ ꯁ ꯤ ꯡ ꯗ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯑ ꯌ ꯥ ꯝ ꯕ   ꯔ ꯦ ꯁ ꯇ ꯣ ꯔ ꯦ ꯟ ꯭ ꯇ ꯁ ꯤ ꯡ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯐ ꯥ ꯁ ꯠ - ꯐ ꯨ ꯗ   ꯆ ꯦ ꯟ ꯁ ꯤ ꯡ ꯗ   ꯊ ꯣ ꯡ - ꯊ ꯥ ꯛ ꯄ ꯗ   ꯁ ꯤ ꯖ ꯤ ꯟ ꯅ ꯕ   ꯄ ꯥ ꯝ ꯕ ꯤ ꯁ ꯤ ꯡ ꯗ ꯒ ꯤ   ꯁ ꯨ ꯡ ꯕ   ꯊ ꯥ ꯎ ꯁ ꯤ ꯡ ꯗ   ꯍ ꯥ ꯏ ꯗ ꯭ ꯔ ꯣ ꯖ ꯦ ꯟ   ꯍ ꯥ ꯄ ꯆ ꯤ ꯟ ꯕ ꯗ ꯒ ꯤ   ꯊ ꯣ ꯛ ꯄ ꯅ ꯤ ꯫,147,168
325,ꯑꯟꯁꯦꯆꯨꯔꯦꯇꯦꯗ ꯐꯦꯠꯁꯤꯡ ꯍꯥꯏꯕꯁꯤ ꯔꯨꯝ ꯇꯦꯝꯄꯔꯦꯆꯔꯗ ꯃꯍꯤ ꯑꯣꯏꯕ ꯐꯦꯠꯁꯤꯡ ꯑꯗꯨꯕꯨꯅꯤ꯫,ꯑ ꯟ ꯁ ꯦ ꯆ ꯨ ꯔ ꯦ ꯇ ꯦ ꯗ   ꯐ ꯦ ꯠ ꯁ ꯤ ꯡ   ꯍ ꯥ ꯏ ꯕ ꯁ ꯤ   ꯔ ꯨ ꯝ   ꯇ ꯦ ꯝ ꯄ ꯔ ꯦ ꯆ ꯔ ꯗ   ꯃ ꯍ ꯤ   ꯑ ꯣ ꯏ ꯕ   ꯐ ꯦ ꯠ ꯁ ꯤ ꯡ   ꯑ ꯗ ꯨ ꯕ ꯨ ꯅ ꯤ ꯫,56,64
326,"ꯊꯕꯛ ꯃꯐꯝꯗ ꯅꯠꯇ꯭ꯔꯒ ꯊꯕꯛꯀ ꯃꯔꯤ ꯂꯩꯅꯕꯗ ꯍꯟꯊꯅ ꯇꯧꯕꯤꯕ, ꯐꯝꯒꯤ ꯈꯨꯗꯣꯡꯆꯥꯕ ꯂꯧꯕ ꯑꯃꯁꯨꯡ ꯅꯨꯄꯥ ꯅꯨꯄꯤꯒꯤ ꯃꯁꯥꯗ ꯑꯃꯗꯤ ꯋꯥꯈꯜꯗ ꯁꯣꯛꯄ ꯊꯧꯋꯣꯡ ꯆꯠꯊꯕ ꯌꯥꯎꯅ ꯊꯤꯅꯥ ꯇꯧꯕꯤꯕ (ꯄꯨꯟꯅ ꯑꯣꯠ ꯅꯩꯕꯒꯤ ꯃꯆꯠ ꯍꯥꯏꯅꯕ) ꯑꯁꯤ ꯊꯤꯡꯅꯕ ꯑꯃꯗꯤ ꯌꯦꯡꯁꯤꯟꯅꯕ ꯆꯥꯅꯕ ꯊꯕꯛꯁꯤꯡ ꯂꯧꯈꯠꯄ ꯑꯁꯤ ꯗꯕꯜꯌꯨ ꯑꯩꯆ ꯑꯣꯒꯤ ꯃꯊꯧꯅꯤ꯫","ꯊ ꯕ ꯛ   ꯃ ꯐ ꯝ ꯗ   ꯅ ꯠ ꯇ ꯭ ꯔ ꯒ   ꯊ ꯕ ꯛ ꯀ   ꯃ ꯔ ꯤ   ꯂ ꯩ ꯅ ꯕ ꯗ   ꯍ ꯟ ꯊ ꯅ   ꯇ ꯧ ꯕ ꯤ ꯕ ,   ꯐ ꯝ ꯒ ꯤ   ꯈ ꯨ ꯗ ꯣ ꯡ ꯆ ꯥ ꯕ   ꯂ ꯧ ꯕ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯅ ꯨ ꯄ ꯥ   ꯅ ꯨ ꯄ ꯤ ꯒ ꯤ   ꯃ ꯁ ꯥ ꯗ   ꯑ ꯃ ꯗ ꯤ   ꯋ ꯥ ꯈ ꯜ ꯗ   ꯁ ꯣ ꯛ ꯄ   ꯊ ꯧ ꯋ ꯣ ꯡ   ꯆ ꯠ ꯊ ꯕ   ꯌ ꯥ ꯎ ꯅ   ꯊ ꯤ ꯅ ꯥ   ꯇ ꯧ ꯕ ꯤ ꯕ   ( ꯄ ꯨ ꯟ ꯅ   ꯑ ꯣ ꯠ   ꯅ ꯩ ꯕ ꯒ ꯤ   ꯃ ꯆ ꯠ   ꯍ ꯥ ꯏ ꯅ ꯕ )   ꯑ ꯁ ꯤ   ꯊ ꯤ ꯡ ꯅ ꯕ   ꯑ ꯃ ꯗ ꯤ   ꯌ ꯦ ꯡ ꯁ ꯤ ꯟ ꯅ ꯕ   ꯆ ꯥ ꯅ ꯕ   ꯊ ꯕ ꯛ ꯁ ꯤ ꯡ   ꯂ ꯧ ꯈ ꯠ ꯄ   ꯑ ꯁ ꯤ   ꯗ ꯕ ꯜ ꯌ ꯨ   ꯑ ꯩ ꯆ   ꯑ ꯣ ꯒ ꯤ   ꯃ ꯊ ꯧ ꯅ ꯤ ꯫",182,221
327,ꯑꯀꯥꯏꯕ ꯑꯗꯨ ꯀꯔꯤꯅꯣ,ꯑ ꯀ ꯥ ꯏ ꯕ   ꯑ ꯗ ꯨ   ꯀ ꯔ ꯤ ꯅ ꯣ,13,15
328,ꯑꯍꯨꯝꯁꯨꯕ ꯊꯥꯛ ꯑꯗꯨꯒꯤ ꯄꯥꯟꯗꯝꯗꯤ ꯋꯥꯔꯦꯞ ꯂꯧꯕꯗ ꯇꯦꯡꯕꯥꯡꯕ ꯃꯑꯣꯡꯗ ꯐꯜꯁꯤꯡ ꯑꯗꯨ ꯄꯨꯊꯣꯛꯅꯕ ꯑꯃꯁꯨꯡ ꯄꯥꯎ ꯐꯥꯎꯅꯅꯕꯅꯤ꯫,ꯑ ꯍ ꯨ ꯝ ꯁ ꯨ ꯕ   ꯊ ꯥ ꯛ   ꯑ ꯗ ꯨ ꯒ ꯤ   ꯄ ꯥ ꯟ ꯗ ꯝ ꯗ ꯤ   ꯋ ꯥ ꯔ ꯦ ꯞ   ꯂ ꯧ ꯕ ꯗ   ꯇ ꯦ ꯡ ꯕ ꯥ ꯡ ꯕ   ꯃ ꯑ ꯣ ꯡ ꯗ   ꯐ ꯜ ꯁ ꯤ ꯡ   ꯑ ꯗ ꯨ   ꯄ ꯨ ꯊ ꯣ ꯛ ꯅ ꯕ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯄ ꯥ ꯎ   ꯐ ꯥ ꯎ ꯅ ꯅ ꯕ ꯅ ꯤ ꯫,75,88
329,"ꯌꯣꯒꯥ ꯍꯥꯏꯕ ꯋꯥꯍꯩ ꯑꯁꯤꯒꯤ ꯋꯥꯍꯟꯊꯣꯛ ꯑꯅꯤ ꯂꯩ: ꯑꯍꯥꯟꯕ ꯑꯁꯤꯅ ꯌꯨꯖꯤꯔ ꯅꯠꯇ꯭ꯔꯒ ꯌꯨꯅꯤꯌꯟ ꯍꯥꯏꯕ ꯋꯥꯍꯩ ꯑꯗꯨꯗꯒꯤ ꯂꯥꯛꯄꯅꯤ ꯑꯃꯁꯨꯡ ꯑꯅꯤꯁꯨꯕ ꯑꯁꯤꯅ ꯁꯥꯃꯥꯙꯤ: ꯋꯥꯈꯟꯒꯤ ꯑꯃꯁꯨꯡ ꯂꯧꯁꯤꯡ ꯄꯨꯅꯃꯛꯀꯤ ꯈ꯭ꯋꯥꯏꯗꯒꯤ ꯋꯥꯡꯕ ꯐꯤꯚꯝ, ꯍꯥꯏꯅ ꯋꯥꯍꯟꯊꯣꯛꯄ ꯑꯇꯣꯞꯄ ꯋꯥꯍꯩ ꯌꯨꯖꯥ ꯑꯗꯨꯗꯒꯤ ꯂꯧꯕꯅꯤ ꯫","ꯌ ꯣ ꯒ ꯥ   ꯍ ꯥ ꯏ ꯕ   ꯋ ꯥ ꯍ ꯩ   ꯑ ꯁ ꯤ ꯒ ꯤ   ꯋ ꯥ ꯍ ꯟ ꯊ ꯣ ꯛ   ꯑ ꯅ ꯤ   ꯂ ꯩ :   ꯑ ꯍ ꯥ ꯟ ꯕ   ꯑ ꯁ ꯤ ꯅ   ꯌ ꯨ ꯖ ꯤ ꯔ   ꯅ ꯠ ꯇ ꯭ ꯔ ꯒ   ꯌ ꯨ ꯅ ꯤ ꯌ ꯟ   ꯍ ꯥ ꯏ ꯕ   ꯋ ꯥ ꯍ ꯩ   ꯑ ꯗ ꯨ ꯗ ꯒ ꯤ   ꯂ ꯥ ꯛ ꯄ ꯅ ꯤ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯑ ꯅ ꯤ ꯁ ꯨ ꯕ   ꯑ ꯁ ꯤ ꯅ   ꯁ ꯥ ꯃ ꯥ ꯙ ꯤ :   ꯋ ꯥ ꯈ ꯟ ꯒ ꯤ   ꯑ ꯃ ꯁ ꯨ ꯡ   ꯂ ꯧ ꯁ ꯤ ꯡ   ꯄ ꯨ ꯅ ꯃ ꯛ ꯀ ꯤ   ꯈ ꯭ ꯋ ꯥ ꯏ ꯗ ꯒ ꯤ   ꯋ ꯥ ꯡ ꯕ   ꯐ ꯤ ꯚ ꯝ ,   ꯍ ꯥ ꯏ ꯅ   ꯋ ꯥ ꯍ ꯟ ꯊ ꯣ ꯛ ꯄ   ꯑ ꯇ ꯣ ꯞ ꯄ   ꯋ ꯥ ꯍ ꯩ   ꯌ ꯨ ꯖ ꯥ   ꯑ ꯗ ꯨ ꯗ ꯒ ꯤ   ꯂ ꯧ ꯕ ꯅ ꯤ   ꯫",175,209
330,ꯔꯦꯗꯤꯑꯣꯐꯥꯔꯃꯥꯁꯨꯇꯤꯀꯦꯜꯅ ꯃꯈꯣꯏꯒꯤ ꯗꯥꯏꯒꯅꯣꯁꯇꯤꯛ ꯅꯠꯇ꯭ꯔꯒ ꯊꯦꯔꯥꯄ꯭ꯌꯨꯇꯤꯛ ꯑꯦꯖꯦꯟ꯭ꯇꯁꯤꯡ ꯑꯣꯏꯕꯒꯤ ꯀꯥꯟꯅꯅꯕ ꯑꯗꯨ ꯎꯠꯅꯕ ꯔꯦꯗꯤꯑꯣꯅ꯭ꯌꯨꯀ꯭ꯂꯥꯏꯗꯁꯤꯡꯒꯤ ꯅ꯭ꯌꯨꯀ꯭ꯂꯤꯌꯔ ꯄ꯭ꯔꯣꯄꯔꯇꯤꯁꯤꯡꯒ ꯂꯣꯏꯅꯅ ꯐꯥꯔꯃꯥꯁꯨꯇꯤꯀꯦꯜꯁꯤꯡꯒꯤ ꯐꯥꯔꯃꯥꯀꯣꯂꯣꯖꯤꯀꯦꯜ ꯄ꯭ꯔꯣꯄꯔꯇꯤꯁꯤꯡꯁꯨ ꯁꯤꯖꯤꯟꯅꯩ꯫,ꯔ ꯦ ꯗ ꯤ ꯑ ꯣ ꯐ ꯥ ꯔ ꯃ ꯥ ꯁ ꯨ ꯇ ꯤ ꯀ ꯦ ꯜ ꯅ   ꯃ ꯈ ꯣ ꯏ ꯒ ꯤ   ꯗ ꯥ ꯏ ꯒ ꯅ ꯣ ꯁ ꯇ ꯤ ꯛ   ꯅ ꯠ ꯇ ꯭ ꯔ ꯒ   ꯊ ꯦ ꯔ ꯥ ꯄ ꯭ ꯌ ꯨ ꯇ ꯤ ꯛ   ꯑ ꯦ ꯖ ꯦ ꯟ ꯭ ꯇ ꯁ ꯤ ꯡ   ꯑ ꯣ ꯏ ꯕ ꯒ ꯤ   ꯀ ꯥ ꯟ ꯅ ꯅ ꯕ   ꯑ ꯗ ꯨ   ꯎ ꯠ ꯅ ꯕ   ꯔ ꯦ ꯗ ꯤ ꯑ ꯣ ꯅ ꯭ ꯌ ꯨ ꯀ ꯭ ꯂ ꯥ ꯏ ꯗ ꯁ ꯤ ꯡ ꯒ ꯤ   ꯅ ꯭ ꯌ ꯨ ꯀ ꯭ ꯂ ꯤ ꯌ ꯔ   ꯄ ꯭ ꯔ ꯣ ꯄ ꯔ ꯇ ꯤ ꯁ ꯤ ꯡ ꯒ   ꯂ ꯣ ꯏ ꯅ ꯅ   ꯐ ꯥ ꯔ ꯃ ꯥ ꯁ ꯨ ꯇ ꯤ ꯀ ꯦ ꯜ ꯁ ꯤ ꯡ ꯒ ꯤ   ꯐ ꯥ ꯔ ꯃ ꯥ ꯀ ꯣ ꯂ ꯣ ꯖ ꯤ ꯀ ꯦ ꯜ   ꯄ ꯭ ꯔ ꯣ ꯄ ꯔ ꯇ ꯤ ꯁ ꯤ ꯡ ꯁ ꯨ   ꯁ ꯤ ꯖ ꯤ ꯟ ꯅ ꯩ ꯫,181,198
331,"""ꯒ꯭ꯔꯤꯟ ꯏꯀꯣꯅꯣꯃꯤ"" ꯍꯥꯏꯕ ꯀꯥꯡꯂꯣꯟ ꯃꯃꯤꯡ ꯑꯁꯤ ꯃꯀꯣꯛ ꯊꯣꯡꯕ ꯑꯦꯟꯚꯥꯏꯔꯟꯃꯦꯟꯇꯦꯜ ꯏꯀꯣꯅꯣꯃꯤꯁꯠꯁꯤꯡꯒꯤ ꯀꯥꯡꯂꯨꯞ ꯑꯃꯅ ꯌꯨꯅꯥꯏꯇꯦꯗ ꯀꯤꯡꯗꯝꯒꯤ ꯁꯔꯀꯥꯔꯒꯤꯗꯃꯛ ꯕ꯭ꯂꯨꯄ꯭ꯔꯤꯟ꯭ꯇ ꯐꯣꯔ ꯑ ꯒ꯭ꯔꯤꯟ ꯏꯀꯣꯅꯣꯃꯤ ꯍꯥꯏꯅ ꯃꯤꯡꯊꯣꯟꯕ ꯏꯪ ꯱꯹꯸꯹ꯒꯤ ꯄꯥꯎꯗꯝ ꯑꯃꯗ ꯑꯍꯥꯟꯕ ꯑꯣꯏꯅ ꯁꯦꯝꯈꯤ꯫",""" ꯒ ꯭ ꯔ ꯤ ꯟ   ꯏ ꯀ ꯣ ꯅ ꯣ ꯃ ꯤ ""   ꯍ ꯥ ꯏ ꯕ   ꯀ ꯥ ꯡ ꯂ ꯣ ꯟ   ꯃ ꯃ ꯤ ꯡ   ꯑ ꯁ ꯤ   ꯃ ꯀ ꯣ ꯛ   ꯊ ꯣ ꯡ ꯕ   ꯑ ꯦ ꯟ ꯚ ꯥ ꯏ ꯔ ꯟ ꯃ ꯦ ꯟ ꯇ ꯦ ꯜ   ꯏ ꯀ ꯣ ꯅ ꯣ ꯃ ꯤ ꯁ ꯠ ꯁ ꯤ ꯡ ꯒ ꯤ   ꯀ ꯥ ꯡ ꯂ ꯨ ꯞ   ꯑ ꯃ ꯅ   ꯌ ꯨ ꯅ ꯥ ꯏ ꯇ ꯦ ꯗ   ꯀ ꯤ ꯡ ꯗ ꯝ ꯒ ꯤ   ꯁ ꯔ ꯀ ꯥ ꯔ ꯒ ꯤ ꯗ ꯃ ꯛ   ꯕ ꯭ ꯂ ꯨ ꯄ ꯭ ꯔ ꯤ ꯟ ꯭ ꯇ   ꯐ ꯣ ꯔ   ꯑ   ꯒ ꯭ ꯔ ꯤ ꯟ   ꯏ ꯀ ꯣ ꯅ ꯣ ꯃ ꯤ   ꯍ ꯥ ꯏ ꯅ   ꯃ ꯤ ꯡ ꯊ ꯣ ꯟ ꯕ   ꯏ ꯪ   ꯱ ꯹ ꯸ ꯹ ꯒ ꯤ   ꯄ ꯥ ꯎ ꯗ ꯝ   ꯑ ꯃ ꯗ   ꯑ ꯍ ꯥ ꯟ ꯕ   ꯑ ꯣ ꯏ ꯅ   ꯁ ꯦ ꯝ ꯈ ꯤ ꯫",170,198
332,ꯀꯤꯋꯤ ꯎꯍꯩꯗꯒꯤ ꯁꯥꯕ ꯅꯥꯔ ꯑꯥꯕ ꯀꯧꯕ ꯑꯉꯧꯕ ꯋꯥꯏꯟ ꯑꯃ ꯑꯔꯨꯅꯥꯆꯜ ꯄ꯭ꯔꯗꯦꯁꯇꯒꯤ ꯂꯥꯛꯏ ꯑꯃꯗꯤ ꯃꯁꯤ ꯂꯝꯕꯨ-ꯁꯨꯕꯨ ꯐꯨꯗ ꯑꯦꯟ ꯕꯦꯕꯔꯦꯖꯦꯁꯅ ꯂꯣꯋꯔ ꯁꯨꯕꯥꯟꯁꯤꯔꯤ ꯖꯤꯂꯥꯒꯤ ꯍꯣꯡ ꯈꯨꯟꯗ ꯄꯨꯊꯣꯛꯏ꯫,ꯀ ꯤ ꯋ ꯤ   ꯎ ꯍ ꯩ ꯗ ꯒ ꯤ   ꯁ ꯥ ꯕ   ꯅ ꯥ ꯔ   ꯑ ꯥ ꯕ   ꯀ ꯧ ꯕ   ꯑ ꯉ ꯧ ꯕ   ꯋ ꯥ ꯏ ꯟ   ꯑ ꯃ   ꯑ ꯔ ꯨ ꯅ ꯥ ꯆ ꯜ   ꯄ ꯭ ꯔ ꯗ ꯦ ꯁ ꯇ ꯒ ꯤ   ꯂ ꯥ ꯛ ꯏ   ꯑ ꯃ ꯗ ꯤ   ꯃ ꯁ ꯤ   ꯂ ꯝ ꯕ ꯨ - ꯁ ꯨ ꯕ ꯨ   ꯐ ꯨ ꯗ   ꯑ ꯦ ꯟ   ꯕ ꯦ ꯕ ꯔ ꯦ ꯖ ꯦ ꯁ ꯅ   ꯂ ꯣ ꯋ ꯔ   ꯁ ꯨ ꯕ ꯥ ꯟ ꯁ ꯤ ꯔ ꯤ   ꯖ ꯤ ꯂ ꯥ ꯒ ꯤ   ꯍ ꯣ ꯡ   ꯈ ꯨ ꯟ ꯗ   ꯄ ꯨ ꯊ ꯣ ꯛ ꯏ ꯫,116,139
